basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
MODE_GATE,d578b823a5d17cab,a9fd253a6e24b575,,P00000,INDETERMINATE
MODE_GATE,fa1a78a37094d24a,76bebcbefda3419e,,P00001,INDETERMINATE
MODE_GATE,5dc4e278b8b92961,11237c3315393852,,P00002,INDETERMINATE
MODE_GATE,43bf3350dccf4a32,87820ff19ecb272d,,P00003,INDETERMINATE
MODE_GATE,8cd5015ae46c8c1d,a415a5a3b9355a14,,P00004,INDETERMINATE
CONVERGED_GROWTH,775f74cdfb8180c4,cb21a0bf33742a17,1.3439186299365709,P00005,B
MODE_GATE,35cccf24e8c6257f,596fe9f29921a325,,P00006,INDETERMINATE
MODE_GATE,7d21a123f8394cdf,2dd74b9e830d015d,,P00007,INDETERMINATE
MODE_GATE,482a2e2940773b70,b5df77769eb69f95,,P00008,B
CONVERGED_GROWTH,5f89b901dc04885e,4c0005330f714cbb,1.0134031397739143,P00009,TIE
NEUTRAL_NEUTRAL,72f74d913a0d1697,1dd5e56e137ce97a,1.0,P00010,TIE
CONVERGED_GROWTH,0a2413412a4cf4d5,7b6d3dd4c3149640,0.5735263544237664,P00011,A
MODE_GATE,7b3282c47734d6ec,0d9fe03854733560,,P00012,INDETERMINATE
CONVERGED_GROWTH,fe227035185305d3,6960d6ea4ff612f7,0.9625398150759398,P00013,TIE
MODE_GATE,b6b1bf95bf1a66eb,171b3cbe6368636c,,P00014,B
NEUTRAL_NEUTRAL,3cffffbddd13ae7b,80134f6986bfc367,1.0,P00015,TIE
MODE_GATE,84dc25fa02a664b9,8f91a94d1d7221dd,,P00016,INDETERMINATE
CONVERGED_GROWTH,eb12565c42c30a7b,31266a0566971a15,1.008101796185505,P00017,TIE
NEUTRAL_NEUTRAL,b499c9226c67e83c,5991885b03e56367,1.0,P00018,TIE
NEUTRAL_NEUTRAL,3e9ef75001b1f5be,d846495f1be825b3,1.0,P00019,TIE
MODE_GATE,a3d44f026f86f990,51384f10eb90c76f,,P00020,B
CONVERGED_GROWTH,388d97fb51a4f1c3,4762dd6dc0eeff62,1.0128691863471677,P00021,TIE
MODE_GATE,c95d3296164ea8f5,3ba025278d0f33b7,,P00022,INDETERMINATE
NEUTRAL_NEUTRAL,e221661c9c0f5138,549d2a315bfad45e,1.0,P00023,TIE
MODE_GATE,04211c8e767f9f71,7f0f957328e046fe,,P00024,INDETERMINATE
MODE_GATE,f47cf4cb6b317973,833c069d7b11b852,,P00025,INDETERMINATE
MODE_GATE,8190f2ac8efad1dd,931826e14672580e,,P00026,INDETERMINATE
MODE_GATE,24521cde2982617c,d197cf4803dc644b,,P00027,INDETERMINATE
MODE_GATE,8f0e67920040e74b,2cc998203b0fe91c,,P00028,INDETERMINATE
MODE_GATE,dc4edc900f2909c4,fc621b6ceef3e1e1,,P00029,B
MODE_GATE,62b75af3e6cee113,a4a50f950899c6da,,P00030,INDETERMINATE
MODE_GATE,154ca7d89d4261b8,e122f8cc93514bec,,P00031,INDETERMINATE
CONVERGED_GROWTH,67b54956437be87c,0cbafc5fe3e91ac9,1.3870068196054561,P00032,B
CONVERGED_GROWTH,bca90bbd2998e515,f4ce89585b911caa,1.0105898363553565,P00033,TIE
NEUTRAL_NEUTRAL,482f18624c599a5f,148beadd9a41a60b,1.0,P00034,TIE
MODE_GATE,6b03d19504c0cd32,de1dd3418fd90e9b,,P00035,B
MODE_GATE,1a9bbec3d09a9ad9,e468cb967c240018,,P00036,INDETERMINATE
CONVERGED_GROWTH,266e62eb45e27339,aa71113726556e67,0.9811158732196545,P00037,TIE
NEUTRAL_NEUTRAL,54b13c0797d33df5,bfcbbd204ce704f5,1.0,P00038,TIE
NEUTRAL_NEUTRAL,c5ebdd509d64c0e2,55a3d3affe45b0c1,1.0,P00039,TIE
MODE_GATE,71ea898321eda505,8487cca58349020f,,P00040,INDETERMINATE
CONVERGED_GROWTH,01c82a8d4ba4a835,6aab6bcdf1e0c9d7,0.9981846021068571,P00041,TIE
NEUTRAL_NEUTRAL,0145e0ae77996c1c,a58af86493a85910,1.0,P00042,TIE
NEUTRAL_NEUTRAL,a35794950ad91cbe,9fe0c790ef56d46f,1.0,P00043,TIE
MODE_GATE,654f5d721881a2c4,63a3ddba02246e7d,,P00044,B
CONVERGED_GROWTH,fe7317a7e3d43b8b,72d818459e45a687,0.9735807058927117,P00045,TIE
MODE_GATE,4be91fd9c1df0e38,4578193e56f3cf36,,P00046,INDETERMINATE
NEUTRAL_NEUTRAL,a53935237b065fd8,8aa0dc1e625efc83,1.0,P00047,TIE
MODE_GATE,424414fbaa63caf0,0b683f2377fce39d,,P00048,INDETERMINATE
MODE_GATE,54ea439ef6a3d3e2,b551270dd9ae650c,,P00049,INDETERMINATE
MODE_GATE,2de25a2b45a374eb,0c63045f82d919b8,,P00050,INDETERMINATE
MODE_GATE,cea9adbf0110ad60,a9d7bdbd33957621,,P00051,INDETERMINATE
MODE_GATE,bb95ffb9caa08050,22f2311525500f8b,,P00052,A
CONVERGED_GROWTH,ecc05dc4ec342c81,91922b58c36baf2e,0.7947916694722836,P00053,A
MODE_GATE,ec569796ca5f1479,2ad1993819956fe1,,P00054,INDETERMINATE
MODE_GATE,103ad428fa1be556,91660b8bb14affbf,,P00055,INDETERMINATE
MODE_GATE,e395284fe639fe08,1808a2b37f53ae73,,P00056,B
CONVERGED_GROWTH,c5ff7baedb9301c5,29f0e8fec68ddf7f,1.0079396835938934,P00057,TIE
MODE_GATE,f3cf11d05667ff20,901f16347fe42651,,P00058,A
CONVERGED_GROWTH,17bec19497eccd2d,85ad64f383b86fd6,0.9959602089560449,P00059,TIE
MODE_GATE,e9c2d1f8207c269b,24f78b701a72be8f,,P00060,INDETERMINATE
CONVERGED_GROWTH,c1dea9fb30dce7c7,8f6f1b201218ec30,0.9818821950431691,P00061,TIE
NEUTRAL_NEUTRAL,54ae16bae5db7fa8,ce8a3bb4371a4b30,1.0,P00062,TIE
NEUTRAL_NEUTRAL,39fabdc6e5d68d4e,90573826c1a59648,1.0,P00063,TIE
MODE_GATE,9a89d73bba2ab07e,ded03f461cd4aa6d,,P00064,B
CONVERGED_GROWTH,a63d0ef06c6b1d92,d08459f416345b18,0.9984254306443522,P00065,TIE
NEUTRAL_NEUTRAL,494021c2923325bd,3838e428520d6463,1.0,P00066,TIE
NEUTRAL_NEUTRAL,5b3db9194ebf9d34,1e0df37d9ac11538,1.0,P00067,TIE
MODE_GATE,ff15c76f5aebb5aa,2fe8018e66e6aeed,,P00068,A
CONVERGED_GROWTH,d0ac8c8c5c4acd97,0d8cb3794c89ce9b,1.0242520257815069,P00069,TIE
MODE_GATE,5c467e8186814f8d,6db13bf4f4cada2d,,P00070,B
NEUTRAL_NEUTRAL,258ac2546a8827f1,8c746aa4399e744c,1.0,P00071,TIE
MODE_GATE,2048d6641d33f416,51def12b5747d609,,P00072,INDETERMINATE
MODE_GATE,0339eb0cc128c8a2,be852139c286529c,,P00073,INDETERMINATE
MODE_GATE,2d6f767d5ed68f2b,b3b4ad1bb862f917,,P00074,INDETERMINATE
