axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,log_growth_ratio,neutral_pair,both_valid,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid,closed_delay_valid,lambda_real,lambda_imag,omega_mode,T_mode,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio
-0.75,9b660d09d14b127a,0a8e396a51b88605,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,1,1,P00000,gaussian,CLOSED,0.0,0.007301795418672539,nan,nan,False,False,-0.9309958750727791,0.15912499999999996,0.9937201119758472,True,False,True,0.0,-1.0239846268739443,1.0239846268739443,6.136015270425603,-0.09802759751470978,2612.6051693644145,2196.874371789302,-0.9309958750727791,1.3207793553866565,0.775288183221318
-0.75,dd457d908e15559f,0a9088585dd72333,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,1,2,P00001,gaussian,TIE,0.022066057887597922,0.021903342822305247,1.007428774334812,0.007401316890341861,False,True,-2.2304822988307795,0.0002500000000000835,0.27150430933619596,True,True,True,0.022066057887597922,-1.4668931178259348,1.4668931178259348,4.283328642574737,-0.7004046296023851,365.6563608848437,365.5649467946225,-2.2304822988307795,1.3207793553866565,1.110626927838756
-0.75,2645eb79e2c6e01e,05bd01e4964bab1f,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,2,1,P00002,gaussian,CLOSED,8.027748768134401e-17,1.1038475491765422e-15,nan,nan,False,False,1.1218819858296123,0.39549999999999996,0.29983688011485127,True,False,True,8.027748768134401e-17,-2.3383131946090057,2.3383131946090057,2.6870589113834304,0.31773944050920866,806.0296436503688,487.244919586648,1.1218819858296123,1.3207793553866565,1.7704041065394056
-0.75,cd4e9984aa5e652a,7ff6d40a856be77c,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,2,2,P00003,gaussian,INDETERMINATE,nan,0.011336450504213776,nan,nan,False,False,nan,nan,nan,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan
0.75,a1da73953f3b3c58,a2513e54746e4cf8,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,1,P00004,gaussian,INDETERMINATE,0.00028863160906737474,0.0002733242257630355,nan,nan,False,False,nan,nan,0.22919263689100117,False,False,False,0.00028863160906737474,-0.06463684498853782,0.06463684498853782,97.20748759154003,-0.006696001355887419,nan,nan,nan,1.3207793553866565,0.04893841255537755
0.75,c8c136f961884d30,f2c53378dd0b1b28,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00005,gaussian,TIE,0.001107058994659179,0.0011408410006400914,0.9703887659633392,-0.030058498126500976,False,True,0.17315792021061452,0.3175000000000001,0.24676163731353315,True,True,True,0.001107058994659179,-0.07367457835856245,0.07367457835856245,85.28294897868737,-0.001567657431257006,163369.49827230338,215239.3139737597,0.17315792021061452,1.3207793553866565,0.055781140171587786
0.75,cad7ab207d51744b,d9a7879df04ea16d,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,2,1,P00006,gaussian,TIE,7.15530349662619e-17,1.4885274774805454e-16,1.0,0.0,True,True,-0.12094286207275685,0.20900000000000007,0.42600135203064415,True,True,True,7.15530349662619e-17,-2.336230373445226,2.336230373445226,2.689454506968766,-0.01185729986440752,21599.13394583802,26113.35294051817,-0.12094286207275685,1.3207793553866565,1.7688271427904758
0.75,b2d3fb44bf02c7d3,3da615468023cb0c,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,2,2,P00007,gaussian,CLOSED,8.469800505009265e-17,1.507063565263574e-16,nan,nan,False,False,0.033673024201340364,0.38775000000000004,0.518304040316034,True,False,True,8.469800505009265e-17,-2.1320903181161905,2.1320903181161905,2.9469601985393834,0.06150460447721057,4164.036338160683,2549.431248038878,0.033673024201340364,1.3207793553866565,1.6142668413317407
-0.75,40e1f8bba1b8bbf8,5af2cb0dfdffd9c7,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,1,1,P00008,smooth_rankine,CLOSED,0.007268099313231519,0.007693789285070482,0.9446710323383405,-0.05691852602179518,False,True,2.8443853659945417,0.06999999999999984,0.34275361034051244,True,True,True,0.007268099313231519,-1.3804049167304295,1.3804049167304295,4.551697281737942,-0.8262938647697029,309.94712526237254,288.2508264940065,2.8443853659945417,1.299188297090765,1.0625133553169548
-0.75,5c04a87a47303a18,117da236727fd409,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00009,smooth_rankine,TIE,0.014382867768729749,0.014677427406235913,0.9799311263026735,-0.020272989070210155,False,True,-1.318458635008763,0.007500000000000062,0.46866492731304044,True,True,True,0.014382867768729749,-1.3281911054570397,1.3281911054570397,4.730633476887725,-0.7349229418367065,348.48198828471175,351.0956031968471,-1.318458635008763,1.299188297090765,1.0223237912712266
