pair_id,carrier_id,family,beta_parameter,beta_total_thread_over_core,n_threads,helix_turns,sealed_decision_basis,sealed_winner_condition,sealed_log_ratio_active_over_null,active_cost,null_cost,active_minus_null_robustness_cost,active_score,null_score,active_verdict,null_verdict,active_initial_class,null_initial_class,active_final_class,null_final_class,active_clearance_ratio,null_clearance_ratio,active_perturb_same_class_fraction,null_perturb_same_class_fraction,active_perturb_robust_fraction,null_perturb_robust_fraction,active_dynamic_status,null_dynamic_status,active_robust,null_robust
PAIR_61CF83A58606,TWIST_4_1,twist,1.5,1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.0015614109557780286,0.7961376174966305,0.7936552994048343,0.0024823180917962206,0.20386238250336955,0.2063447005951658,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,0.9481048737714096,0.9731787938905634,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_1881993699A9,TWIST_5_2,twist,-0.75,-0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,null,0.03149294864028139,0.901,0.846,0.05500000000000005,0.099,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,VISUAL_ONLY_OR_INCOHERENT,TRANSITIONAL_PINCH,1.0253801833576932,1.0272600685701012,0.0,0.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_30CA754887CB,TRIPLE_GEAR_T3_3,triple_gear,-0.75,-0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0005522159256186,1.0004974000033293,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_24C4EAFE3A84,TORUS_T2_5,torus,1.5,1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.000878624626125,1.0025825301186972,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_BFA95867F16A,TORUS_T2_9,torus,1.5,1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.7055,0.73115,-0.02564999999999995,0.29450000000000004,0.26885000000000003,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0096830859763128,1.0168062027803522,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_08A186DE2203,TWIST_4_1,twist,-0.75,-0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.00024476115654292865,0.7940450723858878,0.7936564647242847,0.0003886076616030909,0.20595492761411213,0.20634353527571525,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,0.9692416930718397,0.9731670229870226,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_9A96A0426174,TORUS_T2_9,torus,-1.5,-1.5,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.78416,0.73115,0.05301,0.21584000000000003,0.26885000000000003,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.022414367629191,1.0168341793032318,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_2AF781346C85,TWIST_7_2,twist,1.5,1.5,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.846,0.846,0.0,0.15400000000000003,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0966785175693012,1.0660639539905439,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_0A41838CD866,TRIPLE_GEAR_T3_3,triple_gear,-1.5,-1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0012236465616937,1.0004974000033302,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_D8BEFED72B62,TORUS_T2_7,torus,1.5,1.5,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0039002504357932,1.0089899729971255,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_5A381873B8D9,TWIST_5_2,twist,1.5,1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.846,0.846,0.0,0.15400000000000003,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,1.0228749990720853,1.0272424624027,0.0,0.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_3CE7F0B66548,TORUS_T2_7,torus,-1.5,-1.5,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.74483,0.7055,0.039329999999999976,0.25517,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0145892834273373,1.0089899729971255,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_849D07EBD04F,TORUS_T2_9,torus,1.5,1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.7055,0.73115,-0.02564999999999995,0.29450000000000004,0.26885000000000003,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0096935541485037,1.016855952734049,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_411A94B9813F,TORUS_T2_9,torus,0.75,0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7055,0.73115,-0.02564999999999995,0.29450000000000004,0.26885000000000003,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0135112506018675,1.016855952734049,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_909A599A2EB1,TWIST_5_2,twist,-0.75,-0.75,3,1.0,HOLE_ROBUSTNESS_COSTS,null,0.03149294864028142,0.901,0.846,0.05500000000000005,0.099,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,VISUAL_ONLY_OR_INCOHERENT,TRANSITIONAL_PINCH,1.025236965680078,1.0272600685701012,0.0,0.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_B7EA67C2139C,TRIPLE_GEAR_T3_3,triple_gear,1.5,1.5,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,4.60042721052623e-05,0.7055649150151828,0.7055,6.491501518279819e-05,0.29443508498481713,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,0.9995346593893704,1.0004974000033302,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_EA8B5443214E,TWIST_4_1,twist,0.75,0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7920098829236892,0.7936555561215621,-0.001645673197872899,0.2079901170763108,0.20634444387843784,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,0.9727493946128724,0.9731762007923015,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_983B7209A6D2,TWIST_7_2,twist,1.5,1.5,3,1.0,HOLE_ROBUSTNESS_COSTS,active,-0.03361069550833772,0.7909999999999999,0.846,-0.05500000000000005,0.20900000000000002,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,VISUAL_ONLY_OR_INCOHERENT,1.0962154695789528,1.0660416250472828,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_080766530A28,TWIST_5_2,twist,0.75,0.75,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.846,0.846,0.0,0.15400000000000003,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,1.0263345778616548,1.0272600685701012,0.0,0.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_28E851A36225,TWIST_5_2,twist,0.75,0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.846,0.846,0.0,0.15400000000000003,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,1.0259899302467639,1.0272424624027,0.0,0.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_39F258622045,TRIPLE_GEAR_T3_3,triple_gear,-1.5,-1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.001223646561693,1.0004974000033293,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_3B05CAC70185,TWIST_4_1,twist,-0.75,-0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.00024299908138343708,0.794041365012179,0.7936555561215621,0.00038580889061690105,0.20595863498782097,0.20634444387843784,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,0.9692791412911209,0.9731762007923015,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_86DA2AE8079F,TORUS_T2_3,torus,1.5,1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.001081212934834,1.0017876127447551,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_36B43B16F36E,TORUS_T2_9,torus,-0.75,-0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.7875800000000001,0.73115,0.05643000000000009,0.21241999999999997,0.26885000000000003,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0197621837389461,1.0168341793032318,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
