pair_id,carrier_id,family,beta_parameter,beta_total_thread_over_core,n_threads,helix_turns,sealed_decision_basis,sealed_winner_condition,sealed_log_ratio_active_over_null,active_cost,null_cost,active_minus_null_robustness_cost,active_score,null_score,active_verdict,null_verdict,active_initial_class,null_initial_class,active_final_class,null_final_class,active_clearance_ratio,null_clearance_ratio,active_perturb_same_class_fraction,null_perturb_same_class_fraction,active_perturb_robust_fraction,null_perturb_robust_fraction,active_dynamic_status,null_dynamic_status,active_robust,null_robust
PAIR_BAB91094361C,TWIST_5_2,twist,-0.75,-0.75,3,1.0,HOLE_ROBUSTNESS_COSTS,null,0.03149294864028142,0.901,0.846,0.05500000000000005,0.099,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,VISUAL_ONLY_OR_INCOHERENT,TRANSITIONAL_PINCH,1.025218148185112,1.0272424624027,0.0,0.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_65A6FAC08465,TORUS_T2_7,torus,-0.75,-0.75,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0115908582103772,1.0090043663771597,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_EC4FF2F0D2C7,TORUS_T2_7,torus,-0.75,-0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0115813826310716,1.0090043663771597,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_BCC54EFC0B03,TWIST_5_2,twist,-1.5,-1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.846,0.846,0.0,0.15400000000000003,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,1.032586607308631,1.0272600685701012,0.0,0.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_33896FE4DC30,TORUS_T2_9,torus,-0.75,-0.75,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.78929,0.73115,0.05814000000000008,0.21071,0.26885000000000003,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.019814554150772,1.0168341793032318,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_18E56EC2979E,TORUS_T2_5,torus,-0.75,-0.75,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0043057320998752,1.0025821844446066,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_4D66D043470C,TORUS_T2_9,torus,-0.75,-0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.7875800000000001,0.73115,0.05643000000000009,0.21241999999999997,0.26885000000000003,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0197806521540107,1.016855952734049,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_6BCC35D07CD1,TORUS_T2_7,torus,-0.75,-0.75,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0115797366306478,1.0089984791796873,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_773FA4E3780B,TORUS_T2_9,torus,-1.5,-1.5,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.78416,0.73115,0.05301,0.21584000000000003,0.26885000000000003,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0223410422534283,1.0168062027803522,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_B74CD2740170,TORUS_T2_5,torus,1.5,1.5,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0009193861721237,1.0025821844446066,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_790E0E3E3BCA,TRIPLE_GEAR_T3_3,triple_gear,1.5,1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,5.354075744307259e-05,0.7055755500547579,0.7055,7.555005475790022e-05,0.2944244499452421,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,0.9994584225465382,1.0004974000033302,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_535C3ACACD15,TORUS_T2_3,torus,0.75,0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.001332585161529,1.0017876127447551,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_BBEA630E082B,TORUS_T2_3,torus,0.75,0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0013327814849218,1.0017876047847456,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_84A15531B904,TRIPLE_GEAR_T3_3,triple_gear,1.5,1.5,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,4.60042721052623e-05,0.7055649150151828,0.7055,6.491501518279819e-05,0.29443508498481724,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,0.999534659389371,1.0004974000033293,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_40E63C1F309E,TWIST_4_1,twist,-1.5,-1.5,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,0.0007328975836936833,0.7948206555737178,0.7936564647242847,0.0011641908494330888,0.20517934442628222,0.20634353527571525,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,0.9614075194573958,0.9731670229870226,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_14BA0D826EB0,TWIST_7_2,twist,-0.75,-0.75,3,0.5,HOLE_ROBUSTNESS_COSTS,active,-0.03361069550833766,0.7909999999999999,0.846,-0.05500000000000005,0.20900000000000002,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,VISUAL_ONLY_OR_INCOHERENT,1.0685495197881283,1.0660784579948124,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_3A469E279DBD,TORUS_T2_3,torus,0.75,0.75,3,1.0,HOLE_ROBUSTNESS_COSTS,tie,0.0,0.7055,0.7055,0.0,0.29450000000000004,0.29450000000000004,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_HOLE_NOT_DYNAMICALLY_ESTABLISHED,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0012759354845593,1.0017876047847454,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
PAIR_9E503C736013,TWIST_7_2,twist,1.5,1.5,3,0.5,HOLE_ROBUSTNESS_COSTS,tie,-0.0,0.846,0.846,0.0,0.15400000000000003,0.15400000000000003,CRITICAL_OR_TOPOLOGY_SWITCHING,CRITICAL_OR_TOPOLOGY_SWITCHING,TRANSITIONAL_PINCH,TRANSITIONAL_PINCH,VISUAL_ONLY_OR_INCOHERENT,VISUAL_ONLY_OR_INCOHERENT,1.0967579214920677,1.0660784579948124,1.0,1.0,0.0,0.0,PASS_FULL_HORIZON,PASS_FULL_HORIZON,False,False
