profile,a_core_over_rc,backend,classification,critical_count,first_x_star,first_r_star_m,first_K_hat,outside_declared_core,horizon_count
rankine,0.0038,python,RADIAL_FERMAT_CRITICAL_CANDIDATE,1,0.005160007477848894,7.270296613266028e-18,-75115.46043134145,True,0
rankine,0.0042,python,RADIAL_FERMAT_CRITICAL_CANDIDATE,1,0.0051600074778936815,7.270296613329132e-18,-75115.46042742953,True,0
rankine,0.0048,python,RADIAL_FERMAT_CRITICAL_CANDIDATE,1,0.0051600074778409945,7.270296613254897e-18,-75115.4604320314,True,0
rankine,0.0052,python,NO_RADIAL_FERMAT_CRITICAL_RADIUS,0,,,,,0
rankine,0.006,python,NO_RADIAL_FERMAT_CRITICAL_RADIUS,0,,,,,0
