knot_id,source_id,source_length_L,coefficient_count,primary_backend,native_available,probe_count,candidate_count_primary,candidate_count_python,invalid_clock_primary,invalid_clock_python,beta_vector_linf_error,beta_magnitude_linf_error,candidate_rho_linf_error,source_length_relative_error,native_python_parity_ok,global_closed_orbit_certified,qsm_certified
0_1,0:1:1,6.283185,1,python,False,1536,0,0,0,0,0.0,0.0,0.0,1.5198415581991692e-06,False,False,False
3_1,3:1:1,16.371637,183,python,False,1536,0,0,0,0,0.0,0.0,0.0,3.7709216535733796e-05,False,False,False
4_1,4:1:1,21.043322,220,python,False,1536,0,0,0,0,0.0,0.0,0.0,5.819807702593884e-05,False,False,False
5_2,5:1:2,24.734148,241,python,False,1536,0,0,0,0,0.0,0.0,0.0,8.170782807072907e-05,False,False,False
