eigen_index,lambda_real,lambda_imag,frequency,growth_abs,growth_ratio,k2,k
3,-0.1840520181686569,0.0,0.0,0.1840520181686569,184052018168656.9,2.599711004620572,1.6123619335064234
2,0.18417720735331228,0.0,0.0,0.18417720735331228,184177207353312.25,2.599626914807311,1.612335856702105
4,0.14851408055911722,2.740231371274046e-05,2.740231371274046e-05,0.14851408055911722,5419.764262098311,1.6271345162767705,1.2755918298095086
8,-0.14850875045369544,2.806810556070286e-05,2.806810556070286e-05,0.14850875045369544,5291.014391139285,1.6271399051038442,1.275593942092798
10,-0.10501590009383707,0.04379253278207176,0.04379253278207176,0.10501590009383707,2.398032116946421,1.480590550778989,1.216795196727448
6,0.10501654986736372,0.04379395725617427,0.04379395725617427,0.10501654986736372,2.397968953868813,1.4805829360432643,1.2167920677105288
20,-0.00976341203711871,0.04680272700085874,0.04680272700085874,0.00976341203711871,0.2086077599055194,2.369121305561442,1.5391950186904328
18,0.009764106285814308,0.046876953642549526,0.046876953642549526,0.009764106285814308,0.20829225295373227,2.3674910919980174,1.5386653606284952
16,-1.018085079108888e-06,0.07350107679122247,0.07350107679122247,1.018085079108888e-06,1.385129475042559e-05,1.7111203633504757,1.3080979945518132
14,7.767978679046328e-08,0.10389354102153855,0.10389354102153855,7.767978679046328e-08,7.476863915376529e-07,0.8975044276784732,0.9473671029112596
12,-2.2661050304122188e-07,0.10495548619322674,0.10495548619322674,2.2661050304122188e-07,2.1591106026036977e-06,0.5315138096690473,0.7290499363343003
0,-5.600095689249846e-06,0.19998420117798063,0.19998420117798063,5.600095689249846e-06,2.800269049386511e-05,2.3220342497894393,1.5238222500637792
