basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
CONVERGED_GROWTH,cfa2b54282783fa6,e30d272916450644,8.394495265824668e-05,P00066,TIE
CONVERGED_GROWTH,f523612a6d3bcaa9,88829535b2201f82,8.131800464867248e-05,P00067,TIE
CONVERGED_GROWTH,911bb5e64204de61,29d084e277135055,0.6856001973183843,P00068,A
CONVERGED_GROWTH,ad6ef838c76b39e9,c6bec969061e0f9f,0.8198870597304749,P00069,A
CONVERGED_GROWTH,f03408ed4a4c89c8,883135fb9c3c4992,5.101474818744378e-06,P00070,TIE
CONVERGED_GROWTH,82cb9d04836b240d,1b4bb5e4012b4707,0.00013749029000446753,P00071,TIE
MODE_GATE,60fbbad72fe583c6,e194d62dadcc9517,,P00072,B
MODE_GATE,f50f91ef8d96df62,8c3a52db74de1b25,,P00073,INDETERMINATE
MODE_GATE,19a2044dd9872230,5b21c1153968f1cb,,P00074,INDETERMINATE
MODE_GATE,51f66fc200371ef6,9e0dede0532a4684,,P00075,INDETERMINATE
CONVERGED_GROWTH,615cba4946e17451,fce1314a3f13bda5,0.0,P00076,TIE
CONVERGED_GROWTH,853cd978d54a9c2e,03df173345f911ea,0.44864730060294156,P00077,A
MODE_GATE,ae898d1482df17ef,280f0e93a81ba0ad,,P00078,INDETERMINATE
MODE_GATE,ea054303599872d3,bbb291a1aa9aa5d9,,P00079,INDETERMINATE
CONVERGED_GROWTH,17b9a40e087548d6,40c10b398bb055ce,0.8210309597743701,P00080,A
CONVERGED_GROWTH,688592b92a936309,51f7e7e4901eb776,0.8687109795561363,P00081,A
CONVERGED_GROWTH,6d9723b9d07db72b,7a3c5326f1b8a39e,5.707243483237014e-05,P00082,TIE
CONVERGED_GROWTH,8c3620cc8df48b34,cc5fd069fca9863b,1.0978303593710022,P00083,B
MODE_GATE,0e8d4fb0f37ae30b,6978cb9f4c84554e,,P00084,B
CONVERGED_GROWTH,8ee761e925532397,9be00848ac39035d,0.7381409213391196,P00085,A
CONVERGED_GROWTH,1eaeb657372b459e,dcdbf45b5d31983a,0.00012088243383457803,P00086,TIE
CONVERGED_GROWTH,5d571d426344819f,ae17003840aa643b,0.00010664998156010964,P00087,TIE
MODE_GATE,a3d331ae81ae9fc2,dff77c70b14120ea,,P00088,A
CONVERGED_GROWTH,26506a89a341fe11,26758628f31bd283,0.7886332485579434,P00089,A
CONVERGED_GROWTH,e32b9515183d2e17,a4b67740865a7491,0.00018995533349592186,P00090,TIE
MODE_GATE,a963273b7dffdeea,815bdd27f05684d9,,P00091,B
MODE_GATE,b80db9c1cccb335a,181b581a442d34b3,,P00092,A
CONVERGED_GROWTH,a82b5a12953ee8d5,2f76b33fb9b872d6,1.2152901830986031,P00093,B
CONVERGED_GROWTH,26970d23a65aa3aa,c4d7083c50161d76,7.182932433833805e-05,P00094,TIE
CONVERGED_GROWTH,1b1cf4b523cfa402,71a9505e8de1e504,3.062295251836422e-05,P00095,TIE
MODE_GATE,d9ff36cb071eae32,a9c1c62c821496d8,,P00096,INDETERMINATE
MODE_GATE,16b3d8c32077ddca,2cb4159d59bd83a7,,P00097,INDETERMINATE
MODE_GATE,95733faab0d216bc,e3830135d0598f81,,P00098,INDETERMINATE
MODE_GATE,4d333c31b58d0236,97df4734d77f787f,,P00099,INDETERMINATE
MODE_GATE,b6d15be8d5ec72a3,da9739d3f4cc62a7,,P00100,INDETERMINATE
CONVERGED_GROWTH,d451400499e140e5,5bd596abe235c01d,0.0,P00101,A
MODE_GATE,d08ef0bdfcaa9aa7,741552a4b469b71d,,P00102,A
MODE_GATE,6daba49f73ff146e,341b51fff4520038,,P00103,INDETERMINATE
MODE_GATE,63e0360f58ef9e83,9b5cfa7ae4198ea1,,P00104,B
CONVERGED_GROWTH,aee4ae50592b03ea,7caee47dc4ed1c60,1.204044909897195,P00105,B
CONVERGED_GROWTH,b9c75ea13b744fa4,bec0a2bdc673750b,0.0004234839583345242,P00106,TIE
CONVERGED_GROWTH,9a70771072cf5093,98a012123a9a1a1d,0.0007699219698479606,P00107,TIE
