pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_0D8BBA9E1F1C,CAND_EA7F9C29D1439D49,geometry/CAND_EA7F9C29D1439D49.npz,CAND_ACC2EA667433770B,geometry/CAND_ACC2EA667433770B.npz
PAIR_3CCEF567ED51,CAND_1E08D3AE35C516F4,geometry/CAND_1E08D3AE35C516F4.npz,CAND_0392CEB4731AE342,geometry/CAND_0392CEB4731AE342.npz
PAIR_F61E140C724A,CAND_1E08D3AE35C516F4,geometry/CAND_1E08D3AE35C516F4.npz,CAND_B92824DB75B2DC4D,geometry/CAND_B92824DB75B2DC4D.npz
PAIR_0B5627A8CAD2,CAND_EF515C1C7633CF0A,geometry/CAND_EF515C1C7633CF0A.npz,CAND_6328F066AF5BBA9B,geometry/CAND_6328F066AF5BBA9B.npz
PAIR_34974D74765D,CAND_A3AA51A16373A3D4,geometry/CAND_A3AA51A16373A3D4.npz,CAND_1A6C679349B0E393,geometry/CAND_1A6C679349B0E393.npz
PAIR_A3A84118BF94,CAND_A0B3130C13608F3A,geometry/CAND_A0B3130C13608F3A.npz,CAND_80A9AFA95E28354A,geometry/CAND_80A9AFA95E28354A.npz
PAIR_D51A036F52B9,CAND_EA7F9C29D1439D49,geometry/CAND_EA7F9C29D1439D49.npz,CAND_8613F1782BE3B798,geometry/CAND_8613F1782BE3B798.npz
PAIR_19BD5CEB9C39,CAND_F31F5872F97DCB39,geometry/CAND_F31F5872F97DCB39.npz,CAND_A3AA51A16373A3D4,geometry/CAND_A3AA51A16373A3D4.npz
PAIR_DC1FF9C34903,CAND_506E8114B3C24A07,geometry/CAND_506E8114B3C24A07.npz,CAND_8A27ABFB075655BD,geometry/CAND_8A27ABFB075655BD.npz
PAIR_4526486C77A9,CAND_1E08D3AE35C516F4,geometry/CAND_1E08D3AE35C516F4.npz,CAND_33DE99BEF33D77FE,geometry/CAND_33DE99BEF33D77FE.npz
PAIR_2C329F1CCC2B,CAND_95E1BAC0B01F0BDB,geometry/CAND_95E1BAC0B01F0BDB.npz,CAND_F5C5BA64E2CCBD71,geometry/CAND_F5C5BA64E2CCBD71.npz
PAIR_10166A89D76B,CAND_6328F066AF5BBA9B,geometry/CAND_6328F066AF5BBA9B.npz,CAND_77DFF82EF4D0F2B4,geometry/CAND_77DFF82EF4D0F2B4.npz
PAIR_CC45744254D5,CAND_2FFCE0B8C1EB33AA,geometry/CAND_2FFCE0B8C1EB33AA.npz,CAND_A3AA51A16373A3D4,geometry/CAND_A3AA51A16373A3D4.npz
PAIR_92EAB809AEDF,CAND_80A9AFA95E28354A,geometry/CAND_80A9AFA95E28354A.npz,CAND_EFFFE0A93E907086,geometry/CAND_EFFFE0A93E907086.npz
PAIR_1B02CD0FAC10,CAND_6EE349153FF2580E,geometry/CAND_6EE349153FF2580E.npz,CAND_22EFE701B5378806,geometry/CAND_22EFE701B5378806.npz
PAIR_C62535A845BE,CAND_9399C590749F962E,geometry/CAND_9399C590749F962E.npz,CAND_8A27ABFB075655BD,geometry/CAND_8A27ABFB075655BD.npz
PAIR_BA081DE13F88,CAND_6EE349153FF2580E,geometry/CAND_6EE349153FF2580E.npz,CAND_4D15428B4163FFEF,geometry/CAND_4D15428B4163FFEF.npz
PAIR_E5FF86487618,CAND_80A9AFA95E28354A,geometry/CAND_80A9AFA95E28354A.npz,CAND_1168081533332957,geometry/CAND_1168081533332957.npz
PAIR_5B0FA4801B9A,CAND_158AF5D5126031CE,geometry/CAND_158AF5D5126031CE.npz,CAND_6328F066AF5BBA9B,geometry/CAND_6328F066AF5BBA9B.npz
PAIR_225B0B9A35F7,CAND_9A96686860F7133E,geometry/CAND_9A96686860F7133E.npz,CAND_A18F29915F2BBB99,geometry/CAND_A18F29915F2BBB99.npz
PAIR_B9A1326ABEC5,CAND_1E08D3AE35C516F4,geometry/CAND_1E08D3AE35C516F4.npz,CAND_4AC7818901A6F152,geometry/CAND_4AC7818901A6F152.npz
PAIR_6C4844A691D3,CAND_1729614E4D99BFCD,geometry/CAND_1729614E4D99BFCD.npz,CAND_EA7F9C29D1439D49,geometry/CAND_EA7F9C29D1439D49.npz
PAIR_51370DD1CD80,CAND_6328F066AF5BBA9B,geometry/CAND_6328F066AF5BBA9B.npz,CAND_6B5A6766858F67A6,geometry/CAND_6B5A6766858F67A6.npz
PAIR_746454E87496,CAND_F5C5BA64E2CCBD71,geometry/CAND_F5C5BA64E2CCBD71.npz,CAND_19CAE79329F7ADE1,geometry/CAND_19CAE79329F7ADE1.npz
PAIR_EC6EA3102A56,CAND_A3AA51A16373A3D4,geometry/CAND_A3AA51A16373A3D4.npz,CAND_AD63BA7CB51945AC,geometry/CAND_AD63BA7CB51945AC.npz
PAIR_62164B150E9E,CAND_9A96686860F7133E,geometry/CAND_9A96686860F7133E.npz,CAND_BE30B71D01933478,geometry/CAND_BE30B71D01933478.npz
PAIR_5B838C5FBE07,CAND_8CEF3E100092DED3,geometry/CAND_8CEF3E100092DED3.npz,CAND_8A27ABFB075655BD,geometry/CAND_8A27ABFB075655BD.npz
PAIR_E0C9D3E59417,CAND_3870E875B98F4AD0,geometry/CAND_3870E875B98F4AD0.npz,CAND_6EE349153FF2580E,geometry/CAND_6EE349153FF2580E.npz
PAIR_DC2D9129C0E9,CAND_9A96686860F7133E,geometry/CAND_9A96686860F7133E.npz,CAND_031C0C54148A6956,geometry/CAND_031C0C54148A6956.npz
PAIR_1261E0088CB5,CAND_69BB888233D6E6DE,geometry/CAND_69BB888233D6E6DE.npz,CAND_6EE349153FF2580E,geometry/CAND_6EE349153FF2580E.npz
PAIR_EA0D3FAC99A0,CAND_445958481D7968F2,geometry/CAND_445958481D7968F2.npz,CAND_9A96686860F7133E,geometry/CAND_9A96686860F7133E.npz
PAIR_D3C3F602EF41,CAND_F5C5BA64E2CCBD71,geometry/CAND_F5C5BA64E2CCBD71.npz,CAND_3702B9C4F8FBEAB7,geometry/CAND_3702B9C4F8FBEAB7.npz
PAIR_2EBFD875A7CA,CAND_E34F9BD132B3EB6C,geometry/CAND_E34F9BD132B3EB6C.npz,CAND_F5C5BA64E2CCBD71,geometry/CAND_F5C5BA64E2CCBD71.npz
PAIR_165C2966D815,CAND_EA7F9C29D1439D49,geometry/CAND_EA7F9C29D1439D49.npz,CAND_4A6FD6D9AC22EFCC,geometry/CAND_4A6FD6D9AC22EFCC.npz
PAIR_20AC3AD217F4,CAND_8A27ABFB075655BD,geometry/CAND_8A27ABFB075655BD.npz,CAND_412113A8C1CD1077,geometry/CAND_412113A8C1CD1077.npz
PAIR_972FCAE6249D,CAND_E5AAAFBA19806BAE,geometry/CAND_E5AAAFBA19806BAE.npz,CAND_80A9AFA95E28354A,geometry/CAND_80A9AFA95E28354A.npz
