n,D,offset_over_D,eps_over_D,channel_phase_rad,gamma_plus,gamma_minus,backend,period_hat,dt_hat,step,shift,recurrence_rms_over_D,plus_rms_over_D,minus_rms_over_D,endpoint_vectorfield_error,pair_min_distance_over_D,segment_max_over_min,accepted
20,1.0,0.3,0.1,1.5707963267948966,1.0,-1.0,cpp,0.16,0.008,20,0,0.36478854601632626,0.44051547085715576,0.2684911293598153,1.123713045004988,0.364367018444168,2.970944488040964,False
20,1.0,0.3,0.05,1.5707963267948966,1.0,-1.0,cpp,0.16,0.008,20,0,0.3969477119432189,0.48454861283792355,0.28345654663591274,0.8080429894750403,0.37691956044545133,3.4768687924252637,False
20,1.0,0.3,0.1,0.0,1.0,-1.0,cpp,0.16,0.008,20,0,0.41633376197060573,0.3811116434912004,0.44880008679659383,0.5154226528120956,0.4120471958809555,1.496122712498901,False
20,1.0,0.6,0.1,0.0,1.0,-1.0,cpp,0.16,0.008,20,0,0.4199957676739196,0.3678318944127695,0.46636100521025914,0.8137742240308263,0.31743090443088107,1.9435434014892965,False
20,1.0,0.3,0.05,0.0,1.0,-1.0,cpp,0.16,0.008,20,0,0.42665429433337276,0.3910504171521197,0.45950772027395764,0.552674732655514,0.40690661843059023,1.496988761258691,False
20,1.0,0.6,0.05,0.0,1.0,-1.0,cpp,0.16,0.008,20,0,0.43531672967604845,0.39164592554012984,0.47498924122501424,0.9701577418313183,0.4638342641493283,2.138461101549073,False
20,1.0,0.45,0.1,0.0,1.0,-1.0,cpp,0.16,0.008,20,0,0.4560010361027586,0.4081901655937278,0.4992541222324998,0.8814472196053944,0.12777474409645023,1.9613058812000839,False
20,1.0,0.45,0.05,0.0,1.0,-1.0,cpp,0.16,0.008,20,0,0.4707084584263732,0.4265719241245403,0.5110472573226011,0.8791554081709031,0.12360036912854236,1.9434124106143529,False
20,1.0,0.45,0.1,1.5707963267948966,1.0,-1.0,cpp,0.16,0.008,20,0,0.5343696922374552,0.6963328567966863,0.29363666070378686,1.1908484967661452,0.4307244426346279,5.5082321988206555,False
20,1.0,0.6,0.1,1.5707963267948966,1.0,-1.0,cpp,0.16,0.008,20,13,0.5503019681820147,0.7165093156231365,0.30377444427611566,1.058285206014577,0.34935247854670004,7.415196165653619,False
20,1.0,0.6,0.05,1.5707963267948966,1.0,-1.0,cpp,0.16,0.008,20,13,0.5533658576143158,0.7199504918832679,0.30675533244508557,1.190618467172458,0.3140120871017837,8.981569017637801,False
20,1.0,0.45,0.05,1.5707963267948966,1.0,-1.0,cpp,0.16,0.008,20,0,0.557704263973036,0.7294458532540182,0.2999613963128067,1.2027909639554126,0.5217294414193966,6.936368586996839,False
