pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,065fa640f77d04a0,52598200b61ee818,geometry/065fa640f77d04a0.npz,geometry/52598200b61ee818.npz
P00001,de0206597abddbb2,f5ebcb8821678189,geometry/de0206597abddbb2.npz,geometry/f5ebcb8821678189.npz
P00002,61e301d094f4b25f,13d1f6eff52775d8,geometry/61e301d094f4b25f.npz,geometry/13d1f6eff52775d8.npz
P00003,b910e72d5f9bfcef,f44d7ebed183ad1a,geometry/b910e72d5f9bfcef.npz,geometry/f44d7ebed183ad1a.npz
P00004,68be475277e89492,6539072d3be847e6,geometry/68be475277e89492.npz,geometry/6539072d3be847e6.npz
P00005,5dd12d187b8699e4,cf7460988112eeba,geometry/5dd12d187b8699e4.npz,geometry/cf7460988112eeba.npz
P00006,764b2878907b7b14,dacad756e5779011,geometry/764b2878907b7b14.npz,geometry/dacad756e5779011.npz
P00007,bdb572b7fad7e04f,d796d7a089c671e4,geometry/bdb572b7fad7e04f.npz,geometry/d796d7a089c671e4.npz
P00008,748f97fed91b6e75,d0f864732e644b62,geometry/748f97fed91b6e75.npz,geometry/d0f864732e644b62.npz
P00009,af439c408d90b9d8,2e2d4a205d085e38,geometry/af439c408d90b9d8.npz,geometry/2e2d4a205d085e38.npz
P00010,c3c26029c3be8d9a,ceed4c0f6c2df980,geometry/c3c26029c3be8d9a.npz,geometry/ceed4c0f6c2df980.npz
P00011,b80c9a31b1f4e413,e0c611152cab5b61,geometry/b80c9a31b1f4e413.npz,geometry/e0c611152cab5b61.npz
P00012,99db7fd6a1dfb424,24f0e841837d68df,geometry/99db7fd6a1dfb424.npz,geometry/24f0e841837d68df.npz
P00013,38ee21e2ab36d6f1,296b7856e9091249,geometry/38ee21e2ab36d6f1.npz,geometry/296b7856e9091249.npz
P00014,38296f838794495e,ba5a5cfdab24ef6c,geometry/38296f838794495e.npz,geometry/ba5a5cfdab24ef6c.npz
P00015,6e72411508c9cd70,c801e9e99fbf65d7,geometry/6e72411508c9cd70.npz,geometry/c801e9e99fbf65d7.npz
P00016,2752e0db6d10c923,a7f650f8fe05a596,geometry/2752e0db6d10c923.npz,geometry/a7f650f8fe05a596.npz
P00017,54246eacd804f785,20ce457cba79041e,geometry/54246eacd804f785.npz,geometry/20ce457cba79041e.npz
P00018,b1babfce23ea5815,864086846bbbb9b5,geometry/b1babfce23ea5815.npz,geometry/864086846bbbb9b5.npz
P00019,1109e7b0c3bbcf3e,32c6b9fd3638709a,geometry/1109e7b0c3bbcf3e.npz,geometry/32c6b9fd3638709a.npz
P00020,cfe40b0696a6f35b,1d4e775206739602,geometry/cfe40b0696a6f35b.npz,geometry/1d4e775206739602.npz
