basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
MODE_GATE,9b660d09d14b127a,0a8e396a51b88605,,P00000,A
CONVERGED_GROWTH,dd457d908e15559f,0a9088585dd72333,1.007428774334812,P00001,TIE
MODE_GATE,2645eb79e2c6e01e,05bd01e4964bab1f,,P00002,B
MODE_GATE,cd4e9984aa5e652a,7ff6d40a856be77c,,P00003,INDETERMINATE
MODE_GATE,a1da73953f3b3c58,a2513e54746e4cf8,,P00004,INDETERMINATE
CONVERGED_GROWTH,c8c136f961884d30,f2c53378dd0b1b28,1.0305148153763555,P00005,TIE
NEUTRAL_NEUTRAL,cad7ab207d51744b,d9a7879df04ea16d,1.0,P00006,TIE
MODE_GATE,b2d3fb44bf02c7d3,3da615468023cb0c,,P00007,B
CONVERGED_GROWTH,40e1f8bba1b8bbf8,5af2cb0dfdffd9c7,1.0585695610086656,P00008,B
CONVERGED_GROWTH,5c04a87a47303a18,117da236727fd409,1.0204798818597052,P00009,TIE
CONVERGED_GROWTH,6d743e765ae5be88,7e38f59af6023044,1.011666817028973,P00010,TIE
CONVERGED_GROWTH,81ae0836e035286c,42b4a3652eb7153d,1.0231890546170188,P00011,TIE
MODE_GATE,5ee3abce0a0141c5,7db5a29994abea84,,P00012,B
CONVERGED_GROWTH,279b3d3bb4783be8,8b26cb474dcea466,0.9931402775620711,P00013,TIE
NEUTRAL_NEUTRAL,8ea291400cfc3a5f,0b7ffef0f4504212,1.0,P00014,TIE
MODE_GATE,c918d822bae9b7a3,3fedf38a365434a3,,P00015,INDETERMINATE
MODE_GATE,d5f0196f057723c3,b87f28c2cd1495c9,,P00016,INDETERMINATE
CONVERGED_GROWTH,37452c69e9bb149c,5f0f04b9b3466184,1.0128220977267224,P00017,TIE
MODE_GATE,d074fb6d40786c78,2b99f1bb0965db82,,P00018,INDETERMINATE
MODE_GATE,cc48adbec4e46555,83f1a28177df833f,,P00019,INDETERMINATE
MODE_GATE,9731ddaf636f7299,fe67cfd543c47c60,,P00020,INDETERMINATE
MODE_GATE,fe5523f9818ee668,5b669e41a75f0cff,,P00021,INDETERMINATE
MODE_GATE,59ed6d80c5de509e,22da85526d9276f9,,P00022,INDETERMINATE
MODE_GATE,c6734898cb67f364,1832ab60e33ac6ae,,P00023,INDETERMINATE
MODE_GATE,ae687c72603da630,fd20fbaa5d449c8d,,P00024,A
CONVERGED_GROWTH,8fc4431f33a4f802,7ce26b6ec1fdf1e0,1.0036286490930462,P00025,TIE
