group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
0,3,0;2;4,oscillatory,-1,-7.278396869517392e+20,-1.8750441183499336,682.6666666666666,1.7586704065118706e-18,,-0.999383900275;-0.999383900171;-0.999383900167
1,3,1;3;5,oscillatory,1,7.278396869517392e+20,1.8750441183499336,682.6666666666666,1.7586704065118706e-18,,0.999383900167;0.999383900171;0.999383900275
2,1,6,oscillatory,-1,-7.018154967923116e+20,-1.808001189023533,-32768.0,-8.44161795125698e-17,,-0.998453613331
3,1,7,oscillatory,1,7.018154967923116e+20,1.808001189023533,-32768.0,-8.44161795125698e-17,,0.998453613331
4,1,8,oscillatory,-1,-7.018154845576517e+20,-1.8080011575048793,81920.0,2.1104044878142451e-16,,-0.998453614756
5,1,9,oscillatory,1,7.018154845576517e+20,1.8080011575048793,81920.0,2.1104044878142451e-16,,0.998453614756
6,1,10,oscillatory,-1,-7.018154740446254e+20,-1.808001130421459,81920.0,2.1104044878142451e-16,,-0.998453614786
7,1,11,oscillatory,1,7.018154740446254e+20,1.808001130421459,81920.0,2.1104044878142451e-16,,0.998453614786
8,1,12,oscillatory,-1,-6.745617015509544e+20,-1.7377905789315766,49152.0,1.266242692688547e-16,,-0.997683497574
9,1,13,oscillatory,1,6.745617015509544e+20,1.7377905789315766,49152.0,1.266242692688547e-16,,0.997683497574
10,1,14,oscillatory,-1,-6.745613018633482e+20,-1.737789549265417,-196608.0,-5.064970770754188e-16,,-0.99768349252
11,1,15,oscillatory,1,6.745613018633482e+20,1.737789549265417,-196608.0,-5.064970770754188e-16,,0.99768349252
12,1,16,oscillatory,-1,-6.745615164107487e+20,-1.7377901019775714,-32768.0,-8.44161795125698e-17,,-0.997683497252
13,1,17,oscillatory,1,6.745615164107487e+20,1.7377901019775714,-32768.0,-8.44161795125698e-17,,0.997683497252
14,1,18,oscillatory,-1,-6.477126704457685e+20,-1.6686227130406481,-49152.0,-1.266242692688547e-16,,-0.997240151215
15,1,19,oscillatory,1,6.477126704457685e+20,1.6686227130406481,-49152.0,-1.266242692688547e-16,,0.997240151215
16,1,20,oscillatory,-1,-6.4770962305844e+20,-1.6686148624304258,81920.0,2.1104044878142451e-16,,-0.997239711043
17,1,21,oscillatory,1,6.4770962305844e+20,1.6686148624304258,81920.0,2.1104044878142451e-16,,0.997239711043
18,1,22,oscillatory,-1,-6.477064004868727e+20,-1.6686065605145348,-24576.0,-6.331213463442735e-17,,-0.997239664029
19,1,23,oscillatory,1,6.477064004868727e+20,1.6686065605145348,-24576.0,-6.331213463442735e-17,,0.997239664029
20,1,24,oscillatory,-1,-6.218720484895337e+20,-1.6020526879620967,32768.0,8.44161795125698e-17,,-0.9971142409
21,1,25,oscillatory,1,6.218720484895337e+20,1.6020526879620967,32768.0,8.44161795125698e-17,,0.9971142409
22,1,26,oscillatory,-1,-6.217973469722788e+20,-1.6018602436050886,40960.0,1.0552022439071226e-16,,-0.997105363278
23,1,27,oscillatory,1,6.217973469722788e+20,1.6018602436050886,40960.0,1.0552022439071226e-16,,0.997105363278
24,1,28,oscillatory,-1,-6.218325642968894e+20,-1.6019509696791936,163840.0,4.2208089756284903e-16,,-0.997112497378
25,1,29,oscillatory,1,6.218325642968894e+20,1.6019509696791936,163840.0,4.2208089756284903e-16,,0.997112497378
26,1,30,oscillatory,-1,-5.980037775182219e+20,-1.5405637888236412,16384.0,4.22080897562849e-17,,-0.997299548151
27,1,31,oscillatory,1,5.980037775182219e+20,1.5405637888236412,16384.0,4.22080897562849e-17,,0.997299548151
28,1,32,oscillatory,-1,-5.977173210042044e+20,-1.5398258260395272,-147456.0,-3.798728078065641e-16,,-0.997240846398
29,1,33,oscillatory,1,5.977173210042044e+20,1.5398258260395272,-147456.0,-3.798728078065641e-16,,0.997240846398
30,1,34,oscillatory,-1,-5.973746419109623e+20,-1.5389430239200714,0.0,0.0,,-0.997214211333
31,1,35,oscillatory,1,5.973746419109623e+20,1.5389430239200714,0.0,0.0,,0.997214211333
32,1,36,oscillatory,-1,-5.78086634606252e+20,-1.4892536963116063,32768.0,8.44161795125698e-17,,-0.997839687344
33,1,37,oscillatory,1,5.78086634606252e+20,1.4892536963116063,32768.0,8.44161795125698e-17,,0.997839687344
34,1,38,oscillatory,-1,-5.7653356027299345e+20,-1.4852527013862913,49152.0,1.266242692688547e-16,,-0.99772419111
35,1,39,oscillatory,1,5.7653356027299345e+20,1.4852527013862913,49152.0,1.266242692688547e-16,,0.99772419111
36,1,40,oscillatory,-1,-5.747693024444938e+20,-1.4807076603231482,-57344.0,-1.4772831414699715e-16,,-0.997419443386
37,1,41,oscillatory,1,5.747693024444938e+20,1.4807076603231482,-57344.0,-1.4772831414699715e-16,,0.997419443386
38,1,42,oscillatory,-1,-5.626238982788801e+20,-1.4494189451651536,16384.0,4.22080897562849e-17,,-0.998286113705
39,1,43,oscillatory,1,5.626238982788801e+20,1.4494189451651536,16384.0,4.22080897562849e-17,,0.998286113705
40,1,44,oscillatory,-1,-5.5906443247887824e+20,-1.4402491299813827,49152.0,1.266242692688547e-16,,-0.998011917795
41,1,45,oscillatory,1,5.5906443247887824e+20,1.4402491299813827,49152.0,1.266242692688547e-16,,0.998011917795
