group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
42,1,46,oscillatory,-1,-5.534208397892769e+20,-1.4257102343032448,32768.0,8.44161795125698e-17,,-0.997761843671
43,1,47,oscillatory,1,5.534208397892769e+20,1.4257102343032448,32768.0,8.44161795125698e-17,,0.997761843671
44,1,48,oscillatory,-1,-5.462026859846333e+20,-1.4071149899391662,66048.0,1.701513618300235e-16,,-0.997876123558
45,1,49,oscillatory,1,5.462026859846333e+20,1.4071149899391662,66048.0,1.701513618300235e-16,,0.997876123558
46,1,50,oscillatory,-1,-5.388758289267071e+20,-1.388239706715752,-98304.0,-2.532485385377094e-16,,-0.997729122571
47,1,51,oscillatory,1,5.388758289267071e+20,1.388239706715752,-98304.0,-2.532485385377094e-16,,0.997729122571
48,1,52,oscillatory,-1,-5.3169881760869836e+20,-1.3697504526939999,-16384.0,-4.22080897562849e-17,,-0.997317846544
49,1,53,oscillatory,1,5.3169881760869836e+20,1.3697504526939999,-16384.0,-4.22080897562849e-17,,0.997317846544
50,1,54,oscillatory,-1,-5.2294339941137796e+20,-1.3471949426154899,32768.0,8.44161795125698e-17,,-0.997505581557
51,1,55,oscillatory,1,5.2294339941137796e+20,1.3471949426154899,32768.0,8.44161795125698e-17,,0.997505581557
52,1,56,oscillatory,-1,-5.1485536996678133e+20,-1.3263587443275864,159744.0,4.1152887512377776e-16,,-0.99696367076
53,1,57,oscillatory,1,5.1485536996678133e+20,1.3263587443275864,159744.0,4.1152887512377776e-16,,0.99696367076
54,1,58,oscillatory,-1,-5.0522442566876457e+20,-1.301547723736249,-32768.0,-8.44161795125698e-17,,-0.997285070273
55,1,59,oscillatory,1,5.0522442566876457e+20,1.301547723736249,-32768.0,-8.44161795125698e-17,,0.997285070273
56,1,60,oscillatory,-1,-4.9637825101324825e+20,-1.27875840892547,-106496.0,-2.7435258341585187e-16,,-0.996575976084
57,1,61,oscillatory,1,4.9637825101324825e+20,1.27875840892547,-106496.0,-2.7435258341585187e-16,,0.996575976084
58,1,62,oscillatory,-1,-4.859698301908417e+20,-1.2519444709192857,-81920.0,-2.1104044878142451e-16,,-0.997048930641
59,1,63,oscillatory,1,4.859698301908417e+20,1.2519444709192857,-81920.0,-2.1104044878142451e-16,,0.997048930641
60,1,64,oscillatory,-1,-4.764332185915305e+20,-1.2273764680900283,49152.0,1.266242692688547e-16,,-0.996139431762
61,1,65,oscillatory,1,4.764332185915305e+20,1.2273764680900283,49152.0,1.266242692688547e-16,,0.996139431762
62,1,66,oscillatory,-1,-4.653094270234414e+20,-1.1987196081696114,-16384.0,-4.22080897562849e-17,,-0.99678118421
63,1,67,oscillatory,1,4.653094270234414e+20,1.1987196081696114,-16384.0,-4.22080897562849e-17,,0.99678118421
64,1,68,oscillatory,-1,-4.551517917252884e+20,-1.172551738151542,-114688.0,-2.954566282939943e-16,,-0.995619037359
65,1,69,oscillatory,1,4.551517917252884e+20,1.172551738151542,-114688.0,-2.954566282939943e-16,,0.995619037359
66,1,70,oscillatory,-1,-4.434034181716869e+20,-1.1422858442647759,-65536.0,-1.688323590251396e-16,,-0.99646417053
67,1,71,oscillatory,1,4.434034181716869e+20,1.1422858442647759,-65536.0,-1.688323590251396e-16,,0.99646417053
68,1,72,oscillatory,-1,-4.326470699814703e+20,-1.11457558365305,65536.0,1.688323590251396e-16,,-0.994993805282
69,1,73,oscillatory,1,4.326470699814703e+20,1.11457558365305,65536.0,1.688323590251396e-16,,0.994993805282
70,1,74,oscillatory,-1,-4.2030982567662584e+20,-1.0827926542729176,114688.0,2.954566282939943e-16,,-0.996089102927
71,1,75,oscillatory,1,4.2030982567662584e+20,1.0827926542729176,114688.0,2.954566282939943e-16,,0.996089102927
72,1,76,oscillatory,-1,-4.0902149176314816e+20,-1.0537119040886538,131072.0,3.376647180502792e-16,,-0.994205632517
73,1,77,oscillatory,1,4.0902149176314816e+20,1.0537119040886538,131072.0,3.376647180502792e-16,,0.994205632517
74,1,78,oscillatory,-1,-3.9619895706671324e+20,-1.0206787805919373,-114688.0,-2.954566282939943e-16,,-0.995629070955
75,1,79,oscillatory,1,3.9619895706671324e+20,1.0206787805919373,-114688.0,-2.954566282939943e-16,,0.995629070955
76,1,80,oscillatory,-1,-3.843890674025131e+20,-0.9902544102941845,-65536.0,-1.688323590251396e-16,,-0.993228929754
77,1,81,oscillatory,1,3.843890674025131e+20,0.9902544102941845,-65536.0,-1.688323590251396e-16,,0.993228929754
78,1,82,oscillatory,-1,-3.711132090232152e+20,-0.9560534445919668,32768.0,8.44161795125698e-17,,-0.995071353584
79,1,83,oscillatory,1,3.711132090232152e+20,0.9560534445919668,32768.0,8.44161795125698e-17,,0.995071353584
80,1,84,oscillatory,-1,-3.588535814775952e+20,-0.9244704697491842,-40960.0,-1.0552022439071226e-16,,-0.991933824506
81,1,85,oscillatory,1,3.588535814775952e+20,0.9244704697491842,-40960.0,-1.0552022439071226e-16,,0.991933824506
82,1,86,oscillatory,-1,-3.452534251539308e+20,-0.8894340550269716,16384.0,4.22080897562849e-17,,-0.994365597238
83,1,87,oscillatory,1,3.452534251539308e+20,0.8894340550269716,16384.0,4.22080897562849e-17,,0.994365597238
84,1,88,oscillatory,-1,-3.325512297479776e+20,-0.856710946885105,-45056.0,-1.1607224682978347e-16,,-0.990288250088
85,1,89,oscillatory,1,3.325512297479776e+20,0.856710946885105,-45056.0,-1.1607224682978347e-16,,0.990288250088
86,1,90,oscillatory,-1,-3.186711529961699e+20,-0.8209534074951865,-32768.0,-8.44161795125698e-17,,-0.993489428969
87,1,91,oscillatory,1,3.186711529961699e+20,0.8209534074951865,-32768.0,-8.44161795125698e-17,,0.993489428969
88,1,92,oscillatory,-1,-3.055883496109563e+20,-0.7872497856966683,0.0,0.0,,-0.987959827332
89,1,93,oscillatory,1,3.055883496109563e+20,0.7872497856966683,0.0,0.0,,0.987959827332
90,1,94,oscillatory,-1,-2.9157997787822978e+20,-0.7511617356823662,8192.0,2.110404487814245e-17,,-0.992337475691
91,1,95,oscillatory,1,2.9157997787822978e+20,0.7511617356823662,8192.0,2.110404487814245e-17,,0.992337475691
92,1,96,oscillatory,-1,-2.781382114904648e+20,-0.7165333615260064,-73728.0,-1.8993640390328205e-16,,-0.984925931666
93,1,97,oscillatory,1,2.781382114904648e+20,0.7165333615260064,-73728.0,-1.8993640390328205e-16,,0.984925931666
94,1,98,oscillatory,-1,-2.6409496996854674e+20,-0.6803554807504752,16384.0,4.22080897562849e-17,,-0.990866541696
95,1,99,oscillatory,1,2.6409496996854674e+20,0.6803554807504752,16384.0,4.22080897562849e-17,,0.990866541696
96,1,100,oscillatory,-1,-2.502853262755682e+20,-0.6447793894116354,49152.0,1.266242692688547e-16,,-0.980211862098
97,1,101,oscillatory,1,2.502853262755682e+20,0.6447793894116354,49152.0,1.266242692688547e-16,,0.980211862098
98,1,102,oscillatory,-1,-2.3635471916827276e+20,-0.6088916748642559,-32768.0,-8.44161795125698e-17,,-0.988827802135
99,1,103,oscillatory,1,2.3635471916827276e+20,0.6088916748642559,-32768.0,-8.44161795125698e-17,,0.988827802135
100,1,104,oscillatory,-1,-2.22268432667674e+20,-0.5726029025894745,24576.0,6.331213463442735e-17,,-0.973883231754
101,1,105,oscillatory,1,2.22268432667674e+20,0.5726029025894745,24576.0,6.331213463442735e-17,,0.973883231754
102,1,106,oscillatory,-1,-2.0868747192827383e+20,-0.5376159390967266,-16384.0,-4.22080897562849e-17,,-0.986129661798
103,1,107,oscillatory,1,2.0868747192827383e+20,0.5376159390967266,-16384.0,-4.22080897562849e-17,,0.986129661798
104,1,108,oscillatory,-1,-1.9404992425739944e+20,-0.49990702027933365,67584.0,1.7410837024467522e-16,,-0.962503928559
105,1,109,oscillatory,1,1.9404992425739944e+20,0.49990702027933365,67584.0,1.7410837024467522e-16,,0.962503928559
106,1,110,oscillatory,-1,-1.8090200000495796e+20,-0.4660356355774363,16384.0,4.22080897562849e-17,,-0.9820826754
107,1,111,oscillatory,1,1.8090200000495796e+20,0.4660356355774363,16384.0,4.22080897562849e-17,,0.9820826754
108,1,112,oscillatory,-1,-1.6603187549659028e+20,-0.4277275575783937,-65536.0,-1.688323590251396e-16,,-0.946492521634
109,1,113,oscillatory,1,1.6603187549659028e+20,0.4277275575783937,-65536.0,-1.688323590251396e-16,,0.946492521634
110,1,114,oscillatory,-1,-1.5392873109951444e+20,-0.3965477110790618,32768.0,8.44161795125698e-17,,-0.976469698852
111,1,115,oscillatory,1,1.5392873109951444e+20,0.3965477110790618,32768.0,8.44161795125698e-17,,0.976469698852
112,1,116,oscillatory,-1,-1.3761188510244545e+20,-0.35451262194431044,86016.0,2.2159247122049573e-16,,-0.909486652222
113,1,117,oscillatory,1,1.3761188510244545e+20,0.35451262194431044,86016.0,2.2159247122049573e-16,,0.909486652222
114,1,118,oscillatory,-1,-1.2658583805621835e+20,-0.3261075692475225,0.0,0.0,,-0.966861077734
115,1,119,oscillatory,1,1.2658583805621835e+20,0.3261075692475225,0.0,0.0,,0.966861077734
116,1,120,oscillatory,-1,-1.0965994163525534e+20,-0.2825034582037244,24576.0,6.331213463442735e-17,,-0.847206986884
117,1,121,oscillatory,1,1.0965994163525534e+20,0.2825034582037244,24576.0,6.331213463442735e-17,,0.847206986884
118,1,122,real_dominant,-1,-0.0,-0.0,-8.68017048397217e+19,-0.22361658623495623,,0
119,1,123,oscillatory,-1,-1.0136618764425498e+20,-0.2611372769983601,-16384.0,-4.22080897562849e-17,,-0.952699956445
120,1,124,oscillatory,1,1.0136618764425498e+20,0.2611372769983601,-16384.0,-4.22080897562849e-17,,0.952699956445
121,1,125,mixed,-1,-1.6507653606420582e+19,-0.0425266433767981,-7.583392292730929e+19,-0.19536163485638805,,0.0137925133355
122,1,126,mixed,1,1.6507653606420582e+19,0.0425266433767981,-7.583392292730929e+19,-0.19536163485638805,,-0.0137925133355
123,1,127,real_dominant,1,-0.0,-0.0,8.680170483972122e+19,0.223616586234955,,0
124,1,128,mixed,-1,-1.6507653606420662e+19,-0.042526643376798304,7.583392292730942e+19,0.19536163485638838,,0.0137925133355
125,1,129,mixed,1,1.6507653606420662e+19,0.042526643376798304,7.583392292730942e+19,0.19536163485638838,,-0.0137925133355
126,1,130,mixed,-1,-2.1638993792463233e+19,-0.055745885756102294,6.0464494829499695e+19,0.1557672622578093,,-0.00872012200596
127,1,131,mixed,1,2.1638993792463233e+19,0.055745885756102294,6.0464494829499695e+19,0.1557672622578093,,0.00872012200596
128,1,132,oscillatory,-1,-7.738253063258897e+19,-0.19935112295585822,25600.0,6.595014024419515e-17,,-0.593190485624
129,1,133,oscillatory,1,7.738253063258897e+19,0.19935112295585822,25600.0,6.595014024419515e-17,,0.593190485624
130,1,134,oscillatory,-1,-7.439979613383288e+19,-0.19166706988928936,-20480.0,-5.276011219535613e-17,,-0.921175644805
131,1,135,oscillatory,1,7.439979613383288e+19,0.19166706988928936,-20480.0,-5.276011219535613e-17,,0.921175644805
132,1,136,mixed,-1,-2.163899379246316e+19,-0.0557458857561021,-6.046449482949958e+19,-0.15576726225780899,,-0.00872012200596
133,1,137,mixed,1,2.163899379246316e+19,0.0557458857561021,-6.046449482949958e+19,-0.15576726225780899,,0.00872012200596
134,1,138,mixed,-1,-1.6710198635920955e+19,-0.04304843529481819,4.8635289831127335e+19,0.12529313223359087,,-0.0244634822165
135,1,139,mixed,1,1.6710198635920955e+19,0.04304843529481819,4.8635289831127335e+19,0.12529313223359087,,0.0244634822165
136,1,140,mixed,-1,-1.6710198635920968e+19,-0.04304843529481822,-4.86352898311274e+19,-0.12529313223359104,,-0.0244634822165
137,1,141,mixed,1,1.6710198635920968e+19,0.04304843529481822,-4.86352898311274e+19,-0.12529313223359104,,0.0244634822165
138,1,142,mixed,-1,-3.2576740347811852e+19,-0.08392346072800479,2.886906146750099e+19,0.0743718223632805,,-0.0598485783411
139,1,143,mixed,1,3.2576740347811852e+19,0.08392346072800479,2.886906146750099e+19,0.0743718223632805,,0.0598485783411
140,1,144,mixed,-1,-3.2576740347811983e+19,-0.08392346072800512,-2.8869061467501134e+19,-0.07437182236328087,,-0.0598485783411
141,1,145,mixed,1,3.2576740347811983e+19,0.08392346072800512,-2.8869061467501134e+19,-0.07437182236328087,,0.0598485783411
142,1,146,mixed,-1,-1.2640929892497021e+18,-0.003256527731356318,4.373103122622022e+19,0.11265889228095707,,0.0241891692372
143,1,147,mixed,1,1.2640929892497021e+18,0.003256527731356318,4.373103122622022e+19,0.11265889228095707,,-0.0241891692372
144,1,148,mixed,-1,-4.451169223761621e+19,-0.11467001349911102,1.2696582062687568e+19,0.03270864717406944,,-0.0189080566167
145,1,149,mixed,1,4.451169223761621e+19,0.11467001349911102,1.2696582062687568e+19,0.03270864717406944,,0.0189080566167
146,1,150,mixed,-1,-4.451169223761624e+19,-0.1146700134991111,-1.2696582062687594e+19,-0.03270864717406951,,-0.0189080566167
147,1,151,mixed,1,4.451169223761624e+19,0.1146700134991111,-1.2696582062687594e+19,-0.03270864717406951,,0.0189080566167
148,1,152,mixed,-1,-1.2640929892496812e+18,-0.0032565277313562637,-4.373103122622029e+19,-0.11265889228095725,,0.0241891692372
149,1,153,mixed,1,1.2640929892496812e+18,0.0032565277313562637,-4.373103122622029e+19,-0.11265889228095725,,-0.0241891692372
150,1,154,oscillatory,-1,-5.215028775396747e+19,-0.13434839027926906,-89088.0,-2.2950648804979917e-16,,-0.873632077558
151,1,155,oscillatory,1,5.215028775396747e+19,0.13434839027926906,-89088.0,-2.2950648804979917e-16,,0.873632077558
152,1,156,oscillatory,-1,-4.968254964893788e+19,-0.1279910592592438,63488.0,1.6355634780560398e-16,,0.477967374426
153,1,157,oscillatory,1,4.968254964893788e+19,0.1279910592592438,63488.0,1.6355634780560398e-16,,-0.477967374426
154,1,158,oscillatory,-1,-5.396010308411498e+19,-0.1390107955464301,92160.0,2.3742050487910256e-16,,0.318541112291
155,1,159,oscillatory,1,5.396010308411498e+19,0.1390107955464301,92160.0,2.3742050487910256e-16,,-0.318541112291
156,1,160,mixed,-1,-9.92386874442418e+18,-0.02556564591639686,3.923369579811214e+19,0.10107295860092133,,-0.0346883385573
157,1,161,mixed,1,9.92386874442418e+18,0.02556564591639686,3.923369579811214e+19,0.10107295860092133,,0.0346883385573
158,1,162,mixed,-1,-9.923868744424227e+18,-0.02556564591639698,-3.923369579811252e+19,-0.1010729586009223,,-0.0346883385573
159,1,163,mixed,1,9.923868744424227e+18,0.02556564591639698,-3.923369579811252e+19,-0.1010729586009223,,0.0346883385573
160,1,164,mixed,-1,-3.352533636633934e+19,-0.08636721230835528,1.949864320763012e+19,0.050231963051356625,,0.0406305752399
161,1,165,mixed,1,3.352533636633934e+19,0.08636721230835528,1.949864320763012e+19,0.050231963051356625,,-0.0406305752399
162,1,166,mixed,-1,-3.3525336366339514e+19,-0.08636721230835574,-1.949864320763003e+19,-0.050231963051356396,,0.0406305752399
163,1,167,mixed,1,3.3525336366339514e+19,0.08636721230835574,-1.949864320763003e+19,-0.050231963051356396,,-0.0406305752399
164,1,168,oscillatory,-1,-3.9066599476028326e+19,-0.10064248884015113,-14336.0,-3.693207853674929e-17,,0.755460858303
165,1,169,oscillatory,1,3.9066599476028326e+19,0.10064248884015113,-14336.0,-3.693207853674929e-17,,-0.755460858303
166,1,170,mixed,-1,-9.891728233544008e+18,-0.025482846260144222,2.1358436033744396e+19,0.05502311921180134,,0.018086230616
167,1,171,mixed,1,9.891728233544008e+18,0.025482846260144222,2.1358436033744396e+19,0.05502311921180134,,-0.018086230616
168,1,172,mixed,-1,-9.891728233544024e+18,-0.025482846260144267,-2.1358436033744364e+19,-0.05502311921180125,,0.018086230616
169,1,173,mixed,1,9.891728233544024e+18,0.025482846260144267,-2.1358436033744364e+19,-0.05502311921180125,,-0.018086230616
170,1,174,oscillatory,-1,-3.289090494875469e+19,-0.08473280445815876,-17664.0,-4.550559676849466e-17,,0.66921479874
171,1,175,oscillatory,1,3.289090494875469e+19,0.08473280445815876,-17664.0,-4.550559676849466e-17,,-0.66921479874
172,1,176,oscillatory,-1,-2.299539879910389e+19,-0.0592402256160976,-21440.0,-5.5233242454513443e-17,,-0.65155232423
173,1,177,oscillatory,1,2.299539879910389e+19,0.0592402256160976,-21440.0,-5.5233242454513443e-17,,0.65155232423
174,1,178,mixed,-1,-8.927544925433633e+17,-0.002299893905737113,2.75661128323451e+19,0.07101519559689325,,0.0401175635171
175,1,179,mixed,1,8.927544925433633e+17,0.002299893905737113,2.75661128323451e+19,0.07101519559689325,,-0.0401175635171
176,1,180,mixed,-1,-8.927544925433445e+17,-0.0022998939057370642,-2.756611283234512e+19,-0.0710151955968933,,0.0401175635171
177,1,181,mixed,1,8.927544925433445e+17,0.0022998939057370642,-2.756611283234512e+19,-0.0710151955968933,,-0.0401175635171
178,1,182,oscillatory,-1,-3.2980535596519866e+19,-0.08496370890309202,12288.0,3.1656067317213673e-17,,0.724183509391
179,1,183,oscillatory,1,3.2980535596519866e+19,0.08496370890309202,12288.0,3.1656067317213673e-17,,-0.724183509391
180,1,184,real_dominant,1,-0.0,-0.0,7.289963029952843e+18,0.01878023766407765,,0
181,1,185,oscillatory,-1,-1.345391967636258e+19,-0.034659683183212844,0.0,0.0,,0.423214941742
182,1,186,oscillatory,1,1.345391967636258e+19,0.034659683183212844,0.0,0.0,,-0.423214941742
183,1,187,real_dominant,-1,-0.0,-0.0,-7.289963029952852e+18,-0.018780237664077673,,0
184,1,188,oscillatory,-1,-1.1163453294557794e+19,-0.028759035561937853,-30720.0,-7.914016829303419e-17,,0.614318756586
185,1,189,oscillatory,1,1.1163453294557794e+19,0.028759035561937853,-30720.0,-7.914016829303419e-17,,-0.614318756586
186,1,190,oscillatory,-1,-8.470465754968008e+18,-0.02182142204975752,14464.0,3.726182923797026e-17,,-0.682539867869
187,1,191,oscillatory,1,8.470465754968008e+18,0.02182142204975752,14464.0,3.726182923797026e-17,,0.682539867869
