low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_m,high_m,low_omega_hat,high_omega_hat,frequency_rel_error,low_sigma_hat,high_sigma_hat,sigma_hat_abs_error,overlap,minimum_overlap,low_circularity_eigs,high_circularity_eigs,circularity_error,low_class,high_class,converged,physical_interpretation_allowed
23,46,1,1,23,46,,,-0.0,-0.0,0.0,-0.22866437814819016,-0.22863276172130592,3.1616426884234494e-05,0.9949217135108449,0.9949217135108449,0,0,0.0,real_dominant,real_dominant,True,True
18,49,1,1,18,49,,,-0.0,-0.0,0.0,0.22866437814819035,0.22863276172130664,3.161642688370714e-05,0.9949217135108445,0.9949217135108445,0,0,0.0,real_dominant,real_dominant,True,True
24,47,1,1,24,47,,,-0.008566255590044916,-0.02422140165350932,0.646335265291974,-0.20596440490988935,-0.200032309083831,0.005932095826058359,0.9606151449862521,0.9606151449862521,0.0185850700493,0.0204237559599,0.0018386859105942975,mixed,mixed,False,False
25,48,1,1,25,48,,,0.008566255590044916,0.02422140165350932,0.646335265291974,-0.20596440490988935,-0.200032309083831,0.005932095826058359,0.9606151449862521,0.9606151449862521,-0.0185850700493,-0.0204237559599,0.0018386859105942975,mixed,mixed,False,False
21,50,1,1,21,50,,,-0.008566255590044945,-0.024221401653509257,0.6463352652919718,0.20596440490989015,0.20003230908383032,0.00593209582605983,0.9606151449862516,0.9606151449862516,0.0185850700493,0.0204237559599,0.001838685910594981,mixed,mixed,False,False
22,51,1,1,22,51,,,0.008566255590044945,0.024221401653509257,0.6463352652919718,0.20596440490989015,0.20003230908383032,0.00593209582605983,0.9606151449862516,0.9606151449862516,-0.0185850700493,-0.0204237559599,0.001838685910594981,mixed,mixed,False,False
34,84,1,1,34,84,,,-0.159230496313033,-0.0670784639998781,0.5787335620181212,-2.6380056097678064e-17,4.8803103780704415e-17,7.518315987838248e-17,0.8928915957038234,0.8928915957038234,-0.911423482296,-0.914618937749,0.0031954554529065593,oscillatory,oscillatory,False,False
35,85,1,1,35,85,,,0.159230496313033,0.0670784639998781,0.5787335620181212,-2.6380056097678064e-17,4.8803103780704415e-17,7.518315987838248e-17,0.8928915957038234,0.8928915957038234,0.911423482296,0.914618937749,0.0031954554529065593,oscillatory,oscillatory,False,False
28,92,1,1,28,92,,,-0.2012941456092538,-0.051891514501030994,0.7422105131573908,-7.914016829303418e-18,1.3981429731769374e-16,1.4772831414699715e-16,0.8426017159460539,0.8426017159460539,-0.928924186545,-0.563666107053,0.36525807949201505,oscillatory,oscillatory,False,False
29,93,1,1,29,93,,,0.2012941456092538,0.051891514501030994,0.7422105131573908,-7.914016829303418e-18,1.3981429731769374e-16,1.4772831414699715e-16,0.8426017159460539,0.8426017159460539,0.928924186545,0.563666107053,0.36525807949201505,oscillatory,oscillatory,False,False
19,58,1,1,19,58,,,-0.2571040682453092,-0.16282924496638068,0.36667962480071936,-1.0552022439071224e-17,3.693207853674929e-17,4.748410097582051e-17,0.8090374996073818,0.8090374996073818,-0.958269907713,-0.905779348868,0.052490558845180835,oscillatory,oscillatory,False,False
20,59,1,1,20,59,,,0.2571040682453092,0.16282924496638068,0.36667962480071936,-1.0552022439071224e-17,3.693207853674929e-17,4.748410097582051e-17,0.8090374996073818,0.8090374996073818,0.958269907713,0.905779348868,0.052490558845180835,oscillatory,oscillatory,False,False
56,94,1,1,56,94,,,-0.06995906024421251,-0.010383178162800552,0.8515820806260828,2.572055469523611e-17,1.879578996959562e-17,6.92476472564049e-18,0.7944746600887356,0.7944746600887356,-0.785444348739,-0.752927897076,0.03251645166317685,oscillatory,oscillatory,False,False
57,95,1,1,57,95,,,0.06995906024421251,0.010383178162800552,0.8515820806260828,2.572055469523611e-17,1.879578996959562e-17,6.92476472564049e-18,0.7944746600887356,0.7944746600887356,0.785444348739,0.752927897076,0.03251645166317685,oscillatory,oscillatory,False,False
14,52,1,1,14,52,,,-0.30201445047762737,-0.216250451966138,0.28397316213133517,1.5828033658606837e-17,4.22080897562849e-17,2.638005609767806e-17,0.7388818583956258,0.7388818583956258,-0.945860816569,-0.937131885183,0.008728931385249994,oscillatory,oscillatory,False,False
15,53,1,1,15,53,,,0.30201445047762737,0.216250451966138,0.28397316213133517,1.5828033658606837e-17,4.22080897562849e-17,2.638005609767806e-17,0.7388818583956258,0.7388818583956258,0.945860816569,0.937131885183,0.008728931385249994,oscillatory,oscillatory,False,False
26,68,1,1,26,68,,,-0.21278321945487547,-0.06831924603391823,0.6789255928689124,5.803612341489174e-17,-0.07128383456700452,0.07128383456700457,0.6991314241945557,0.6991314241945557,-0.705353161393,-0.0130875169874,0.6922656444055504,oscillatory,mixed,False,False
27,69,1,1,27,69,,,0.21278321945487547,0.06831924603391823,0.6789255928689124,5.803612341489174e-17,-0.07128383456700452,0.07128383456700457,0.6991314241945557,0.6991314241945557,0.705353161393,0.0130875169874,0.6922656444055504,oscillatory,mixed,False,False
50,82,1,1,50,82,,,-0.004244609676234261,-0.014846153432676343,0.7140936407883347,-0.06944895346597825,-0.06332308742516647,0.006125866040811778,0.6962738724366636,0.6962738724366636,0.0145315489133,0.0109740911262,0.0035574577870184573,mixed,mixed,False,False
51,83,1,1,51,83,,,0.004244609676234261,0.014846153432676343,0.7140936407883347,-0.06944895346597825,-0.06332308742516647,0.006125866040811778,0.6962738724366636,0.6962738724366636,-0.0145315489133,-0.0109740911262,0.0035574577870184573,mixed,mixed,False,False
