pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_E705C0C9396E,TORUS_T2_3,torus,CAND_85898986CF566DCE,CAND_F46D2D17511CCA90,0.75,0.75,total_beta,0.5,3,1.0,general
PAIR_5907A9476FC0,TORUS_T2_3,torus,CAND_6A4081F3477A73FE,CAND_C8C49852B891CA0E,0.75,0.75,total_beta,1.0,3,1.0,general
PAIR_DE0E9CA34251,TORUS_T2_3,torus,CAND_21C8CEE74139D2A8,CAND_737244D9D7FC6EB9,0.75,0.75,total_beta,2.0,3,1.0,general
PAIR_94B536850B2B,TORUS_T2_9,torus,CAND_5530931163A88249,CAND_2A48D356D35592B4,0.75,0.75,total_beta,0.5,3,1.0,general
PAIR_145C56601B79,TORUS_T2_9,torus,CAND_D7683CB1ED65050E,CAND_BEF7C9B3CC7E6569,0.75,0.75,total_beta,1.0,3,1.0,general
PAIR_3D84FEB7996F,TORUS_T2_9,torus,CAND_11CD7803EC9E3E5C,CAND_C4AD84A4B2C61539,0.75,0.75,total_beta,2.0,3,1.0,general
PAIR_5C5DAD58291F,TWIST_5_2,twist,CAND_4BBDDB82986FA75D,CAND_1ABF44CAA6964A46,0.75,0.75,total_beta,0.5,3,1.0,general
PAIR_E07158B123C7,TWIST_5_2,twist,CAND_7B34EF3E47108CA1,CAND_032483853FACF38F,0.75,0.75,total_beta,1.0,3,1.0,general
PAIR_F7F97212F3DB,TWIST_5_2,twist,CAND_3D5B11D1002FB300,CAND_071534A000FEA096,0.75,0.75,total_beta,2.0,3,1.0,general
PAIR_928C60B403EF,TRIPLE_GEAR_T3_3,triple_gear,CAND_B347A428744ACDFA,CAND_DBE6613141A571B6,0.75,0.75,total_beta,0.5,3,1.0,general
PAIR_2306F5298DFC,TRIPLE_GEAR_T3_3,triple_gear,CAND_15AFC3A0118C7618,CAND_855DF0A35DFDE57D,0.75,0.75,total_beta,1.0,3,1.0,general
PAIR_47CBE9EBF740,TRIPLE_GEAR_T3_3,triple_gear,CAND_94E3CD041614C67E,CAND_89F588EC0F0ABF71,0.75,0.75,total_beta,2.0,3,1.0,general
