n,D,offset_over_D,eps_over_D,channel_phase_rad,gamma_plus,gamma_minus,backend,period_hat,dt_hat,step,shift,recurrence_rms_over_D,plus_rms_over_D,minus_rms_over_D,endpoint_vectorfield_error,pair_min_distance_over_D,segment_max_over_min,accepted
24,1.0,0.65,0.1,0.0,1.0,-1.0,python,0.18,0.006,30,0,0.4700592040442759,0.3959022686845723,0.5340156404674729,1.1903911728370107,0.33007934482050105,1.669067412557979,False
24,1.0,0.65,0.05,0.0,1.0,-1.0,python,0.18,0.006,30,0,0.4862914066249308,0.40703575505382905,0.5543289262002001,1.2208256149674315,0.2829941858766398,1.631261229192066,False
24,1.0,0.35,0.1,1.5707963267948966,1.0,-1.0,python,0.18,0.006,30,0,0.4962807048330122,0.6180674158816115,0.33253833674409594,0.8866824027529777,0.522727160968615,3.165955495645209,False
24,1.0,0.35,0.05,1.5707963267948966,1.0,-1.0,python,0.18,0.006,30,0,0.5155188159906761,0.6434794719679032,0.3427148500382869,0.9397697641849011,0.5156301648516094,3.078093770304746,False
24,1.0,0.5,0.1,0.0,1.0,-1.0,python,0.18,0.006,30,0,0.5256419315095238,0.4983424990963262,0.5515919088570406,1.06880605662647,0.4364713057072071,1.682674765012394,False
24,1.0,0.35,0.1,0.0,1.0,-1.0,python,0.18,0.006,30,0,0.5434424055514022,0.4681674994785335,0.6094903516340573,1.1497003048355738,0.5441756889818293,1.581970957755244,False
24,1.0,0.5,0.05,0.0,1.0,-1.0,python,0.18,0.006,30,0,0.5439352571052453,0.5097714452779392,0.5760765586478412,1.1562088487538187,0.34811924630201235,1.7764858381391246,False
24,1.0,0.35,0.05,0.0,1.0,-1.0,python,0.18,0.006,30,0,0.5589109852170856,0.4887895118946277,0.6211664767632572,1.2089225975339584,0.5281367706475526,1.5950153867189059,False
24,1.0,0.65,0.1,1.5707963267948966,1.0,-1.0,python,0.18,0.006,30,0,0.6173249685955806,0.801224371237215,0.3467271847412586,2.0233913597057382,0.5310503476168116,3.6560404702115314,False
24,1.0,0.65,0.05,1.5707963267948966,1.0,-1.0,python,0.18,0.006,30,0,0.6202126510654459,0.8213464389103688,0.30776207104273395,1.1467620238350071,0.3851998301543205,4.416164256015869,False
24,1.0,0.5,0.1,1.5707963267948966,1.0,-1.0,python,0.18,0.006,30,0,0.6262017016389004,0.8335640796281658,0.2990452598262643,1.3919936800797432,0.5630504620448546,9.102675818352543,False
24,1.0,0.5,0.05,1.5707963267948966,1.0,-1.0,python,0.18,0.006,30,0,0.6519303378671946,0.8708127246458439,0.3028391148087553,1.372924467756482,0.5127799592937388,10.10852779603912,False
