carrier_id,carrier_self_gap_core,combined_initial_gap_core,helix_turns,hole_clearance,max_abs_gauss_link,n_threads,status
TORUS_T2_3,11.3066601339996,11.3066601339996,0.0,0.6618174420968784,2.0022655038411106,1,PASS
TORUS_T2_3,11.3066601339996,11.3066601339996,1.0,0.6618174420968784,2.0022651645560865,1,PASS
TORUS_T2_3,11.3066601339996,11.3066601339996,3.0,0.6618174420968784,2.0022634694954364,1,PASS
TORUS_T2_3,11.3066601339996,6.934495007640526,0.0,0.6618174420968784,2.002226601079086,3,PASS
TORUS_T2_3,11.3066601339996,4.85802601059427,1.0,0.6618174420968784,2.00226083784031,3,PASS
TORUS_T2_3,11.3066601339996,4.860767656396392,3.0,0.6618174420968784,2.0024774850045914,3,PASS
TORUS_T2_7,14.047428040507166,14.047428040507166,0.0,0.6747152195687994,1.9979454645628159,1,PASS
TORUS_T2_7,14.047428040507166,14.047428040507166,1.0,0.6747152195687994,1.99794497260174,1,PASS
TORUS_T2_7,14.047428040507166,14.047428040507166,3.0,0.6747152195687994,1.9979415143860435,1,PASS
TORUS_T2_7,14.047428040507166,7.049384409340388,0.0,0.6747152195687994,1.997931371611719,3,PASS
TORUS_T2_7,14.047428040507166,4.972909179360731,1.0,0.6747152195687994,1.9979516551746863,3,PASS
TORUS_T2_7,14.047428040507166,4.975656258386363,3.0,0.6747152195687994,1.9981718834020767,3,PASS
TORUS_T2_9,11.690382004904826,11.690382004904826,0.0,0.6720434371057341,1.9948297003732576,1,PASS
TORUS_T2_9,11.690382004904826,11.690382004904826,1.0,0.6720434371057341,1.9948292830797822,1,PASS
TORUS_T2_9,11.690382004904826,11.690382004904826,3.0,0.6720434371057341,1.9948258708945,1,PASS
TORUS_T2_9,11.690382004904826,7.025584999765984,0.0,0.6720434371057341,1.9948158261366666,3,PASS
TORUS_T2_9,11.690382004904826,4.949111055525558,1.0,0.6720434371057341,1.994836584477813,3,PASS
TORUS_T2_9,11.690382004904826,4.951857011694583,3.0,0.6720434371057341,1.9950545631821683,3,PASS
TWIST_4_1,13.012799534739814,5.589101076914026,0.0,0.2780694140475547,0.9986030116745286,1,PASS
TWIST_4_1,13.012799534739814,5.3812041389385135,1.0,0.2780694140475547,1.0015416419638588,1,PASS
TWIST_4_1,13.012799534739814,5.777740341745439,3.0,0.2780694140475547,1.004085084462701,1,PASS
TWIST_4_1,13.012799534739814,2.5790271596949133,0.0,0.2780694140475547,1.0171588581355506,3,PASS
TWIST_4_1,13.012799534739814,2.7734068119357778,1.0,0.2780694140475547,1.0115118661848508,3,PASS
TWIST_4_1,13.012799534739814,2.776039902426975,3.0,0.2780694140475547,1.025881189944736,3,PASS
TWIST_5_2,13.496442164066075,6.836103299224418,0.0,0.30808863531889563,1.0102991160320092,1,PASS
TWIST_5_2,13.496442164066075,7.083578801652278,1.0,0.30808863531889563,1.0097632353310788,1,PASS
TWIST_5_2,13.496442164066075,6.8645060175533725,3.0,0.30808863531889563,1.0104062141211807,1,PASS
TWIST_5_2,13.496442164066075,4.761720822784903,0.0,0.30808863531889563,1.0159450622693362,3,PASS
TWIST_5_2,13.496442164066075,2.7734068119357786,1.0,0.30808863531889563,1.0127960591785734,3,PASS
TWIST_5_2,13.496442164066075,2.776039902426977,3.0,0.30808863531889563,1.0140146037574735,3,PASS
TWIST_7_2,12.190851428486539,5.533557972229974,0.0,0.23025806603043095,3.0490066073169353,1,PASS
TWIST_7_2,12.190851428486539,4.944208396236149,1.0,0.23025806603043095,3.047732105755574,1,PASS
TWIST_7_2,12.190851428486539,5.68213702396465,3.0,0.23025806603043095,3.0484017764562847,1,PASS
TWIST_7_2,12.190851428486539,3.1621417134695666,0.0,0.23025806603043095,3.0985861471679517,3,PASS
TWIST_7_2,12.190851428486539,2.7734068119357786,1.0,0.23025806603043095,3.0530683609946982,3,PASS
TWIST_7_2,12.190851428486539,2.776039902426977,3.0,0.23025806603043095,3.0858199843948433,3,PASS
TRIPLE_GEAR_T3_3,5.411047609387979,5.411047609387979,0.0,0.6675345113012162,1.000433959213327,1,PASS
TRIPLE_GEAR_T3_3,5.411047609387979,5.411047609387979,1.0,0.6675345113012162,1.0004467362165035,1,PASS
TRIPLE_GEAR_T3_3,5.411047609387979,5.411047609387979,3.0,0.6675345113012162,1.0004875751685707,1,PASS
TRIPLE_GEAR_T3_3,5.411047609387979,5.411047609387979,0.0,0.6675345113012162,1.0004377110348595,3,PASS
TRIPLE_GEAR_T3_3,5.411047609387979,4.908949119001713,1.0,0.6675345113012162,1.0004614861894559,3,PASS
TRIPLE_GEAR_T3_3,5.411047609387979,4.911693177132307,3.0,0.6675345113012162,1.000603919243911,3,PASS
