candidate_id,carrier_id,family,source,source_qualified,condition,gamma_core,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,n_threads,helix_turns,thread_gamma_each,hole_clearance,combined_initial_gap_core,carrier_self_gap_core,bundle_radius,thread_density_proxy,link_matrix_json
CAND_3B4101DD15C12964,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,1,0.0,0.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002436563927353], [1.0002303125729581], [1.0002303515329063]]"
CAND_5283A8514FB6B4DD,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-1.0,-1.0,total_beta,1,0.0,-1.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002436563927353], [1.0002303125729581], [1.0002303515329063]]"
CAND_46735136E4242219,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-0.5,-0.5,total_beta,1,0.0,-0.5,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002436563927353], [1.0002303125729581], [1.0002303515329063]]"
CAND_E4C4E595BAAB0C0C,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.5,0.5,total_beta,1,0.0,0.5,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002436563927353], [1.0002303125729581], [1.0002303515329063]]"
CAND_3841C78A359F3BB9,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,1.0,1.0,total_beta,1,0.0,1.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002436563927353], [1.0002303125729581], [1.0002303515329063]]"
CAND_74014ED4C91E1524,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,1,1.0,0.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002509689638663], [1.0002264555499607], [1.0002264969754957]]"
CAND_183EC35F328ECDCA,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-1.0,-1.0,total_beta,1,1.0,-1.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002509689638663], [1.0002264555499607], [1.0002264969754957]]"
CAND_24E0DAFA2C69EC10,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-0.5,-0.5,total_beta,1,1.0,-0.5,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002509689638663], [1.0002264555499607], [1.0002264969754957]]"
CAND_7A68BAB9BC30C673,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.5,0.5,total_beta,1,1.0,0.5,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002509689638663], [1.0002264555499607], [1.0002264969754957]]"
CAND_8AD55AA003CA6E0D,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,1.0,1.0,total_beta,1,1.0,1.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002509689638663], [1.0002264555499607], [1.0002264969754957]]"
CAND_E491AFCA48321742,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,1,3.0,0.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002760186647075], [1.0002124596510444], [1.0002124260449308]]"
CAND_018F528D0A8DA167,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-1.0,-1.0,total_beta,1,3.0,-1.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002760186647075], [1.0002124596510444], [1.0002124260449308]]"
CAND_7B7B30CCD5F7633A,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-0.5,-0.5,total_beta,1,3.0,-0.5,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002760186647075], [1.0002124596510444], [1.0002124260449308]]"
CAND_9453FAABC40B5CC1,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.5,0.5,total_beta,1,3.0,0.5,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002760186647075], [1.0002124596510444], [1.0002124260449308]]"
CAND_618328F5F5E7D2A4,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,1.0,1.0,total_beta,1,3.0,1.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002760186647075], [1.0002124596510444], [1.0002124260449308]]"
CAND_75AE734F9C297BAF,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,3,0.0,0.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.0002458732761914, 1.0002240708981405, 1.000224102688886], [1.000224070957846, 1.000224102682394, 1.0002458732607564], [1.0002241027494705, 1.000245873260709, 1.0002240708923875]]"
CAND_AE6541F4AFBF8A08,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-1.0,-1.0,total_beta,3,0.0,-0.3333333333333333,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.0002458732761914, 1.0002240708981405, 1.000224102688886], [1.000224070957846, 1.000224102682394, 1.0002458732607564], [1.0002241027494705, 1.000245873260709, 1.0002240708923875]]"
CAND_A33A2F97AD9562ED,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-0.5,-0.5,total_beta,3,0.0,-0.16666666666666666,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.0002458732761914, 1.0002240708981405, 1.000224102688886], [1.000224070957846, 1.000224102682394, 1.0002458732607564], [1.0002241027494705, 1.000245873260709, 1.0002240708923875]]"
CAND_36C2B1641A4238BE,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.5,0.5,total_beta,3,0.0,0.16666666666666666,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.0002458732761914, 1.0002240708981405, 1.000224102688886], [1.000224070957846, 1.000224102682394, 1.0002458732607564], [1.0002241027494705, 1.000245873260709, 1.0002240708923875]]"
CAND_533B4D4750E28054,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,1.0,1.0,total_beta,3,0.0,0.3333333333333333,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.0002458732761914, 1.0002240708981405, 1.000224102688886], [1.000224070957846, 1.000224102682394, 1.0002458732607564], [1.0002241027494705, 1.000245873260709, 1.0002240708923875]]"
CAND_77C4D04C4ADEAC6C,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.0002592791451974, 1.0002253501074374, 1.000225396498369], [1.0002253501273595, 1.0002253965120853, 1.0002592791442269], [1.000225396518591, 1.0002592791442686, 1.0002253501213525]]"
CAND_294032415601F581,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-1.0,-1.0,total_beta,3,1.0,-0.3333333333333333,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.0002592791451974, 1.0002253501074374, 1.000225396498369], [1.0002253501273595, 1.0002253965120853, 1.0002592791442269], [1.000225396518591, 1.0002592791442686, 1.0002253501213525]]"
CAND_40CCA9A4E1D962DF,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-0.5,-0.5,total_beta,3,1.0,-0.16666666666666666,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.0002592791451974, 1.0002253501074374, 1.000225396498369], [1.0002253501273595, 1.0002253965120853, 1.0002592791442269], [1.000225396518591, 1.0002592791442686, 1.0002253501213525]]"
CAND_7FFB8E4B5500E2FD,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.5,0.5,total_beta,3,1.0,0.16666666666666666,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.0002592791451974, 1.0002253501074374, 1.000225396498369], [1.0002253501273595, 1.0002253965120853, 1.0002592791442269], [1.000225396518591, 1.0002592791442686, 1.0002253501213525]]"
CAND_9B1F3CFCBEF2A3DA,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,1.0,1.0,total_beta,3,1.0,0.3333333333333333,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.0002592791451974, 1.0002253501074374, 1.000225396498369], [1.0002253501273595, 1.0002253965120853, 1.0002592791442269], [1.000225396518591, 1.0002592791442686, 1.0002253501213525]]"
CAND_C360440B30471306,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,3,3.0,0.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.000340963577503, 1.0002810084275382, 1.0002810127594135], [1.0002810083398697, 1.0002810128656965, 1.0003409637278993], [1.0002810126719686, 1.0003409637274971, 1.0002810085339253]]"
CAND_352CDB374D9682F8,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-1.0,-1.0,total_beta,3,3.0,-0.3333333333333333,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.000340963577503, 1.0002810084275382, 1.0002810127594135], [1.0002810083398697, 1.0002810128656965, 1.0003409637278993], [1.0002810126719686, 1.0003409637274971, 1.0002810085339253]]"
CAND_C177DEDF8B0EA57A,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-0.5,-0.5,total_beta,3,3.0,-0.16666666666666666,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.000340963577503, 1.0002810084275382, 1.0002810127594135], [1.0002810083398697, 1.0002810128656965, 1.0003409637278993], [1.0002810126719686, 1.0003409637274971, 1.0002810085339253]]"
CAND_3C32F9322216CA46,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.5,0.5,total_beta,3,3.0,0.16666666666666666,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.000340963577503, 1.0002810084275382, 1.0002810127594135], [1.0002810083398697, 1.0002810128656965, 1.0003409637278993], [1.0002810126719686, 1.0003409637274971, 1.0002810085339253]]"
CAND_8CF81D0AE6B11819,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,1.0,1.0,total_beta,3,3.0,0.3333333333333333,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,2.153686858743385,"[[1.000340963577503, 1.0002810084275382, 1.0002810127594135], [1.0002810083398697, 1.0002810128656965, 1.0003409637278993], [1.0002810126719686, 1.0003409637274971, 1.0002810085339253]]"
CAND_0661E96CA381A64B,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,5,0.0,0.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,3.589478097905641,"[[1.0002458732761914, 1.0002385235107123, 1.0002161448050926, 1.0002162013139655, 1.000238561112863], [1.000224070957846, 1.000211053736668, 1.000232127021905, 1.000245165780299, 1.0002428250908155], [1.0002241027494705, 1.0002428521701845, 1.0002451520372022, 1.0002320880224864, 1.0002109996288129]]"
CAND_0ECE40036EF94C65,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-1.0,-1.0,total_beta,5,0.0,-0.2,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,3.589478097905641,"[[1.0002458732761914, 1.0002385235107123, 1.0002161448050926, 1.0002162013139655, 1.000238561112863], [1.000224070957846, 1.000211053736668, 1.000232127021905, 1.000245165780299, 1.0002428250908155], [1.0002241027494705, 1.0002428521701845, 1.0002451520372022, 1.0002320880224864, 1.0002109996288129]]"
CAND_3F1BB38B9BC9B167,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-0.5,-0.5,total_beta,5,0.0,-0.1,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,3.589478097905641,"[[1.0002458732761914, 1.0002385235107123, 1.0002161448050926, 1.0002162013139655, 1.000238561112863], [1.000224070957846, 1.000211053736668, 1.000232127021905, 1.000245165780299, 1.0002428250908155], [1.0002241027494705, 1.0002428521701845, 1.0002451520372022, 1.0002320880224864, 1.0002109996288129]]"
CAND_BD1529C09903E5A3,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.5,0.5,total_beta,5,0.0,0.1,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,3.589478097905641,"[[1.0002458732761914, 1.0002385235107123, 1.0002161448050926, 1.0002162013139655, 1.000238561112863], [1.000224070957846, 1.000211053736668, 1.000232127021905, 1.000245165780299, 1.0002428250908155], [1.0002241027494705, 1.0002428521701845, 1.0002451520372022, 1.0002320880224864, 1.0002109996288129]]"
CAND_5E146753DFB61C58,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,1.0,1.0,total_beta,5,0.0,0.2,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,3.589478097905641,"[[1.0002458732761914, 1.0002385235107123, 1.0002161448050926, 1.0002162013139655, 1.000238561112863], [1.000224070957846, 1.000211053736668, 1.000232127021905, 1.000245165780299, 1.0002428250908155], [1.0002241027494705, 1.0002428521701845, 1.0002451520372022, 1.0002320880224864, 1.0002109996288129]]"
CAND_6F6F0E1613D41344,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,5,1.0,0.0,0.6658776098258083,3.3211321041680675,4.062061848346823,0.1198579697686455,3.589478097905641,"[[1.0002592791451974, 1.0002458527204976, 1.0002158827163405, 1.0002159187474822, 1.0002458932276082], [1.0002253501273595, 1.0002102620005764, 1.0002361287233468, 1.0002577968854591, 1.0002532789741683], [1.000225396518591, 1.0002533071248938, 1.0002577828289543, 1.0002360811364106, 1.0002102475484123]]"
CAND_679059491CAEFEE9,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-1.0,-1.0,total_beta,5,1.0,-0.2,0.6658776098258083,3.3211321041680675,4.062061848346823,0.1198579697686455,3.589478097905641,"[[1.0002592791451974, 1.0002458527204976, 1.0002158827163405, 1.0002159187474822, 1.0002458932276082], [1.0002253501273595, 1.0002102620005764, 1.0002361287233468, 1.0002577968854591, 1.0002532789741683], [1.000225396518591, 1.0002533071248938, 1.0002577828289543, 1.0002360811364106, 1.0002102475484123]]"
