pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_C5160318FA58,TRIPLE_GEAR_T3_3,triple_gear,CAND_3B4101DD15C12964,CAND_5283A8514FB6B4DD,-1.0,-1.0,total_beta,1.0,1,0.0,general
PAIR_15E1B3FD2D6C,TRIPLE_GEAR_T3_3,triple_gear,CAND_3B4101DD15C12964,CAND_46735136E4242219,-0.5,-0.5,total_beta,1.0,1,0.0,general
PAIR_FF2954AD715E,TRIPLE_GEAR_T3_3,triple_gear,CAND_3B4101DD15C12964,CAND_E4C4E595BAAB0C0C,0.5,0.5,total_beta,1.0,1,0.0,general
PAIR_4F93BB526D85,TRIPLE_GEAR_T3_3,triple_gear,CAND_3B4101DD15C12964,CAND_3841C78A359F3BB9,1.0,1.0,total_beta,1.0,1,0.0,general
PAIR_7DB1E2222CE6,TRIPLE_GEAR_T3_3,triple_gear,CAND_74014ED4C91E1524,CAND_183EC35F328ECDCA,-1.0,-1.0,total_beta,1.0,1,1.0,general
PAIR_835BF6906694,TRIPLE_GEAR_T3_3,triple_gear,CAND_74014ED4C91E1524,CAND_24E0DAFA2C69EC10,-0.5,-0.5,total_beta,1.0,1,1.0,general
PAIR_C9131B6288D8,TRIPLE_GEAR_T3_3,triple_gear,CAND_74014ED4C91E1524,CAND_7A68BAB9BC30C673,0.5,0.5,total_beta,1.0,1,1.0,general
PAIR_AFC9BDD93BC6,TRIPLE_GEAR_T3_3,triple_gear,CAND_74014ED4C91E1524,CAND_8AD55AA003CA6E0D,1.0,1.0,total_beta,1.0,1,1.0,general
PAIR_50BA4D9D8112,TRIPLE_GEAR_T3_3,triple_gear,CAND_E491AFCA48321742,CAND_018F528D0A8DA167,-1.0,-1.0,total_beta,1.0,1,3.0,general
PAIR_9C156D79EE9E,TRIPLE_GEAR_T3_3,triple_gear,CAND_E491AFCA48321742,CAND_7B7B30CCD5F7633A,-0.5,-0.5,total_beta,1.0,1,3.0,general
PAIR_86B864FBBA34,TRIPLE_GEAR_T3_3,triple_gear,CAND_E491AFCA48321742,CAND_9453FAABC40B5CC1,0.5,0.5,total_beta,1.0,1,3.0,general
PAIR_8B3E986587D1,TRIPLE_GEAR_T3_3,triple_gear,CAND_E491AFCA48321742,CAND_618328F5F5E7D2A4,1.0,1.0,total_beta,1.0,1,3.0,general
PAIR_97329C3D6718,TRIPLE_GEAR_T3_3,triple_gear,CAND_75AE734F9C297BAF,CAND_AE6541F4AFBF8A08,-1.0,-1.0,total_beta,1.0,3,0.0,general
PAIR_47442281EAFD,TRIPLE_GEAR_T3_3,triple_gear,CAND_75AE734F9C297BAF,CAND_A33A2F97AD9562ED,-0.5,-0.5,total_beta,1.0,3,0.0,general
PAIR_94C5C16959A8,TRIPLE_GEAR_T3_3,triple_gear,CAND_75AE734F9C297BAF,CAND_36C2B1641A4238BE,0.5,0.5,total_beta,1.0,3,0.0,general
PAIR_941CFE14E887,TRIPLE_GEAR_T3_3,triple_gear,CAND_75AE734F9C297BAF,CAND_533B4D4750E28054,1.0,1.0,total_beta,1.0,3,0.0,general
PAIR_319EF59771D9,TRIPLE_GEAR_T3_3,triple_gear,CAND_77C4D04C4ADEAC6C,CAND_294032415601F581,-1.0,-1.0,total_beta,1.0,3,1.0,general
PAIR_7D2BDB47ABB8,TRIPLE_GEAR_T3_3,triple_gear,CAND_77C4D04C4ADEAC6C,CAND_40CCA9A4E1D962DF,-0.5,-0.5,total_beta,1.0,3,1.0,general
PAIR_8B5FB8871E3C,TRIPLE_GEAR_T3_3,triple_gear,CAND_77C4D04C4ADEAC6C,CAND_7FFB8E4B5500E2FD,0.5,0.5,total_beta,1.0,3,1.0,general
PAIR_2786D60C32A1,TRIPLE_GEAR_T3_3,triple_gear,CAND_77C4D04C4ADEAC6C,CAND_9B1F3CFCBEF2A3DA,1.0,1.0,total_beta,1.0,3,1.0,general
PAIR_694247F74CA3,TRIPLE_GEAR_T3_3,triple_gear,CAND_C360440B30471306,CAND_352CDB374D9682F8,-1.0,-1.0,total_beta,1.0,3,3.0,general
PAIR_347A335D7F29,TRIPLE_GEAR_T3_3,triple_gear,CAND_C360440B30471306,CAND_C177DEDF8B0EA57A,-0.5,-0.5,total_beta,1.0,3,3.0,general
PAIR_C16D13D133CF,TRIPLE_GEAR_T3_3,triple_gear,CAND_C360440B30471306,CAND_3C32F9322216CA46,0.5,0.5,total_beta,1.0,3,3.0,general
PAIR_08E30F72728B,TRIPLE_GEAR_T3_3,triple_gear,CAND_C360440B30471306,CAND_8CF81D0AE6B11819,1.0,1.0,total_beta,1.0,3,3.0,general
PAIR_6557306C9DF0,TRIPLE_GEAR_T3_3,triple_gear,CAND_0661E96CA381A64B,CAND_0ECE40036EF94C65,-1.0,-1.0,total_beta,1.0,5,0.0,general
PAIR_F4574871E939,TRIPLE_GEAR_T3_3,triple_gear,CAND_0661E96CA381A64B,CAND_3F1BB38B9BC9B167,-0.5,-0.5,total_beta,1.0,5,0.0,general
PAIR_8BD0BB09D765,TRIPLE_GEAR_T3_3,triple_gear,CAND_0661E96CA381A64B,CAND_BD1529C09903E5A3,0.5,0.5,total_beta,1.0,5,0.0,general
PAIR_DCFFF238F3C3,TRIPLE_GEAR_T3_3,triple_gear,CAND_0661E96CA381A64B,CAND_5E146753DFB61C58,1.0,1.0,total_beta,1.0,5,0.0,general
