file,file_sha256,status,component_count,raw_vertices_json,analysis_samples_per_component,sampled_total_length,sampled_reach_proxy,length_over_diameter_proxy,edge_cv_max,writhe_sum_midpoint_proxy,sidecar_present
outputs/demo_exports/0_1.txt,863da33af0d82700854c2a1f2d587ac24af6dcfef16cf96462ef5830a9764af5,OK,1,[128],128,6.282554501865542,0.9999999999998563,3.1412772509332223,4.473478787632462e-15,0.0,False
outputs/demo_exports/3_1.txt,066876ad4adec291aee8d572d2fea893a1988a17ffd73a8876cb4b1f725e5893,OK,1,[128],128,31.86836967220251,0.8326551671977199,19.136595152261354,5.6145693448625465e-06,-3.4872330298013114,False
