samples,estimate,analytic,absolute_error
1000,0.5109025646708785,0.5,0.010902564670878467
5000,0.4986785344202096,0.5,0.001321465579790404
20000,0.49715539677372245,0.5,0.0028446032262775534
100000,0.49872022636468666,0.5,0.0012797736353133415
500000,0.5003301715028677,0.5,0.00033017150286773767
