lambda_,epsilon,R,v0,Xi_filament,Xi_cavitation,Xi_renormalization,Xi_total,Xi_mass,chi_K,chi_cavitation,chi_renormalization,chi_E_hollow_total,chi_E,E_loop,target_residual,mass_mode,kernel,quadrature_n,target_chi_E,target_xi_E,status
1.0,1.0,1.0,0.15915494309189535,0.19658757418600228,0.25,0.0,0.44658757418600226,0.44658757418600226,7.760966349542596,9.869604401089358,0.0,17.630570750631954,17.630570750631954,0.44658757418600226,1.805992484494463,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
1.21875,1.0,1.21875,0.15915494309189535,0.3138541789137785,0.3046875,0.0,0.6185416789137785,0.6185416789137785,12.390466342030859,12.028580363827656,0.0,24.419046705858516,24.419046705858516,0.6185416789137785,2.8864119888292468,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
1.4375,1.0,1.4375,0.15915494309189535,0.4522110803883116,0.359375,0.0,0.8115860803883116,0.8115860803883116,17.852577876887413,14.187556326565952,0.0,32.04013420345337,32.04013420345337,0.8115860803883116,4.099345735807311,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
1.65625,1.0,1.65625,0.15915494309189535,0.6086330104881079,0.4140625,0.0,1.022695510488108,1.022695510488108,24.027868155846782,16.34653228930425,0.0,40.37440044515103,40.37440044515103,1.022695510488108,5.425785405217407,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
1.875,1.0,1.875,0.15915494309189535,0.7807394968387755,0.46875,0.0,1.2494894968387755,1.2494894968387755,30.82235989641708,18.505508252042546,0.0,49.32786814845963,49.32786814845963,1.2494894968387755,6.850774048012609,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
2.09375,1.0,2.09375,0.15915494309189535,0.9666497910272994,0.5234375,0.0,1.4900872910272995,1.4900872910272995,38.161804127340574,20.664484214780842,0.0,58.826288342121416,58.826288342121416,1.4900872910272995,8.362494573397761,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
2.3125,1.0,2.3125,0.15915494309189535,1.1648580788307648,0.578125,0.0,1.7429830788307648,1.7429830788307648,45.98675368589044,22.82346017751914,0.0,68.81021386340959,68.81021386340959,1.7429830788307648,9.951485671572101,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
2.53125,1.0,2.53125,0.15915494309189535,1.3741398833947107,0.6328125,0.0,2.0069523833947107,2.0069523833947107,54.24886816345941,24.982436140257438,0.0,79.23130430371685,79.23130430371685,2.0069523833947107,11.610053727554698,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
2.75,1.0,2.75,0.15915494309189535,1.5934842216077212,0.6875,0.0,2.280984221607721,2.280984221607721,62.90823554658406,27.141412102995734,0.0,90.0496476495798,90.0496476495798,2.280984221607721,13.3318465471141,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
2.96875,1.0,2.96875,0.15915494309189535,1.8220445460927703,0.7421875,0.0,2.56423204609277,2.56423204609277,71.93143548439227,29.300388065734033,0.0,101.2318235501263,101.2318235501263,2.56423204609277,15.111545116209141,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
3.1875,1.0,3.1875,0.15915494309189535,2.059102939906552,0.796875,0.0,2.855977939906552,2.855977939906552,81.29012575199096,31.45936402847233,0.0,112.74948978046329,112.74948978046329,2.855977939906552,16.944638629649873,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
3.40625,1.0,3.40625,0.15915494309189535,2.304043624745815,0.8515625,0.0,3.155606124745815,3.155606124745815,90.9599963963727,33.618339991210625,0.0,124.57833638758332,124.57833638758332,3.155606124745815,18.827258038248818,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
3.625,1.0,3.625,0.15915494309189535,2.556333065090531,0.90625,0.0,3.462583065090531,3.462583065090531,100.91998427947102,35.77731595394892,0.0,136.69730023341995,136.69730023341995,3.462583065090531,20.75605103946568,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
3.84375,1.0,3.84375,0.15915494309189535,2.815504802023136,0.9609375,0.0,3.776442302023136,3.776442302023136,111.15167434134307,37.93629191668722,0.0,149.0879662580303,149.0879662580303,3.776442302023136,22.728086785483224,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
4.0625,1.0,4.0625,0.15915494309189535,3.0811477267021865,1.015625,0.0,4.096772726702186,4.096772726702186,121.63883665546548,40.09526787942551,0.0,161.73410453489097,161.73410453489097,4.096772726702186,24.740782203269223,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
