lambda_,epsilon,R,v0,Xi_filament,Xi_cavitation,Xi_renormalization,Xi_total,Xi_mass,chi_K,chi_cavitation,chi_renormalization,chi_E_hollow_total,chi_E,E_loop,target_residual,mass_mode,kernel,quadrature_n,target_chi_E,target_xi_E,status
4.28125,1.0,4.28125,0.15915494309189535,3.3528968916432773,1.0703125,0.0,4.423209391643278,4.423209391643278,132.36706367264526,42.25424384216382,0.0,174.6213075148091,174.6213075148091,4.423209391643278,26.791844260151798,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
4.5,1.0,4.5,0.15915494309189535,3.630426220922056,1.125,0.0,4.755426220922056,4.755426220922056,143.32348243137014,44.41321980490211,0.0,187.7367022362722,187.7367022362722,4.755426220922056,28.879224160674003,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
4.71875,1.0,4.71875,0.15915494309189535,3.9134426604074477,1.1796875,0.0,5.093130160407448,5.093130160407448,154.49652361827276,46.57219576764041,0.0,201.06871938591317,201.06871938591317,5.093130160407448,31.001080591425282,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
4.9375,1.0,4.9375,0.15915494309189535,4.201681433876616,1.234375,0.0,5.436056433876616,5.436056433876616,165.8757342870564,48.731171730378705,0.0,214.60690601743508,214.60690601743508,5.436056433876616,33.15574991433261,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
5.15625,1.0,5.15625,0.15915494309189535,4.494902158462192,1.2890625,0.0,5.783964658462192,5.783964658462192,177.45162450249805,50.890147693117,0.0,228.34177219561505,228.34177219561505,5.783964658462192,35.341721759295645,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
5.375,1.0,5.375,0.15915494309189535,4.792885635215592,1.34375,0.0,6.136635635215592,6.136635635215592,189.2155406369671,53.0491236558553,0.0,242.26466429282237,242.26466429282237,6.136635635215592,37.557618858701275,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
5.59375,1.0,5.59375,0.15915494309189535,5.095431175501189,1.3984375,0.0,6.493868675501189,6.493868675501189,201.15955982069784,55.20809961859359,0.0,256.3676594392914,256.3676594392914,6.493868675501189,39.80218024866283,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
5.8125,1.0,5.8125,0.15915494309189535,5.402354356726671,1.453125,0.0,6.855479356726671,6.855479356726671,213.27640134157528,57.367075581331896,0.0,270.64347692290715,270.64347692290715,6.855479356726671,42.07424716785798,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
6.03125,1.0,6.03125,0.15915494309189535,5.713485125129961,1.5078125,0.0,7.221297625129961,7.221297625129961,225.55935174616496,59.52605154407019,0.0,285.08540329023515,285.08540329023515,7.221297625129961,44.37275113698741,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
6.25,1.0,6.25,0.15915494309189535,6.028666181425922,1.5625,0.0,7.591166181425922,7.591166181425922,238.0022011075994,61.68502750680849,0.0,299.6872286144079,299.6872286144079,7.591166181425922,46.69670381549392,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
6.46875,1.0,6.46875,0.15915494309189535,6.347751598763203,1.6171875,0.0,7.964939098763203,7.964939098763203,250.59918846470129,63.844003469546784,0.0,314.44319193424803,314.44319193424803,7.964939098763203,49.045188317929174,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
6.6875,1.0,6.6875,0.15915494309189535,6.6706056328438095,1.671875,0.0,8.34248063284381,8.34248063284381,263.3449548473869,66.00297943228509,0.0,329.34793427967196,329.34793427967196,8.34248063284381,51.41735173771448,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
6.90625,1.0,6.90625,0.15915494309189535,6.997101692061794,1.7265625,0.0,8.723664192061793,8.723664192061793,276.23450261937154,68.16195539502338,0.0,344.39645801439485,344.39645801439485,8.723664192061793,53.81239867633134,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
7.125,1.0,7.125,0.15915494309189535,7.3271214417300365,1.78125,0.0,9.108371441730036,9.108371441730036,289.2631601144599,70.32093135776168,0.0,359.58409147222153,359.58409147222153,9.108371441730036,56.22958561501231,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
7.34375,1.0,7.34375,0.15915494309189535,7.660554021327124,1.8359375,0.0,9.496491521327124,9.496491521327124,302.4265507346919,72.47990732049998,0.0,374.9064580551918,374.9064580551918,9.496491521327124,58.668215996558104,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
7.5625,1.0,7.5625,0.15915494309189535,7.997295357532283,1.890625,0.0,9.887920357532284,9.887920357532284,315.72056583004843,74.63888328323827,0.0,390.35944911328676,390.35944911328676,9.887920357532284,61.127635909008774,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
7.78125,1.0,7.78125,0.15915494309189535,8.337247558865272,1.9453125,0.0,10.282560058865272,10.282560058865272,329.1413407997928,76.79785924597657,0.0,405.9392000457693,405.9392000457693,10.282560058865272,63.60723028205394,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
8.0,1.0,8.0,0.15915494309189535,8.680318380187911,2.0,0.0,10.680318380187911,10.680318380187911,342.6852339518378,78.95683520871486,0.0,421.6420691605527,421.6420691605527,10.680318380187911,66.10641952239676,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED
