lambda_,epsilon,R,v0,Xi_filament,Xi_cavitation,Xi_renormalization,Xi_total,Xi_mass,chi_K,chi_cavitation,chi_renormalization,chi_E_hollow_total,chi_E,E_loop,target_residual,mass_mode,kernel,quadrature_n,target_chi_E,target_xi_E,status,mode_label
1.0,1.0,1.0,0.15915494309189535,0.19658757418600228,0.25,0.0,0.44658757418600226,0.19658757418600228,7.760966349542596,9.869604401089358,0.0,17.630570750631954,7.760966349542596,0.19658757418600228,0.23519615769956653,kinetic_only,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_only
1.0,1.0,1.0,0.15915494309189535,0.19658757418600228,0.25,0.0,0.44658757418600226,0.44658757418600226,7.760966349542596,9.869604401089358,0.0,17.630570750631954,17.630570750631954,0.44658757418600226,1.805992484494463,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_plus_cavity
1.0,1.0,1.0,0.15915494309189535,0.19658757418600228,0.25,-0.25,0.44658757418600226,0.19658757418600228,7.760966349542596,9.869604401089358,-9.869604401089358,17.630570750631954,7.760966349542596,0.19658757418600228,0.23519615769956653,vacuum_subtracted,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,vacuum_subtracted
1.0,1.0,1.0,0.15915494309189535,0.19658757418600228,0.25,-0.2874326310941069,0.44658757418600226,0.15915494309189535,7.760966349542596,9.869604401089358,-11.347385443452364,17.630570750631954,6.283185307179586,0.15915494309189535,0.0,target_renormalized,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,target_renormalized
1.21875,1.0,1.21875,0.15915494309189535,0.3138541789137785,0.3046875,0.0,0.6185416789137785,0.3138541789137785,12.390466342030859,12.028580363827656,0.0,24.419046705858516,12.390466342030859,0.3138541789137785,0.972003965547966,kinetic_only,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_only
1.21875,1.0,1.21875,0.15915494309189535,0.3138541789137785,0.3046875,0.0,0.6185416789137785,0.6185416789137785,12.390466342030859,12.028580363827656,0.0,24.419046705858516,24.419046705858516,0.6185416789137785,2.8864119888292468,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_plus_cavity
1.21875,1.0,1.21875,0.15915494309189535,0.3138541789137785,0.3046875,-0.3046875,0.6185416789137785,0.3138541789137785,12.390466342030859,12.028580363827656,-12.028580363827656,24.419046705858516,12.390466342030859,0.3138541789137785,0.972003965547966,vacuum_subtracted,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,vacuum_subtracted
1.21875,1.0,1.21875,0.15915494309189535,0.3138541789137785,0.3046875,-0.45938673582188316,0.6185416789137785,0.15915494309189535,12.390466342030859,12.028580363827656,-18.13586139867893,24.419046705858516,6.283185307179586,0.15915494309189535,0.0,target_renormalized,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,target_renormalized
1.4375,1.0,1.4375,0.15915494309189535,0.4522110803883116,0.359375,0.0,0.8115860803883116,0.4522110803883116,17.852577876887413,14.187556326565952,0.0,32.04013420345337,17.852577876887413,0.4522110803883116,1.8413260160396459,kinetic_only,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_only
1.4375,1.0,1.4375,0.15915494309189535,0.4522110803883116,0.359375,0.0,0.8115860803883116,0.8115860803883116,17.852577876887413,14.187556326565952,0.0,32.04013420345337,32.04013420345337,0.8115860803883116,4.099345735807311,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_plus_cavity
1.4375,1.0,1.4375,0.15915494309189535,0.4522110803883116,0.359375,-0.359375,0.8115860803883116,0.4522110803883116,17.852577876887413,14.187556326565952,-14.187556326565952,32.04013420345337,17.852577876887413,0.4522110803883116,1.8413260160396459,vacuum_subtracted,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,vacuum_subtracted
1.4375,1.0,1.4375,0.15915494309189535,0.4522110803883116,0.359375,-0.6524311372964162,0.8115860803883116,0.15915494309189535,17.852577876887413,14.187556326565952,-25.75694889627378,32.04013420345337,6.283185307179586,0.15915494309189535,0.0,target_renormalized,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,target_renormalized
1.65625,1.0,1.65625,0.15915494309189535,0.6086330104881079,0.4140625,0.0,1.022695510488108,0.6086330104881079,24.027868155846782,16.34653228930425,0.0,40.37440044515103,24.027868155846782,0.6086330104881079,2.824153988963359,kinetic_only,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_only
1.65625,1.0,1.65625,0.15915494309189535,0.6086330104881079,0.4140625,0.0,1.022695510488108,1.022695510488108,24.027868155846782,16.34653228930425,0.0,40.37440044515103,40.37440044515103,1.022695510488108,5.425785405217407,kinetic_plus_cavity,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_plus_cavity
1.65625,1.0,1.65625,0.15915494309189535,0.6086330104881079,0.4140625,-0.4140625,1.022695510488108,0.6086330104881079,24.027868155846782,16.34653228930425,-16.34653228930425,40.37440044515103,24.027868155846782,0.6086330104881079,2.824153988963359,vacuum_subtracted,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,vacuum_subtracted
1.65625,1.0,1.65625,0.15915494309189535,0.6086330104881079,0.4140625,-0.8635405673962125,1.022695510488108,0.15915494309189535,24.027868155846782,16.34653228930425,-34.091215137971446,40.37440044515103,6.283185307179586,0.15915494309189535,0.0,target_renormalized,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,target_renormalized
1.875,1.0,1.875,0.15915494309189535,0.7807394968387755,0.46875,0.0,1.2494894968387755,0.7807394968387755,30.82235989641708,18.505508252042546,0.0,49.32786814845963,30.82235989641708,0.7807394968387755,3.9055309352721777,kinetic_only,regularized_circular_filament,8192,6.283185307179586,0.15915494309189535,RESEARCH-TRACK / FALSIFICATION TEST / NOT CANONIZED,kinetic_only
