basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
MODE_GATE,d0c4da6c96eec1d3,0e0f0fa7cd5af314,,P00000,INDETERMINATE
CONVERGED_GROWTH,35cb3a678e7307cb,eeba729e19deb0dd,0.9973138898697156,P00001,TIE
MODE_GATE,022526d449e05d41,42c1392010bffd2d,,P00002,B
MODE_GATE,ca57ce0613ff6f0d,6a453581d912f9b1,,P00003,INDETERMINATE
MODE_GATE,22426db74c4de811,6cb703e7f8dc3a4d,,P00004,A
CONVERGED_GROWTH,fb1a7f21adee473a,47f341ac5d69bd3a,0.9993491490092675,P00005,TIE
NEUTRAL_NEUTRAL,58add05a071c4693,ab20343d6209530e,1.0,P00006,TIE
NEUTRAL_NEUTRAL,24851f412b156aef,dcf0bc9b0e2700c0,1.0,P00007,TIE
MODE_GATE,2b72fdf7c0d557cf,1a5ab3d9971a5e35,,P00008,INDETERMINATE
CONVERGED_GROWTH,533b661840e9880b,2f79b1b595cdd5cc,1.144208720871738,P00009,B
MODE_GATE,9eed5e2692ae4ed0,dcbc9b158d7bc953,,P00010,A
MODE_GATE,58b581cc6cd347b1,53d0bc4eb8ea039f,,P00011,INDETERMINATE
MODE_GATE,88af2b668b07a673,9ffacc90b17de0fa,,P00012,B
CONVERGED_GROWTH,0688503ed346556f,acadf59c2cc26d4e,1.0247762800316107,P00013,TIE
MODE_GATE,b33c9801a1189500,ec850a7f9f748c37,,P00014,B
NEUTRAL_NEUTRAL,91639fed9d64fba3,31a588d54da9356a,1.0,P00015,TIE
