basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
MODE_GATE,9200b770c506f0c5,2cd7b65a4f95fe18,,P00000,INDETERMINATE
CONVERGED_GROWTH,be9e40c026d81543,c806560afc8753f9,0.8769051072644036,P00001,A
MODE_GATE,b10e418b5769d14a,684238c65a6067cb,,P00002,INDETERMINATE
MODE_GATE,996bbb06ee1d0433,cb08cace8553cd40,,P00003,INDETERMINATE
CONVERGED_GROWTH,bbdf007853784594,0742c3e856047fbd,0.0,P00004,TIE
MODE_GATE,5aa5fe17157b3c5e,94889a0f72c32d22,,P00005,B
CONVERGED_GROWTH,637f1fde16376839,878c1526fd66c534,1.442616977665473e-05,P00006,TIE
CONVERGED_GROWTH,96c2c5c85ebde356,767fe02c7b651482,2.7902555997185058e-05,P00007,TIE
MODE_GATE,c8d128f4b13adee7,db0901d83b8b33db,,P00008,B
CONVERGED_GROWTH,eed83f3dd6ee91d2,81c01d391828d3fd,0.7752051001627399,P00009,A
CONVERGED_GROWTH,def7ba03003782f2,d9d44e688cbff1bb,0.00020132023003226784,P00010,TIE
CONVERGED_GROWTH,5ddcc3377f0e98a5,fb40e6579ddfaf13,0.00041386990775691264,P00011,TIE
CONVERGED_GROWTH,f074bbe6bcfff941,20afacc130ed39a9,0.45143613361471874,P00012,A
CONVERGED_GROWTH,b820b0b548ae769d,7f1799897e93f4c7,0.8416064970845737,P00013,A
CONVERGED_GROWTH,8db61a789b779def,624367c75759b2d4,1.6585780502831988,P00014,B
CONVERGED_GROWTH,6baf958809d95f82,74198e06f9b85509,1.1192211648644452,P00015,B
MODE_GATE,83e0d414a9bfacf3,6ac54006ee8ef50c,,P00016,A
MODE_GATE,a1d3423c92eb0143,672ce53c6e5d169c,,P00017,A
MODE_GATE,3d7991985dd90cc6,4390518e4b812710,,P00018,B
CONVERGED_GROWTH,c23ad5eb68acfe33,9222c74956f9c8bc,0.0008903915912161069,P00019,TIE
MODE_GATE,508cc9db12d46c9a,456586322a7efdbe,,P00020,A
CONVERGED_GROWTH,0f5955535aa827ab,b40a4d3828ce275e,1.3702630483446239,P00021,B
MODE_GATE,c9b983eb6ce99e21,37874791b1793d61,,P00022,A
CONVERGED_GROWTH,0612e95ccd5dd3e5,89a0cb129341cf47,0.00018962584609255617,P00023,TIE
MODE_GATE,d6aac3fff4c97b87,45b9a2401d50d4a0,,P00024,A
CONVERGED_GROWTH,efe599975b9e1059,b84f94ef833fb690,2.0282728936080314,P00025,B
MODE_GATE,8c3b1c48a294a8fb,b2a93e6b1d206c02,,P00026,INDETERMINATE
MODE_GATE,3ee2223a59a494ce,e42923a441858aef,,P00027,INDETERMINATE
CONVERGED_GROWTH,be06e1ed7ea9c1d1,b7072976e04f7f45,1.3966633181346086e-06,P00028,TIE
MODE_GATE,88f9d4b3007188c4,a73b27fa7421c29c,,P00029,INDETERMINATE
CONVERGED_GROWTH,38ec4e7f696c3f6a,da090b9321ea858b,1.2635823224782358e-05,P00030,TIE
CONVERGED_GROWTH,6b2187c85ad4cf00,076bb6114539730f,3.5160202200883236e-05,P00031,TIE
CONVERGED_GROWTH,1e57a1735b0a2ed6,be9074efa6f8ce30,1.433365363282946,P00032,B
CONVERGED_GROWTH,7dcb57b916e2b8d4,d2678846f46f191b,0.8196482729692629,P00033,A
CONVERGED_GROWTH,b191269bad84aa3b,50f4985b4d31c9a9,8.394495265824668e-05,P00034,TIE
CONVERGED_GROWTH,72987e504d701a08,e8f91d31ec820786,8.131800464867248e-05,P00035,TIE
CONVERGED_GROWTH,f36f77d86890ca74,91072a70af95047d,1.2128630064799575,P00036,B
CONVERGED_GROWTH,3a0ffddfd7ace3a4,4055ef95dbd35049,1.164980443322664,P00037,B
CONVERGED_GROWTH,77f89b04ab3ab259,fc2015e4678a4bfa,1.4731164156519405,P00038,B
CONVERGED_GROWTH,86293733a420eb02,a48a62db47c233bc,1.083911245719748,P00039,B
MODE_GATE,79dbe8548792f918,4a0e494e19fc00bd,,P00040,B
MODE_GATE,099df79493bda7e4,f0d5235b8e6189e5,,P00041,INDETERMINATE
CONVERGED_GROWTH,4213b849955077a2,148e07102962a718,0.0001763273924270424,P00042,TIE
CONVERGED_GROWTH,3fa98661beef2f3e,bff1ad623329412c,0.00033732396393664724,P00043,TIE
MODE_GATE,644542fefb5d28c2,94fcea9b1d6bb368,,P00044,B
CONVERGED_GROWTH,c9ca2e874741b6d2,2a5653685ce53966,0.834017476652805,P00045,A
MODE_GATE,e6ebd0ed2dfd592a,8c95883c4f3fe11b,,P00046,INDETERMINATE
CONVERGED_GROWTH,10c0a3f080da039e,7fd129ce587b7acf,0.0002589936509154225,P00047,TIE
CONVERGED_GROWTH,e9ef20a320affd69,1ea8657dd04c7519,0.0,P00048,TIE
CONVERGED_GROWTH,d622474b3f9f8955,1fa865ef9451ebc5,0.44864730060294156,P00049,A
MODE_GATE,e474c5d22a1bc7f6,1978a7382cb9d02c,,P00050,INDETERMINATE
MODE_GATE,d447ccfae19b677b,71eb60308b55603d,,P00051,INDETERMINATE
MODE_GATE,25c4154db7496232,79cead2074769cbd,,P00052,A
MODE_GATE,f77c18ef490918ef,fe43d8f12079f0fe,,P00053,INDETERMINATE
CONVERGED_GROWTH,9c31e409ba43df90,d132f1b7cc7a8fd0,4.8674489989657107e-05,P00054,TIE
CONVERGED_GROWTH,6055190da3785f60,88f3a9cdf67e1206,1.2436110423814865e-05,P00055,TIE
CONVERGED_GROWTH,b74c89f410211d48,c3c8e981aaf0a0a5,0.6528101303609275,P00056,A
CONVERGED_GROWTH,93f0c748cd10cb62,da23bb1195f88e24,0.7799585847820065,P00057,A
CONVERGED_GROWTH,662584ce9a1771e8,0757824e7b19d08e,0.0005938532629776521,P00058,TIE
MODE_GATE,272e1f2c22f0df73,44eed3a55499d343,,P00059,B
CONVERGED_GROWTH,c606b16c8443a007,98c7d7a1fcd4966b,0.8024736605464771,P00060,A
CONVERGED_GROWTH,23f3c20b280d4c22,aec6f267ce901ed7,0.8032738707681377,P00061,A
CONVERGED_GROWTH,cdde5fd66fd2e972,7659d7f32aec4c45,0.8359562675814591,P00062,A
CONVERGED_GROWTH,9c397edbd25e3b9f,0fcf48985df9a138,1.1018446776083197,P00063,B
MODE_GATE,d87af8a9c7473c0e,5da9bb6a995192ba,,P00064,INDETERMINATE
MODE_GATE,d421b54ae003e101,1c205669e6a6aeba,,P00065,INDETERMINATE
CONVERGED_GROWTH,89bffb237c787ae2,e9a7de744f9c3dd5,0.0001482638321468607,P00066,TIE
CONVERGED_GROWTH,2c24abeb21042416,83e2daf6cdd3f775,0.00045388636571626865,P00067,TIE
MODE_GATE,a61307e7219b5623,2be69b5b4213060e,,P00068,A
CONVERGED_GROWTH,3f1bf76acc6a0ecd,3f1365fd233c6721,1.198322675914322,P00069,B
MODE_GATE,00cc40260586bc58,d009d13d21fbe726,,P00070,B
CONVERGED_GROWTH,48b3c839b14f10c9,85095aec916e94af,0.0011218393619773803,P00071,TIE
MODE_GATE,efe854f818e14e06,5135aa29cd8c14de,,P00072,B
CONVERGED_GROWTH,60d5d7d355fe39ac,d55fba67c5ba59df,2.1244717214822892,P00073,B
MODE_GATE,ef9f9cb3929a6397,62895509f3d5566d,,P00074,INDETERMINATE
MODE_GATE,29ceb683e2e31e0b,add9d616d1a879f0,,P00075,INDETERMINATE
CONVERGED_GROWTH,9258339631c0efe7,d0c223edb8b5fb87,1.535136422923802e-06,P00076,TIE
MODE_GATE,633c5b80ea2a7b56,5b734a71c5341839,,P00077,B
CONVERGED_GROWTH,6e48458cf223f0a7,1b66b73d17fcbfe4,8.722343504541914e-07,P00078,TIE
CONVERGED_GROWTH,540473a328c9e22d,6030d4def9cae98b,2.367771998092811e-05,P00079,TIE
MODE_GATE,1acfbf813c3038fc,ef3eff029c12c800,,P00080,B
CONVERGED_GROWTH,32c645fef82eec7b,0ca25eb5a3d3ddaa,1.4999014507255868,P00081,B
CONVERGED_GROWTH,b2f8310be30b2cc1,d5a041a13c6ad78d,0.00024447210384830916,P00082,TIE
CONVERGED_GROWTH,810c353d93e7c31c,71de17c798e09d48,0.0003565173512587154,P00083,TIE
CONVERGED_GROWTH,ce58ea4300105809,9664006bf1aaef0a,0.6998835572762822,P00084,A
CONVERGED_GROWTH,17f7155298197638,9e4652f2b28888ef,1.1669429344656255,P00085,B
CONVERGED_GROWTH,86025163eaf629c2,6a6dba7a55fc2d2e,0.37196586087256517,P00086,A
CONVERGED_GROWTH,491b4acd84b758c6,9b5b62d79036584c,0.6381473027465875,P00087,A
MODE_GATE,15c37f0794f78f61,8be98949248181d9,,P00088,INDETERMINATE
MODE_GATE,92492dc38c88a00d,74d1bd05387e61de,,P00089,B
CONVERGED_GROWTH,36fdee0628621cd8,a9201e412111a676,0.00022386955440646165,P00090,TIE
CONVERGED_GROWTH,34906a20266123ca,9bcf6f17969518c5,0.00034153958186805496,P00091,TIE
MODE_GATE,16fbe48e780032bd,e56b804c8fa68cef,,P00092,A
CONVERGED_GROWTH,a91a394ab1707935,570e69f035e7390b,1.3149853972039998,P00093,B
MODE_GATE,bf41bae192558cb2,69cf67aa133474b1,,P00094,A
CONVERGED_GROWTH,87661f33e77b0a11,75637e563a80192f,0.0003930174938313862,P00095,TIE
