pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,83c5cf4855d07dce,e9903ced4ebbbae4,geometry/83c5cf4855d07dce.npz,geometry/e9903ced4ebbbae4.npz
P00001,3f6ebab1ebe6e3db,1ea4c99b463519c5,geometry/3f6ebab1ebe6e3db.npz,geometry/1ea4c99b463519c5.npz
P00002,955bad1867259a10,8bf2fd36cc4990ad,geometry/955bad1867259a10.npz,geometry/8bf2fd36cc4990ad.npz
P00003,be2c36a2e9e5db4f,5ffd2c26c670a38e,geometry/be2c36a2e9e5db4f.npz,geometry/5ffd2c26c670a38e.npz
P00004,1999ee3cf92aa21e,b9f55b96bdfd9046,geometry/1999ee3cf92aa21e.npz,geometry/b9f55b96bdfd9046.npz
P00005,e9a6ffb12f04b505,72d26f3b15348b46,geometry/e9a6ffb12f04b505.npz,geometry/72d26f3b15348b46.npz
P00006,5606263ef5341762,1bf079c2b33d04c5,geometry/5606263ef5341762.npz,geometry/1bf079c2b33d04c5.npz
P00007,e79879b685296546,44b8f7d23dfef573,geometry/e79879b685296546.npz,geometry/44b8f7d23dfef573.npz
P00008,af9336fffee6f0ca,790422bdbc18bcd0,geometry/af9336fffee6f0ca.npz,geometry/790422bdbc18bcd0.npz
P00009,f0389a30e8f81d37,3535e16b91838f5f,geometry/f0389a30e8f81d37.npz,geometry/3535e16b91838f5f.npz
P00010,1bbfd8b2e2abdc98,0bac5d8059580f5d,geometry/1bbfd8b2e2abdc98.npz,geometry/0bac5d8059580f5d.npz
P00011,dc7ea913682c4a86,f57f5d5a3a5b9e34,geometry/dc7ea913682c4a86.npz,geometry/f57f5d5a3a5b9e34.npz
P00012,40aeec74f421b3e7,924ceb3694183436,geometry/40aeec74f421b3e7.npz,geometry/924ceb3694183436.npz
P00013,44974f6f1b31ba08,64746ddbb84e7973,geometry/44974f6f1b31ba08.npz,geometry/64746ddbb84e7973.npz
P00014,95afb694cedad274,4b3d122f47f714f9,geometry/95afb694cedad274.npz,geometry/4b3d122f47f714f9.npz
P00015,e85c144345a30fd9,611dd0cc0db55abd,geometry/e85c144345a30fd9.npz,geometry/611dd0cc0db55abd.npz
