mode,sigma_s^-1,omega_rad_s,abs_omega_rad_s,circularity,omega_times_C_s^-1
31,-1.7879001809950449e+18,-0.0,0.0,0.0,-0.0
30,-1.7879001809950477e+18,-0.0,0.0,0.0,-0.0
38,1.7879001809950495e+18,-789.0449923800289,789.0449923800289,-1.7950322218213133e-16,1.4163611857889046e-13
39,1.7879001809950495e+18,789.0449923800289,789.0449923800289,1.7950322218213133e-16,1.4163611857889046e-13
36,2.0623987892475546e+18,-1239.3546707863736,1239.3546707863736,3.5388358909926855e-16,-4.385872790648243e-13
37,2.0623987892475546e+18,1239.3546707863736,1239.3546707863736,-3.5388358909926855e-16,-4.385872790648243e-13
28,-2.062398789247552e+18,-1425.3476768844857,1425.3476768844857,2.289834988289385e-16,-3.2638109810070885e-13
29,-2.062398789247552e+18,1425.3476768844857,1425.3476768844857,-2.289834988289385e-16,-3.2638109810070885e-13
26,287.2815900625306,-73037996283.98178,73037996283.98178,-4.8892967924454325e-08,3571.0444095791354
27,287.2815900625306,73037996283.98178,73037996283.98178,4.8892967924454325e-08,3571.0444095791354
46,-880.0,-1.7862571795028984e+18,1.7862571795028984e+18,-0.5504670278781272,9.832756806269268e+17
47,-880.0,1.7862571795028984e+18,1.7862571795028984e+18,0.5504670278781272,9.832756806269268e+17
44,1184.0,-1.786257179502971e+18,1.786257179502971e+18,-0.5504670278781431,9.832756806269951e+17
45,1184.0,1.786257179502971e+18,1.786257179502971e+18,0.5504670278781431,9.832756806269951e+17
40,-592.0,-2.2785212375532344e+18,2.2785212375532344e+18,0.6925774267571924,-1.5780523755162324e+18
41,-592.0,2.2785212375532344e+18,2.2785212375532344e+18,-0.6925774267571924,-1.5780523755162324e+18
42,-864.0,-2.2785212375532444e+18,2.2785212375532444e+18,0.6925774267571942,-1.5780523755162437e+18
43,-864.0,2.2785212375532444e+18,2.2785212375532444e+18,-0.6925774267571942,-1.5780523755162437e+18
32,928.0,-2.8145697074327777e+18,2.8145697074327777e+18,0.7369148003191179,-2.0740980739370637e+18
33,928.0,2.8145697074327777e+18,2.8145697074327777e+18,-0.7369148003191179,-2.0740980739370637e+18
34,496.0,-2.8145697074327956e+18,2.8145697074327956e+18,0.7369148003191209,-2.0740980739370852e+18
35,496.0,2.8145697074327956e+18,2.8145697074327956e+18,-0.7369148003191209,-2.0740980739370852e+18
22,512.0,-1.049468016764177e+19,1.049468016764177e+19,-0.9698363023023131,1.0178121807631114e+19
23,512.0,1.049468016764177e+19,1.049468016764177e+19,0.9698363023023131,1.0178121807631114e+19
24,-2304.0,-1.0494680167641813e+19,1.0494680167641813e+19,-0.9698363023023128,1.0178121807631151e+19
25,-2304.0,1.0494680167641813e+19,1.0494680167641813e+19,0.9698363023023128,1.0178121807631151e+19
18,-512.0,-2.0073732222948344e+19,2.0073732222948344e+19,-0.9923274736001302,1.9919715982523855e+19
19,-512.0,2.0073732222948344e+19,2.0073732222948344e+19,0.9923274736001302,1.9919715982523855e+19
20,-1024.0,-2.0073732222948413e+19,2.0073732222948413e+19,-0.9923274736001303,1.991971598252393e+19
21,-1024.0,2.0073732222948413e+19,2.0073732222948413e+19,0.9923274736001303,1.991971598252393e+19
16,0.0,-3.0286411737704763e+19,3.0286411737704763e+19,-0.9970597093781791,3.0197360885303783e+19
17,0.0,3.0286411737704763e+19,3.0286411737704763e+19,0.9970597093781791,3.0197360885303783e+19
14,-3072.0,-3.0286411737704776e+19,3.0286411737704776e+19,-0.9970597093781792,3.01973608853038e+19
15,-3072.0,3.0286411737704776e+19,3.0286411737704776e+19,0.9970597093781792,3.01973608853038e+19
10,-1024.0,-3.995934331073502e+19,3.995934331073502e+19,-0.9985567738240548,3.990167294049538e+19
11,-1024.0,3.995934331073502e+19,3.995934331073502e+19,0.9985567738240548,3.990167294049538e+19
12,-1024.0,-3.995934331073518e+19,3.995934331073518e+19,-0.9985567738240546,3.990167294049554e+19
13,-1024.0,3.995934331073518e+19,3.995934331073518e+19,0.9985567738240546,3.990167294049554e+19
6,2048.0,-4.789986772575129e+19,4.789986772575129e+19,-0.9991329370779537,4.785833552647537e+19
7,2048.0,4.789986772575129e+19,4.789986772575129e+19,0.9991329370779537,4.785833552647537e+19
8,2048.0,-4.78998677257513e+19,4.78998677257513e+19,-0.9991329370779531,4.785833552647535e+19
9,2048.0,4.78998677257513e+19,4.78998677257513e+19,0.9991329370779531,4.785833552647535e+19
4,-6144.0,-5.3107529884680315e+19,5.3107529884680315e+19,-0.9993652725560275,5.307382107798091e+19
5,-6144.0,5.3107529884680315e+19,5.3107529884680315e+19,0.9993652725560275,5.307382107798091e+19
2,-3072.0,-5.310752988468038e+19,5.310752988468038e+19,-0.9993652725560269,5.3073821077980955e+19
3,-3072.0,5.310752988468038e+19,5.310752988468038e+19,0.9993652725560269,5.3073821077980955e+19
0,-4096.0,-5.492047244778665e+19,5.492047244778665e+19,-0.9994289130322213,5.488910808170747e+19
1,-4096.0,5.492047244778665e+19,5.492047244778665e+19,0.9994289130322213,5.488910808170747e+19
