axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,log_growth_ratio,growth_effect_bounded,neutral_pair,both_valid,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid,closed_delay_valid,closed_phase_valid,phase_uncertainty_rad,phase_sampling_step_rad,dispersion_omega_rmse,carrier_phase_cycles_at_return,lambda_real,lambda_imag,omega_mode,T_mode,advective_frequency_mode_weighted,omega_intrinsic,T_intrinsic,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,intrinsic_over_swirl_frequency_ratio,clock_regime,axial_branch_continuation_enabled,axial_branch_continuation_success
-1.0,e1f0525e7647f2f9,84fc4d7a2d75082f,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,2,1,P00000,gaussian,INDETERMINATE,0.0,nan,nan,nan,nan,False,False,nan,nan,0.19678976069249973,False,False,False,False,nan,nan,nan,nan,-6.9033580387693e-16,-2.2939532108478193,2.2939532108478193,2.7390206903380525,2.3928159099971498,-0.09886269914933044,63.554660769366016,nan,nan,nan,nan,1.3207793553866565,1.736817888235592,0.07485179015414616,OTHER_BRANCH,True,False
-1.0,25e0fcee3eeba3cd,cfbdb8a9a6dabddf,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,2,2,P00001,gaussian,INDETERMINATE,nan,nan,nan,nan,nan,False,False,nan,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,OTHER_BRANCH,True,False
-0.5,b6ea316a25b12f32,18a44d9f7468f829,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,torus,2,1,P00002,gaussian,INDETERMINATE,0.0,nan,nan,nan,nan,False,False,nan,nan,0.6858315818289233,False,False,False,False,nan,nan,nan,nan,-2.0766822171090114e-17,-2.29048816514743,2.29048816514743,2.7431642751034087,2.4397785198309494,-0.1492903546835196,42.087014398882644,nan,nan,nan,nan,1.3207793553866565,1.73419440257445,0.11303201710009696,OTHER_BRANCH,True,False
-0.5,6b4aca43407c3467,ecd735037dc93e33,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,2,2,P00003,gaussian,INDETERMINATE,nan,nan,nan,nan,nan,False,False,nan,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,OTHER_BRANCH,True,False
0.5,9236fb007c2f3267,92de94a931c11a4c,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,torus,2,1,P00004,gaussian,INDETERMINATE,1.6967097450323025e-16,nan,nan,nan,nan,False,False,nan,nan,0.7640234544019501,False,False,False,False,nan,nan,nan,nan,1.6967097450323025e-16,-2.287856405835654,2.287856405835654,2.746319782637151,2.4642099201340386,-0.17635351429838453,35.62835326631845,nan,nan,nan,nan,1.3207793553866565,1.7322018219809978,0.13352231285198826,OTHER_BRANCH,True,False
0.5,b0b82a8f0f415ea2,769637ca5d8851e0,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,2,2,P00005,gaussian,INDETERMINATE,nan,nan,nan,nan,nan,False,False,nan,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,OTHER_BRANCH,True,False
1.0,fffd1a53d9f7f070,ff7145324da25332,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,2,1,P00006,gaussian,INDETERMINATE,nan,nan,nan,nan,nan,False,False,nan,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,OTHER_BRANCH,True,False
1.0,a30300f842d9ef8e,85ec8105092d42f3,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,2,2,P00007,gaussian,INDETERMINATE,nan,nan,nan,nan,nan,False,False,nan,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,OTHER_BRANCH,True,False
-1.0,ce93c076b08feda3,d29c25838f3d2ae5,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,2,1,P00008,smooth_rankine,TIE,0.00648331475012496,0.006349514405019353,1.0210724987527944,0.02085354425494304,0.010424785829889977,False,True,1.0889788753652165,0.15248291404137437,0.27804016838346474,True,True,True,True,0.05593263557124008,0.05,0.00019938374706733326,125.93246708452568,0.00648331475012496,-2.820647817566806,2.820647817566806,2.2275681735409605,2.82061396778765,6.531613196125718e-05,96196.5309107176,-1.0521748593576945,243.407648196087,280.523155692984,1.0889788753652165,1.299188297090765,2.1710846871719838,5.0274569211805335e-05,OTHER_BRANCH,True,True
-1.0,0b1eb4fe6567549d,577260178c954a74,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,2,2,P00009,smooth_rankine,SYMMETRIC_CONTROL,0.025807767069397452,0.02293960246301914,1.1250310837204451,0.11781066524841177,0.05883490666419971,False,True,-3.0521489372598305,0.00956948470106167,0.2437676087614241,True,True,True,True,0.00028279986193305046,0.049999999999999996,3.1137803681932935e-07,112.48570079737345,0.025807767069397452,-2.744757351034227,2.744757351034227,2.2891587501576693,2.754282506961862,-0.009525155927635254,659.6412021928412,-1.0076007536548914,254.1754827775994,256.6078111714246,-3.0521489372598305,1.299188297090765,2.112670932443344,0.007331620788891541,OTHER_BRANCH,True,True
