group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
0,1,0,oscillatory,-1,-1.947314479463215e+20,-0.5016627461724645,256.0,6.595014024419515e-19,16,-0.99992901561
1,1,1,oscillatory,1,1.947314479463215e+20,0.5016627461724645,256.0,6.595014024419515e-19,-16,0.99992901561
2,2,2;4,oscillatory,-1,-1.9320521709286615e+20,-0.4977309048119021,2048.0,5.276011219535612e-18,-15;15,-0.99992745658;-0.99992745658
3,2,3;5,oscillatory,1,1.9320521709286615e+20,0.4977309048119021,2048.0,5.276011219535612e-18,-15;15,0.99992745658;0.99992745658
4,2,6;8,oscillatory,-1,-1.886719016830718e+20,-0.48605228031787445,1008.0,2.596786772115184e-18,-15;16,-0.999922575147;-0.999922575147
5,2,7;9,oscillatory,1,1.886719016830718e+20,0.48605228031787445,1008.0,2.596786772115184e-18,-16;15,0.999922575147;0.999922575147
6,2,10;24,oscillatory,-1,-1.5879886372470997e+20,-0.4090940364556038,1280.00048828125,3.2975082701088562e-18,-16;16,-0.999877918017;-0.999877918017
7,2,11;25,oscillatory,1,1.5879886372470997e+20,0.4090940364556038,1280.00048828125,3.2975082701088562e-18,-16;16,0.999877918017;0.999877918017
8,2,12;18,oscillatory,-1,-1.7120882669443095e+20,-0.4410643020133525,0.0,0.0,-16;15,-0.999899575645;-0.999899575645
9,2,13;19,oscillatory,1,1.7120882669443095e+20,0.4410643020133525,0.0,0.0,-15;16,0.999899575645;0.999899575645
10,2,14;16,oscillatory,-1,-1.812663212554264e+20,-0.466974191732215,4608.0,1.1871025243955128e-17,-16;16,-0.999913709559;-0.999913709559
11,2,15;17,oscillatory,1,1.812663212554264e+20,0.466974191732215,4608.0,1.1871025243955128e-17,-16;16,0.999913709559;0.999913709559
12,2,20;22,oscillatory,-1,-1.4440613214697131e+20,-0.3720158073130678,-6144.0,-1.5828033658606837e-17,-16;16,-0.999844818867;-0.999844818867
13,2,21;23,oscillatory,1,1.4440613214697131e+20,0.3720158073130678,-6144.0,-1.5828033658606837e-17,-16;16,0.999844818867;0.999844818867
14,2,26;28,oscillatory,-1,-1.2845950659597235e+20,-0.33093447170720663,5120.0,1.3190028048839032e-17,16,-0.999793301451;-0.999793301451
15,2,27;29,oscillatory,1,1.2845950659597235e+20,0.33093447170720663,5120.0,1.3190028048839032e-17,-16,0.999793301451;0.999793301451
16,2,30;32,oscillatory,-1,-1.1143392317961642e+20,-0.28707354928345985,-384.0,-9.892521036629273e-19,-16;16,-0.999710355177;-0.999710355177
17,2,31;33,oscillatory,1,1.1143392317961642e+20,0.28707354928345985,-384.0,-9.892521036629273e-19,-16;16,0.999710355177;0.999710355177
18,2,34;36,oscillatory,-1,-9.383546169561368e+19,-0.24173679135564552,5888.0,1.5168532256164885e-17,-15;15,-0.999570101933;-0.999570101933
19,2,35;37,oscillatory,1,9.383546169561368e+19,0.24173679135564552,5888.0,1.5168532256164885e-17,-15;15,0.999570101933;0.999570101933
20,2,38;40,oscillatory,-1,-7.618484463151284e+19,-0.1962656714035348,-896.0,-2.3082549085468305e-18,-14;14,-0.999316461445;-0.999316461445
21,2,39;41,oscillatory,1,7.618484463151284e+19,0.1962656714035348,-896.0,-2.3082549085468305e-18,-14;14,0.999316461445;0.999316461445
22,2,42;44,oscillatory,-1,-5.899946232963385e+19,-0.1519930787098227,2880.0,7.419390777471955e-18,-13;13,-0.99881298152;-0.99881298152
23,2,43;45,oscillatory,1,5.899946232963385e+19,0.1519930787098227,2880.0,7.419390777471955e-18,-13;13,0.99881298152;0.99881298152
24,2,46;48,oscillatory,-1,-4.2773530783203475e+19,-0.11019220132389328,2824.0,7.275124845687778e-18,-12,-0.997668329042;-0.997668329042
25,2,47;49,oscillatory,1,4.2773530783203475e+19,0.11019220132389328,2824.0,7.275124845687778e-18,12,0.997668329042;0.997668329042
26,2,50;52,oscillatory,-1,-2.7953518007162737e+19,-0.07201322003480536,1376.0,3.54482003812549e-18,-11;11,-0.994433880944;-0.994433880944
27,2,51;53,oscillatory,1,2.7953518007162737e+19,0.07201322003480536,1376.0,3.54482003812549e-18,-11;11,0.994433880944;0.994433880944
28,2,54;64,oscillatory,-1,-1.2712785887620714e+19,-0.03275039110089887,2240.0,5.770637271367076e-18,6,0.975596701722;0.975596701722
29,2,55;65,oscillatory,1,1.2712785887620714e+19,0.03275039110089887,2240.0,5.770637271367076e-18,-6,-0.975596701722;-0.975596701722
30,2,56;58,oscillatory,-1,-1.4887822785152078e+19,-0.03835367189888686,-1936.0,-4.987479355967259e-18,-10,-0.980530387035;-0.980530387035
31,2,57;59,oscillatory,1,1.4887822785152078e+19,0.03835367189888686,-1936.0,-4.987479355967259e-18,10,0.980530387035;0.980530387035
32,2,60;62,oscillatory,-1,-1.3615638279144276e+19,-0.03507629898530457,3712.0,9.562770335408298e-18,5,0.979853095623;0.979853095623
33,2,61;63,oscillatory,1,1.3615638279144276e+19,0.03507629898530457,3712.0,9.562770335408298e-18,-5,-0.979853095623;-0.979853095623
34,2,66;68,oscillatory,-1,-1.2341367553308033e+19,-0.03179355159944627,-1952.5,-5.029986282296525e-18,4,0.977455914346;0.977455914346
35,2,67;69,oscillatory,1,1.2341367553308033e+19,0.03179355159944627,-1952.5,-5.029986282296525e-18,-4,-0.977455914346;-0.977455914346
36,2,70;72,oscillatory,-1,-5.144356383373308e+18,-0.013252774412093368,368.0,9.480332660103053e-19,1;3,0.908426235001;0.908426235001
37,2,71;73,oscillatory,1,5.144356383373308e+18,0.013252774412093368,368.0,9.480332660103053e-19,-3,-0.908426235001;-0.908426235001
38,2,74;75,real_dominant,1,-0.0,-0.0,1.5353085376821258e+18,0.00395522708508775,0,-5.0748267572e-16;5.0748267572e-16
39,2,76;77,real_dominant,-1,-0.0,-0.0,-1.5353085376821335e+18,-0.003955227085087769,0,-3.5138716545e-15;3.5138716545e-15
40,2,78;80,oscillatory,-1,-3.266357628658519e+18,-0.008414716550692425,256.0,6.595014024419515e-19,9,-0.738402302491;-0.738402302491
41,2,79;81,oscillatory,1,3.266357628658519e+18,0.008414716550692425,256.0,6.595014024419515e-19,-9,0.738402302491;0.738402302491
42,2,82;84,oscillatory,-1,-2.5829044296434063e+18,-0.006654019897356858,-3408.0,-8.77961242000848e-18,-9;-7,0.65692757118;0.65692757118
43,2,83;85,oscillatory,1,2.5829044296434063e+18,0.006654019897356858,-3408.0,-8.77961242000848e-18,7,-0.65692757118;-0.65692757118
44,1,86,oscillatory,-1,-117526354827.91083,-3.027687337222563e-10,-979.1398679906582,-2.5224379536197906e-18,0,-7.20749731624e-08
45,1,87,oscillatory,1,117526354827.91083,3.027687337222563e-10,-979.1398679906582,-2.5224379536197906e-18,0,7.20749731624e-08
46,2,88;90,oscillatory,-1,-9.30375996750199e+18,-0.02396813572871425,-256.0,-6.595014024419515e-19,-7,0.953992895118;0.953992895118
47,2,89;91,oscillatory,1,9.30375996750199e+18,0.02396813572871425,-256.0,-6.595014024419515e-19,7,-0.953992895118;-0.953992895118
48,2,92;94,oscillatory,-1,-9.33096331143601e+18,-0.0240382163672908,512.0,1.319002804883903e-18,3,0.96510492032;0.96510492032
49,2,93;95,oscillatory,1,9.33096331143601e+18,0.0240382163672908,512.0,1.319002804883903e-18,-3,-0.96510492032;-0.96510492032
