low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_m,high_m,low_omega_hat,high_omega_hat,frequency_rel_error,low_sigma_hat,high_sigma_hat,sigma_hat_abs_error,overlap,minimum_overlap,low_circularity_eigs,high_circularity_eigs,circularity_error,low_class,high_class,converged,physical_interpretation_allowed
6,18,1,1,6,18,,,-0.0,-0.0,0.0,0.22577218479902103,0.22866437814819035,0.0028921933491693197,0.9944500094411759,0.9944500094411759,0,0,0.0,real_dominant,real_dominant,True,True
9,23,1,1,9,23,,,-0.0,-0.0,0.0,-0.22577218479902142,-0.22866437814819016,0.002892193349168737,0.9944500094411759,0.9944500094411759,0,0,0.0,real_dominant,real_dominant,True,True
20,36,1,1,20,36,,,-0.01891315663124845,-0.002209356298492666,0.8831841589657037,-0.12649174391416657,-0.14465682760014564,0.018165083685979078,0.9359383782560253,0.9359383782560253,-0.00716108933011,-0.0135489863685,0.006387897038386867,mixed,mixed,False,False
21,37,1,1,21,37,,,0.01891315663124845,0.002209356298492666,0.8831841589657037,-0.12649174391416657,-0.14465682760014564,0.018165083685979078,0.9359383782560253,0.9359383782560253,0.00716108933011,0.0135489863685,0.006387897038386867,mixed,mixed,False,False
18,30,1,1,18,30,,,-0.01891315663124851,-0.0022093562984926477,0.883184158965705,0.12649174391416682,0.1446568276001455,0.01816508368597869,0.935938378256025,0.935938378256025,-0.00716108933011,-0.0135489863685,0.006387897038386277,mixed,mixed,False,False
19,31,1,1,19,31,,,0.01891315663124851,0.0022093562984926477,0.883184158965705,0.12649174391416682,0.1446568276001455,0.01816508368597869,0.935938378256025,0.935938378256025,0.00716108933011,0.0135489863685,0.006387897038386277,mixed,mixed,False,False
26,56,1,1,26,56,,,-0.0898628735338413,-0.06995906024421251,0.22149095067757033,-1.319002804883903e-18,2.572055469523611e-17,2.7039557500120012e-17,0.868109268754408,0.868109268754408,-0.731412921048,-0.785444348739,0.054031427691167644,oscillatory,oscillatory,False,False
27,57,1,1,27,57,,,0.0898628735338413,0.06995906024421251,0.22149095067757033,-1.319002804883903e-18,2.572055469523611e-17,2.7039557500120012e-17,0.868109268754408,0.868109268754408,0.731412921048,0.785444348739,0.054031427691167644,oscillatory,oscillatory,False,False
46,61,1,1,46,61,,,-0.0043730040112981245,-0.0,1.0,-1.8744157229149084e-31,-0.019596857852548062,0.019596857852548062,0.9014454264998709,0.9014454264998709,-0.102100739191,0,0.1021007391913882,oscillatory,real_dominant,False,False
47,58,1,1,47,58,,,0.0043730040112981245,-0.0,1.0,-1.8744157229149084e-31,0.019596857852548027,0.019596857852548027,0.9014454264998709,0.9014454264998709,0.102100739191,0,0.1021007391913882,oscillatory,real_dominant,False,False
22,62,1,1,22,62,,,-0.11104206030845877,-0.051702359650698256,0.5343894060766111,5.935512621977564e-17,-4.742199206933864e-18,6.40973254267095e-17,0.8629026844803421,0.8629026844803421,-0.799442833113,-0.63082391302,0.16861892009343993,oscillatory,oscillatory,False,False
23,63,1,1,23,63,,,0.11104206030845877,0.051702359650698256,0.5343894060766111,5.935512621977564e-17,-4.742199206933864e-18,6.40973254267095e-17,0.8629026844803421,0.8629026844803421,0.799442833113,0.63082391302,0.16861892009343993,oscillatory,oscillatory,False,False
36,48,1,1,36,48,,,-0.005338847333225758,-0.01793469464093421,0.7023173552651208,-0.06088901743599117,-0.06722035013872318,0.0063313327027320135,0.8705371720082689,0.8705371720082689,0.00797018782474,0.0582598727202,0.05028968489550663,mixed,mixed,False,False
