figure_id,compound,panel,source_page,field_mT,time_ns,signal_proxy,digitization_kind
FigS11,1-h9,experimental,32,343.24657534246575,800.0,-0.05843186378479004,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.26027397260276,800.0,-0.1147361472249031,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.2739726027397,800.0,-0.11222640424966812,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.28767123287673,800.0,-0.07280401885509491,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.3013698630137,800.0,-0.03714635595679283,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.3150684931507,800.0,-0.05885167792439461,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.32876712328766,800.0,-0.12436295300722122,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.3424657534247,800.0,-0.11888166517019272,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.35616438356163,800.0,-0.05785668268799782,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.36986301369865,800.0,-0.0030396790243685246,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.3835616438356,800.0,-0.004529223777353764,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.3972602739726,800.0,-0.007796659134328365,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.4109589041096,800.0,-0.04016641527414322,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.4246575342466,800.0,-0.18978142738342285,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.43835616438355,800.0,-0.22143614292144775,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.45205479452056,800.0,-0.24095988273620605,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.4657534246575,800.0,-0.27336448431015015,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.47945205479454,800.0,-0.3072150647640228,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.4931506849315,800.0,-0.32128942012786865,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.5068493150685,800.0,-0.3318977952003479,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.52054794520546,800.0,-0.34038618206977844,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.5342465753425,800.0,-0.3440955877304077,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.54794520547944,800.0,-0.35226038098335266,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.56164383561645,800.0,-0.35055145621299744,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.5753424657534,800.0,-0.35221028327941895,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.5890410958904,800.0,-0.34536492824554443,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.6027397260274,800.0,-0.34560921788215637,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.6164383561644,800.0,-0.2967483103275299,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.63013698630135,800.0,-0.1335977464914322,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.64383561643837,800.0,-0.013425767421722412,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.6575342465753,800.0,-0.019245387986302376,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.67123287671234,800.0,-0.06430069357156754,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.6849315068493,800.0,-0.1837967485189438,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.6986301369863,800.0,-0.07287801802158356,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.71232876712327,800.0,0.007072707638144493,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.7260273972603,800.0,-0.010240854695439339,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.73972602739724,800.0,0.12443991005420685,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.75342465753425,800.0,0.3266785442829132,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.7671232876712,800.0,0.37756770849227905,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.7808219178082,800.0,0.3878411650657654,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.7945205479452,800.0,0.40672561526298523,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.8082191780822,800.0,0.41810154914855957,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.82191780821915,800.0,0.4246806800365448,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.83561643835617,800.0,0.4374367296695709,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.8493150684931,800.0,0.44853875041007996,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.86301369863014,800.0,0.46457499265670776,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.8767123287671,800.0,0.47266244888305664,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.8904109589041,800.0,0.4829222857952118,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.90410958904107,800.0,0.4930237829685211,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.9178082191781,800.0,0.5044362545013428,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.93150684931504,800.0,0.5150262713432312,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.94520547945206,800.0,0.53193199634552,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.958904109589,800.0,0.5552358031272888,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.972602739726,800.0,0.574203372001648,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.986301369863,800.0,0.5930482149124146,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.0,800.0,0.6063826084136963,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.013698630137,800.0,0.6157456040382385,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.027397260274,800.0,0.6164599657058716,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.041095890411,800.0,0.6088459491729736,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.05479452054794,800.0,0.605496883392334,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.06849315068496,800.0,0.604360044002533,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.0821917808219,800.0,0.6065675020217896,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.09589041095893,800.0,0.6077647805213928,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.1095890410959,800.0,0.5966963171958923,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.1232876712329,800.0,0.5993200540542603,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.13698630136986,800.0,0.5989359617233276,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.1506849315069,800.0,0.5944837331771851,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.16438356164383,800.0,0.5922784805297852,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.17808219178085,800.0,0.5922784209251404,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.1917808219178,800.0,0.5935085415840149,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.2054794520548,800.0,0.6001108884811401,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.2191780821918,800.0,0.5966870188713074,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.2328767123288,800.0,0.591196596622467,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.24657534246575,800.0,0.5978401899337769,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.26027397260276,800.0,0.605937123298645,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.2739726027397,800.0,0.6116419434547424,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.28767123287673,800.0,0.6150282025337219,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.3013698630137,800.0,0.6155568361282349,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.3150684931507,800.0,0.6162460446357727,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.32876712328766,800.0,0.6043172478675842,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.3424657534247,800.0,0.5868581533432007,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.35616438356163,800.0,0.5854154229164124,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.36986301369865,800.0,0.5773561596870422,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.3835616438356,800.0,0.5685319304466248,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.3972602739726,800.0,0.5485637784004211,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.4109589041096,800.0,0.5282777547836304,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.4246575342466,800.0,0.5099212527275085,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.43835616438355,800.0,0.486064612865448,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.45205479452056,800.0,0.4669714570045471,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.4657534246575,800.0,0.4332941174507141,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.47945205479454,800.0,0.31438037753105164,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.4931506849315,800.0,-0.20760177075862885,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.5068493150685,800.0,-0.42422056198120117,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.52054794520546,800.0,-0.4757743775844574,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.5342465753425,800.0,-0.5226674675941467,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.54794520547944,800.0,-0.5627914667129517,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.56164383561645,800.0,-0.5840880274772644,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.5753424657534,800.0,-0.5917540192604065,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.5890410958904,800.0,-0.5851543545722961,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.6027397260274,800.0,-0.577296793460846,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.6164383561644,800.0,-0.5777139067649841,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.63013698630135,800.0,-0.5763352513313293,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.64383561643837,800.0,-0.5727179050445557,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.6575342465753,800.0,-0.5702966451644897,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.67123287671234,800.0,-0.5748587846755981,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.6849315068493,800.0,-0.5749356746673584,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.6986301369863,800.0,-0.5666555762290955,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.71232876712327,800.0,-0.5698662400245667,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.7260273972603,800.0,-0.5725980401039124,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.73972602739724,800.0,-0.5804508924484253,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.75342465753425,800.0,-0.5863867402076721,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.7671232876712,800.0,-0.5852240324020386,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.7808219178082,800.0,-0.587672233581543,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.7945205479452,800.0,-0.5878645181655884,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.8082191780822,800.0,-0.5899864435195923,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.82191780821915,800.0,-0.5869104266166687,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.83561643835617,800.0,-0.5882263779640198,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.8493150684931,800.0,-0.578810453414917,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.86301369863014,800.0,-0.5799577236175537,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.8767123287671,800.0,-0.5741050243377686,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.8904109589041,800.0,-0.5674044489860535,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.90410958904107,800.0,-0.5609961152076721,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.9178082191781,800.0,-0.5567051768302917,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.93150684931504,800.0,-0.5605855584144592,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.94520547945206,800.0,-0.5566756129264832,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.958904109589,800.0,-0.5528467893600464,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.972602739726,800.0,-0.5426706671714783,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,344.986301369863,800.0,-0.5375022292137146,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.0,800.0,-0.5319119691848755,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.013698630137,800.0,-0.5316898822784424,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.027397260274,800.0,-0.5240612030029297,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.041095890411,800.0,-0.5108404755592346,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.05479452054794,800.0,-0.4988289177417755,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.06849315068496,800.0,-0.4915219247341156,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.0821917808219,800.0,-0.48055553436279297,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.09589041095893,800.0,-0.4666653275489807,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.1095890410959,800.0,-0.45341756939888,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.1232876712329,800.0,-0.43824145197868347,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.13698630136986,800.0,-0.4171602725982666,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.1506849315069,800.0,-0.4100457727909088,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.16438356164383,800.0,-0.40707603096961975,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.17808219178085,800.0,-0.40361276268959045,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.1917808219178,800.0,-0.39428800344467163,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.2054794520548,800.0,-0.3767733573913574,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.2191780821918,800.0,-0.3604224920272827,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.2328767123288,800.0,-0.34019461274147034,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.24657534246575,800.0,-0.328712522983551,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.26027397260276,800.0,-0.3177514672279358,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.2739726027397,800.0,-0.2621091902256012,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.28767123287673,800.0,-0.17989011108875275,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.3013698630137,800.0,-0.052910950034856796,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.3150684931507,800.0,-0.017484046518802643,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.32876712328766,800.0,-0.008770850487053394,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.3424657534247,800.0,-0.008772528730332851,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.35616438356163,800.0,-0.03370437026023865,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.36986301369865,800.0,-0.031210418790578842,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.3835616438356,800.0,0.04015250504016876,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.3972602739726,800.0,0.2206493318080902,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.4109589041096,800.0,0.29244956374168396,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.4246575342466,800.0,0.09727277606725693,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.43835616438355,800.0,-0.023148564621806145,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.45205479452056,800.0,-0.20941343903541565,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.4657534246575,800.0,-0.09463410824537277,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.47945205479454,800.0,-0.012980100698769093,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.4931506849315,800.0,-0.001176610472612083,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.5068493150685,800.0,0.0019346551271155477,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.52054794520546,800.0,-0.011706123128533363,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.5342465753425,800.0,0.013938972726464272,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.54794520547944,800.0,0.12426085025072098,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.56164383561645,800.0,0.2594686448574066,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.5753424657534,800.0,0.3326185941696167,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.5890410958904,800.0,0.3023821711540222,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.6027397260274,800.0,0.2065572738647461,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.6164383561644,800.0,0.0370592400431633,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.63013698630135,800.0,0.0587044432759285,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.64383561643837,800.0,0.13055063784122467,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.6575342465753,800.0,0.23147164285182953,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.67123287671234,800.0,0.24506279826164246,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.6849315068493,800.0,0.19308103621006012,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.6986301369863,800.0,0.08388129621744156,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.71232876712327,800.0,0.06993870437145233,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.7260273972603,800.0,0.11958416551351547,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.73972602739724,800.0,0.22812685370445251,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.75342465753425,800.0,0.25358620285987854,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.7671232876712,800.0,0.2230226695537567,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.7808219178082,800.0,0.15626947581768036,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.7945205479452,800.0,0.10940892994403839,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.8082191780822,800.0,0.07396519929170609,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.82191780821915,800.0,0.041945189237594604,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.83561643835617,800.0,0.018632035702466965,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.8493150684931,800.0,0.0414685495197773,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.86301369863014,800.0,0.06725922971963882,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.8767123287671,800.0,0.10450524091720581,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.8904109589041,800.0,0.13040055334568024,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.90410958904107,800.0,0.14388294517993927,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.9178082191781,800.0,0.14209774136543274,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.93150684931504,800.0,0.17194783687591553,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.94520547945206,800.0,0.24049274623394012,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.958904109589,800.0,0.28727445006370544,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.972602739726,800.0,0.2911844849586487,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,345.986301369863,800.0,0.26607465744018555,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,346.0,800.0,0.25124555826187134,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.0,796.0893854748604,0.138590469956398,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.013698630137,796.0893854748604,0.17972561717033386,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.027397260274,796.0893854748604,0.12542004883289337,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.041095890411,796.0893854748604,0.10686276108026505,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.05479452054794,796.0893854748604,0.09670589119195938,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.06849315068496,796.0893854748604,0.10942858457565308,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.0821917808219,796.0893854748604,0.09657122194766998,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.09589041095893,796.0893854748604,0.013424650765955448,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.1095890410959,796.0893854748604,-0.03839312493801117,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.1232876712329,796.0893854748604,-0.17382003366947174,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.13698630136986,796.0893854748604,-0.21858245134353638,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.1506849315069,796.0893854748604,-0.12105098366737366,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.16438356164383,796.0893854748604,-0.1097361370921135,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.17808219178085,796.0893854748604,-0.0593615286052227,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.1917808219178,796.0893854748604,-0.021493736654520035,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.2054794520548,796.0893854748604,-0.02307136170566082,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.2191780821918,796.0893854748604,-0.03680063784122467,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.2328767123288,796.0893854748604,-0.02305983379483223,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.24657534246575,796.0893854748604,-0.14135965704917908,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.26027397260276,796.0893854748604,-0.2633143663406372,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.2739726027397,796.0893854748604,-0.2563028037548065,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.28767123287673,796.0893854748604,-0.18259163200855255,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.3013698630137,796.0893854748604,-0.058128681033849716,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.3150684931507,796.0893854748604,-0.008047766983509064,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.32876712328766,796.0893854748604,-0.021910669282078743,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.3424657534247,796.0893854748604,-0.0048932358622550964,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.35616438356163,796.0893854748604,-0.014954586513340473,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.36986301369865,796.0893854748604,-0.01998223178088665,pdf_figure_color_proxy_not_raw
FigS11,1-h9,experimental,32,343.3835616438356,796.0893854748604,-0.031798265874385834,pdf_figure_color_proxy_not_raw
