family,topology_class,seed_kind,seed,seed_sha256,n,rg,length,ds_cv,min_nonlocal_vertex_distance
knot_9.2,9.2,knot,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_9.2_final.txt,5a27e68f78ff4ccacce8f3baa7f43506c437ed62551f6808c9eac35269e11dde,192,1.9267316460533803,40.412598306021614,0.0012877134174636862,0.781345855450893
knot_9.35,9.35,knot,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_9.35_final.txt,d5c78e55dbf668790ba1d0638103853eaa22d58ba42b32f072072de8106c4256,192,1.828381104370917,40.69653916056812,0.0013272713264301458,0.8106714059435737
link_0.2.1,0.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_0.2.1_final.txt,da65b64ff17e69faaa8592c0010946fb03a8f6261e71842049224723eb7b8e6a,192,1.9635349763077117,24.471269667432168,0.022644809198722023,0.03530548151601376
link_0.3.1,0.3,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_0.3.1_final.txt,2ee9f61985e229322d6d038c39c22ee21259c1bbc0d2a7c2acfd51dfb51dbdcf,192,3.1025426538376943,36.179386676375124,0.059282593930692726,0.011294053057349268
link_2.2.1,2.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_2.2.1_final.txt,e8b1dd43b21640afe852dd45e4b5223c82734e5446cd60a5b37225d37c2dd0a2,192,3.5829163526252654,48.675219025946944,0.058334337259977144,0.11353259006065908
link_4.2.1,4.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_4.2.1_final.txt,05a613e6d519a964dfb8fcd44fdf825d3e7a83cf1b7cd8a3633e5ee2da98b358,192,1.668160541987372,27.476888591263847,0.021520607571613275,0.06378668222064121
link_5.2.1,5.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_5.2.1_final.txt,f9c6d79909356bd7777f29132f3d64e47f26eb9a4ebc75043fb4a24a16a1d4e2,192,1.5884633256868954,29.392211621240364,0.03458839933153112,0.03492861029601392
link_6.2.1,6.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.2.1_final.txt,d936b148d0e687d306a2640d9f2e48393d4152b9eede67fa1bdeb9e61c3ebbdc,192,1.8722457726470068,34.897411803724225,0.010197471129171496,0.03859295380532116
link_6.3.1,6.3,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.3.1_final.txt,4a1eca037b4671ad7296ab17e11f594e5032e7cfadf42af1204287f595eb73e3,192,1.7930847513434554,40.37935166061166,0.04768109686503083,0.06321279039705797
link_6.3.2,6.3,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.3.2_final.txt,fb9f648ce5ea0a5c382c5abd126ec14aaff356dcbb3db8bd9b5ffcfe21a99eab,192,1.7803731864429555,44.762493845419456,0.0402021011782862,0.06801622068358769
link_6.3.3,6.3,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.3.3_final.txt,826c43d3149cc6f2f0905f973c7b8c08380eebae5d9558b59883b2f4d98c2c5b,192,1.563457616831934,33.265799727360005,0.036454097212907516,0.035535584275493505
link_7.2.5,7.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_7.2.5_final.txt,2e1ff55f2dbcb200c172137f1bfda96db7dd998806c38461e3d577686ac28e8c,192,1.8097710044046338,42.95254922474934,0.026432238075645917,0.07554778665391566
link_7.2.6,7.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_7.2.6_final.txt,46e9eef6b2f1b233cd044b8c4da50bcc9d71b03682ed265ab1bc50fbcf3b886f,192,2.4707303649536105,53.87491598183263,0.045661996831283226,0.07412354338992527
link_7.2.8,7.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_7.2.8_final.txt,9190be88d45765116989f30958391a9a795c3ea3f4779bacf4993bbc968cea98,192,1.6332382748575969,39.01986769933767,0.030651706047401462,0.032473153895180164
link_8.2.1,8.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_8.2.1_final.txt,773b5e67a82396c72fc455fe58f14bace99bcf00ccd61a052cf087d00e7c8a55,192,2.3365804870137685,40.86205044762805,0.021626379702559925,0.049493887019633136
link_9.2.20,9.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_9.2.20_final.txt,66bac3fbecd8197e4655d031fa1344c8b96009e17f17424daf46507912a776f5,192,2.4601434563497295,51.41748969475496,0.02657507796594159,0.0679181004385691
link_9.2.40,9.2,link,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_9.2.40_final.txt,6ae57b85756b4b2ae242e228e0b19319f124b8c4a8a0dfaf70ba154f5daa15b3,192,2.422176297029461,52.95788229762252,0.03768574067694343,0.043472435847556785
torus_2.11,2.11,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.11_final.txt,5b04de2f9c7b336c962f51ac436def92e7a0ca15665ac8764e440f117993428f,192,2.652248241628533,48.29104169764633,0.001189634143369781,0.947662630913428
torus_2.3,2.3,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.3_final.txt,1c98ace74089b1e837b66b23f1124dc8e1f4755bf8c9ec6a7454bf65d5bed500,192,1.238845491409083,16.36858452003297,0.00023836006777564403,0.3380055895418348
torus_2.4,2.4,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.4_final.txt,652c2538c1f7d922a8cc1d1af433737f59ee6203e44dfcf8b8e443484b5d0bd8,192,1.373443958942928,25.000945058852587,0.02503038191068642,0.035481141052893884
torus_2.5,2.5,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.5_final.txt,85ccd2e3f0af33b09722bca6bfe808d797a6ecdf3cec9566638121b5c97d47e7,192,1.54914019267944,24.081782658886723,0.0004265513426891505,0.4918930865651729
torus_2.6,2.6,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.6_final.txt,2b28b693246f143f0b2a3dfd9df3fb806180c4e253a5659367cb6cd17d5ea258,192,1.7303548642382145,32.0116021007663,0.04074746094087809,0.06352872451807937
torus_2.7,2.7,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.7_final.txt,50abd3d2c615fa1ca5387e9d7bedaa8590b35f295592d898a46692d969127620,192,1.897584128367005,32.02830898987264,0.0006234324292973647,0.6475844234288971
torus_2.8,2.8,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.8_final.txt,ba1a7e1ff2b26f17f8a91bdc5de3cdc63a57a43ec3da5382a8a3e54907395a68,192,2.0973492144169,39.68172165645939,0.006137943853505801,0.019276783498470826
torus_2.9,2.9,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.9_final.txt,d5de6920f0885d8db8a98a00f60f25b99008882d816d183c7322c8416246948c,192,2.269738398154226,40.11749049329029,0.0008154496530237152,0.8014513359318368
torus_3.3,3.3,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_3.3_final.txt,61b9e1f84f79883b7e94d69db26ebeb5b005dea9c4612fe6f77b3709636c1e47,192,1.3461388297332249,33.964042769736295,0.005464183939720156,0.044245880406151655
torus_3.6,3.6,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_3.6_final.txt,0254682e358105a5376bdea998483dee24401bebfd1c622ccb9f2c12466116b2,192,1.8599826466792968,50.24309996865307,0.03463089955228063,0.08737079813759781
torus_3.9,3.9,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_3.9_final.txt,80f4e30e84f1b7613886097efb938a8158fc497306e60aed2579a330d245a4f0,192,2.097192366091331,61.805161471429315,0.02768836354957717,0.058471909111104184
torus_6.15,6.15,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_6.15_final.txt,f3ecc9b446954f6f78074fdbb4d70ace8e7c4c5526628b66779a5671a9ddba21,192,3.3591888514054826,155.81756544801448,0.020785586491561144,0.12882813645663577
torus_6.21,6.21,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_6.21_final.txt,f024fd71d0051b32d2bed8eb714a288b5299589734f8aad1ae51224bc0513f24,192,4.887057382832098,227.66032657534683,0.011164900080303944,0.3642223682081415
torus_6.9,6.9,torus,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_6.9_final.txt,fc915c04a6cf2946d0a7d4b9a53c42aba018557b1db35b76d60b5b3102b94734,192,2.7741405981444105,117.75749330193145,0.010306619935632037,0.0849076931766884
