file,family,topology_class,seed_kind,q,h,p,replicate,seed_file,seed_sha256,geometry_ok,separation_ratio,n,rg,length,ds_cv,min_nonlocal_vertex_distance
knot_0.1/knot_0p1_qm0p05_h0_p0.txt,knot_0.1,0.1,knot,-0.05,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,0.9495657475266625,192,0.47702939740046735,2.997131888299515,0.0006572495449106155,0.062368390407641736
knot_0.1/knot_0p1_qm0p02_h0_p0.txt,knot_0.1,0.1,knot,-0.02,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,0.9798330384533835,192,0.49209348237865286,3.0917781654331797,0.0002497117668927775,0.06435637514910526
knot_0.1/knot_0p1_q0_hm0p05_p0.txt,knot_0.1,0.1,knot,0,-0.05,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,1.049647490675329,192,0.5272430142597373,3.3126194799160635,0.0006108194016623286,0.06894185543166115
knot_0.1/knot_0p1_q0_hm0p02_p0.txt,knot_0.1,0.1,knot,0,-0.02,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,1.0198921042929379,192,0.5121789291254822,3.2179732020935865,0.00025655615499003916,0.06698749307238167
knot_0.1/knot_0p1_q0_h0_pm0p05.txt,knot_0.1,0.1,knot,0,0,-0.05,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,false,0.8934516817407012,192,0.502749218962913,5.42363724857436,0.485690333758991,0.058682764666175474
knot_0.1/knot_0p1_q0_h0_pm0p02.txt,knot_0.1,0.1,knot,0,0,-0.02,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,false,0.9491557142052283,192,0.5022326934777204,3.694171996347322,0.19716938047487156,0.062341459025230396
knot_0.1/knot_0p1_q0_h0_p0.txt,knot_0.1,0.1,knot,0.0,0.0,0.0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,1.0,192,0.5021362057372409,3.154875683697947,1.0192426422453282e-05,0.06568096055496202
knot_0.1/knot_0p1_q0_h0_p0p02.txt,knot_0.1,0.1,knot,0,0,0.02,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,false,0.9578445342241272,192,0.5022381756450248,3.6944439056640386,0.1968211901568666,0.06291214907016086
knot_0.1/knot_0p1_q0_h0_p0p05.txt,knot_0.1,0.1,knot,0,0,0.05,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,false,0.8985584475117079,192,0.5027629101885018,5.425451035142649,0.4848578446487787,0.05901818194734439
knot_0.1/knot_0p1_q0_h0p02_p0.txt,knot_0.1,0.1,knot,0,0.02,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,0.9798330384533835,192,0.49209348237865286,3.0917781654331797,0.0002497117668927775,0.06435637514910526
