candidate_id,carrier_id,family,source,source_qualified,condition,gamma_core,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,n_threads,helix_turns,thread_gamma_each,hole_clearance,combined_initial_gap_core,carrier_self_gap_core,bundle_radius,thread_density_proxy,link_matrix_json
CAND_C692778F750741F3,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.6689081288829561,4.9215841420233595,13.50287753942583,0.1204034631989321,2.134216310163491,"[[2.0032874920368253, 2.0032875368443315, 2.0032875431565746]]"
CAND_FDFF3802E9E91551,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.6689081288829561,4.9215841420233595,13.50287753942583,0.1204034631989321,2.134216310163491,"[[2.0032874920368253, 2.0032875368443315, 2.0032875431565746]]"
CAND_C85CA634864A7EE5,TORUS_T2_5,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.6849426507125419,5.064408842035409,15.178938349610558,0.12328967712825754,2.035461825537382,"[[2.000684663584199, 2.0006836233703935, 2.0006856437430103]]"
CAND_C954CB374F2C0BBD,TORUS_T2_5,torus,"analytic T(2,q)",True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.6849426507125419,5.064408842035409,15.178938349610558,0.12328967712825754,2.035461825537382,"[[2.000684663584199, 2.0006836233703935, 2.0006856437430103]]"
CAND_8F3CE9C0C46FAB48,TORUS_T2_7,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.6748400819245498,4.974421967302763,13.952213790940734,0.12147121474641896,2.096861004103467,"[[1.9971505903905902, 1.9971509093802253, 1.9971507828603656]]"
CAND_959F96067C6A1ABB,TORUS_T2_7,torus,"analytic T(2,q)",True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.6748400819245498,4.974421967302763,13.952213790940734,0.12147121474641896,2.096861004103467,"[[1.9971505903905902, 1.9971509093802253, 1.9971507828603656]]"
CAND_CFDD016801F6F3FD,TWIST_4_1,twist,knot.4_1.fseries,True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.29499577157980533,2.773775144460555,15.37248830022297,0.07700000000000001,10.97336437061216,"[[0.9977333180408531, 0.9026497519020794, 0.9466701473143355]]"
CAND_4C55165E4ACE56FE,TWIST_4_1,twist,knot.4_1.fseries,True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.29499577157980533,2.773775144460555,15.37248830022297,0.07700000000000001,10.97336437061216,"[[0.9977333180408531, 0.9026497519020794, 0.9466701473143355]]"
CAND_1A9CA7C2D1C31CE0,TWIST_5_2,twist,knot.5_2.fseries,True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.3086126338532219,2.7737751444605556,15.88340257063019,0.07700000000000001,10.026375834212443,"[[-1.0281968384963074, -1.039212349372126, -1.0380166355213907]]"
CAND_5C1011F3451DE359,TWIST_5_2,twist,knot.5_2.fseries,True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.3086126338532219,2.7737751444605556,15.88340257063019,0.07700000000000001,10.026375834212443,"[[-1.0281968384963074, -1.039212349372126, -1.0380166355213907]]"
CAND_940546A86721350A,TWIST_7_2,twist,knot.7_2.fseries,True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.22591271454914783,2.7737751444605556,12.035915832776896,0.07700000000000001,18.710699931252513,"[[2.9872187806778805, 3.017811283047181, 3.1314695376549064]]"
CAND_C2C91168B214CDDA,TWIST_7_2,twist,knot.7_2.fseries,True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.22591271454914783,2.7737751444605556,12.035915832776896,0.07700000000000001,18.710699931252513,"[[2.9872187806778805, 3.017811283047181, 3.1314695376549064]]"
CAND_2CD833057F34AFA5,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.6665007507508585,4.900140849246067,6.4872931705643495,0.11997013513515452,2.149661587807463,"[[1.0006906741167447, 1.000588411163453, 1.0005932097650474], [1.0005884098985005, 1.0005932089464407, 1.000690673776543], [1.000593209016617, 1.0006906737764125, 1.000588409679999]]"
CAND_EF55BC127A07EA15,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.6665007507508585,4.900140849246067,6.4872931705643495,0.11997013513515452,2.149661587807463,"[[1.0006906741167447, 1.000588411163453, 1.0005932097650474], [1.0005884098985005, 1.0005932089464407, 1.000690673776543], [1.000593209016617, 1.0006906737764125, 1.000588409679999]]"
