pair_id,carrier_id,profile,axial_ratio,core_fraction,m,n,both_valid,lambda_real,lambda_imag,omega_mode,T_mode,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,log_growth_ratio
P00000,TORUS_T2_5,gaussian,-1.0,0.05,2,1,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan
P00001,TORUS_T2_5,gaussian,-1.0,0.05,2,2,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan
P00002,TORUS_T2_5,gaussian,-1.0,0.05,2,3,False,0.036972394864274304,-2.0579269067184773,2.0579269067184773,3.0531625232494815,nan,nan,nan,nan,1.3207793553866565,1.5581155916205411,nan
P00003,TORUS_T2_5,gaussian,-0.5,0.05,2,1,True,5.995978385571149e-16,-2.3374480808319946,2.3374480808319946,2.6880534197547354,0.06929132990224994,4243.018500062439,2975.9471004812935,0.6254832162489554,1.3207793553866565,1.7697491040414617,0.0
P00004,TORUS_T2_5,gaussian,-0.5,0.05,2,2,True,0.02112146596023613,-2.8761650365425226,2.8761650365425226,2.184570505290854,-0.4671962451693299,629.2952858870208,773.0105968014692,0.8437797346923753,1.3207793553866565,2.1776271901982667,0.5695540270913432
P00005,TORUS_T2_5,gaussian,-0.5,0.05,2,3,True,0.027953100164382492,-2.8768949688013774,2.8768949688013774,2.184016231151253,-0.4305476985103242,682.8613779295957,685.3367504245905,1.2983806675462746,1.3207793553866565,2.1781798428846355,0.003634341282409575
P00006,TORUS_T2_5,gaussian,0.5,0.05,2,1,False,2.0273261215928515e-16,-2.5953499063540235,2.5953499063540235,2.4209395780495258,0.2375224988040255,nan,nan,nan,1.3207793553866565,1.9650139864536558,nan
P00007,TORUS_T2_5,gaussian,0.5,0.05,2,2,True,3.492332393610334e-16,-2.6203003316294717,2.6203003316294717,2.3978874602028144,0.27211118854276545,1080.4568391459945,904.3423743651974,-2.9979986937685306,1.3207793553866565,1.9839046703318453,0.0
P00008,TORUS_T2_5,gaussian,0.5,0.05,2,3,True,2.6469872696081355e-16,-2.5978455230690853,2.5978455230690853,2.4186139057863048,0.025082391752768503,11721.545439809383,6449.780378255113,1.3081176020431216,1.3207793553866565,1.966903489575342,0.0
P00009,TORUS_T2_5,gaussian,1.0,0.05,2,1,True,2.90442808356028e-16,-2.131516233424914,2.131516233424914,2.9477539080637367,0.03658550434051393,8036.08970188782,9777.912144772006,0.13155551798889561,1.3207793553866565,1.6138321853167634,0.0
P00010,TORUS_T2_5,gaussian,1.0,0.05,2,2,True,4.3139180761414986e-16,-2.6012993897978793,2.6012993897978793,2.4154025991094357,0.33730025112262835,871.6400112085548,763.3387398158919,0.20091517039047196,1.3207793553866565,1.969518511315883,0.0
P00011,TORUS_T2_5,gaussian,1.0,0.05,2,3,False,7.786443033901301e-17,-2.5837890969597015,2.5837890969597015,2.431771739641172,0.41053204966341034,716.15454849439,657.6984334735356,2.9468738266049734,1.3207793553866565,1.9562609654837468,nan
P00012,TORUS_T2_5,smooth_rankine,-1.0,0.05,2,1,True,0.00907763893028049,-2.8064539232103383,2.8064539232103383,2.238834300900323,-1.0576288243277867,277.9844761285142,277.91498000948206,0.10449660134537647,1.299188297090765,2.160159485345388,0.291012403444261
P00013,TORUS_T2_5,smooth_rankine,-1.0,0.05,2,2,True,0.025597895232797287,-2.7452799434523287,2.7452799434523287,2.288722985124119,-1.0076115141307855,291.7834805835844,293.9718566879613,0.6992336260792019,1.299188297090765,2.113073177767807,0.11637393567138503
