pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,da2e089cb26cc29b,813168c88e2aac97,geometry/da2e089cb26cc29b.npz,geometry/813168c88e2aac97.npz
P00001,68db9e7bdc44447d,fc9b57bbaf5d7800,geometry/68db9e7bdc44447d.npz,geometry/fc9b57bbaf5d7800.npz
P00002,476c262426577c40,4f5e344b9fb801f0,geometry/476c262426577c40.npz,geometry/4f5e344b9fb801f0.npz
P00003,cf3cdd2853a358cb,f26222b676a44865,geometry/cf3cdd2853a358cb.npz,geometry/f26222b676a44865.npz
P00004,ef02263d0e37bf5b,345f24c0b3b79714,geometry/ef02263d0e37bf5b.npz,geometry/345f24c0b3b79714.npz
P00005,4ecc86a3792f3621,d0f78252cb0bc112,geometry/4ecc86a3792f3621.npz,geometry/d0f78252cb0bc112.npz
P00006,3f43969225905343,059d55abb47c8ef9,geometry/3f43969225905343.npz,geometry/059d55abb47c8ef9.npz
P00007,b67db3361e9dd999,73b339a54a05102c,geometry/b67db3361e9dd999.npz,geometry/73b339a54a05102c.npz
P00008,dccfbda4c482a80d,151ff4b2511ef1f3,geometry/dccfbda4c482a80d.npz,geometry/151ff4b2511ef1f3.npz
P00009,0d68c8a13bce432e,488e6f179acd90ee,geometry/0d68c8a13bce432e.npz,geometry/488e6f179acd90ee.npz
P00010,b4ecb69a1bb46ca3,d3382c06a58c97b7,geometry/b4ecb69a1bb46ca3.npz,geometry/d3382c06a58c97b7.npz
P00011,e00d17d7bbe0adbb,929de6ed39686014,geometry/e00d17d7bbe0adbb.npz,geometry/929de6ed39686014.npz
P00012,42ab864768ec79d4,2a7e6859a6f94118,geometry/42ab864768ec79d4.npz,geometry/2a7e6859a6f94118.npz
P00013,bfc434a3be357c10,e344374f6cd2a059,geometry/bfc434a3be357c10.npz,geometry/e344374f6cd2a059.npz
P00014,29b24dc766d4f203,b1fd6c50aa0bdaa0,geometry/29b24dc766d4f203.npz,geometry/b1fd6c50aa0bdaa0.npz
P00015,d2f10749c73c1925,a5aad20a49ef043c,geometry/d2f10749c73c1925.npz,geometry/a5aad20a49ef043c.npz
