basis,candidate_a,candidate_b,growth_A_over_B,pair_id,winner_anonymous
MODE_GATE,7d353aec789fb8d3,ae9fa85ef59b0809,,P00000,INDETERMINATE
CONVERGED_GROWTH,6213ebb7df8788c1,1850d41661e58679,0.9973138898697156,P00001,TIE
MODE_GATE,84763329646f6bfa,76bcc20d371ca80d,,P00002,B
MODE_GATE,cade754d3820497d,5cd17cc3811860c3,,P00003,INDETERMINATE
MODE_GATE,047143519c209454,fa51f0fa75af3c93,,P00004,A
CONVERGED_GROWTH,33780e8ed9519d31,3559555ec16352d6,0.9993491490092675,P00005,TIE
NEUTRAL_NEUTRAL,ad3cc87967748360,4d9a441c9d6967bb,1.0,P00006,TIE
NEUTRAL_NEUTRAL,82d930ce5da92ea5,87587f9e5340eed7,1.0,P00007,TIE
MODE_GATE,e5c04482116adf7e,8f20ee89d25c27e9,,P00008,INDETERMINATE
CONVERGED_GROWTH,3a56572620f255f1,a92445fc4a6afef9,1.144208720871738,P00009,B
MODE_GATE,581ac914cf22dccd,1f8d0fe7d040ded5,,P00010,A
MODE_GATE,7cab404bff5d4486,3961ad506074fa3d,,P00011,INDETERMINATE
MODE_GATE,1070548b4c7bcad9,0df6b80a83ad8036,,P00012,B
CONVERGED_GROWTH,4346c6fd1a702a9a,0cb2c192f78d01a6,1.0247762800316107,P00013,TIE
MODE_GATE,de22241c31b2c3fc,85e61e5484843e76,,P00014,B
NEUTRAL_NEUTRAL,51092e521ced0934,a338f4a4dc211cc8,1.0,P00015,TIE
