axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,log_growth_ratio,growth_effect_bounded,neutral_pair,both_valid,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid,closed_delay_valid,closed_phase_valid,phase_uncertainty_rad,phase_sampling_step_rad,dispersion_omega_rmse,carrier_phase_cycles_at_return,lambda_real,lambda_imag,omega_mode,T_mode,advective_frequency_mode_weighted,omega_intrinsic,T_intrinsic,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,intrinsic_over_swirl_frequency_ratio,clock_regime,axial_branch_continuation_enabled,axial_branch_continuation_success
-0.75,7d353aec789fb8d3,ae9fa85ef59b0809,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,1,1,P00000,gaussian,INDETERMINATE,9.796211554607037e-05,0.0052728945142078085,nan,nan,nan,False,False,nan,nan,0.20222910997343604,False,False,False,False,nan,nan,nan,nan,9.796211554607037e-05,-0.044516986623023204,0.044516986623023204,141.14129872236367,1.0021995272322453,-0.9576825406092221,6.560822653384271,-0.004464713317174737,nan,nan,nan,1.3167214819603816,0.03380896205683888,0.7273235484723697,SLOW_MODE,False,True
-0.75,6213ebb7df8788c1,1850d41661e58679,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00001,gaussian,TIE,0.01933195289062926,0.01928002510927046,1.002693344750904,0.002689724197405986,0.001344792327766273,False,True,-1.1694595329841275,0.01231119780296619,0.2359474881828614,True,True,True,True,0.00021964278863581554,0.049999999999999996,1.487793897040185e-07,88.18803379125295,0.01933195289062926,-1.4663540989029002,1.4663540989029002,4.284903156666287,1.4882996065404126,-0.02194550763751235,286.30849698092567,-0.6751915487295415,379.3208510508117,383.99074507888776,-1.1694595329841275,1.3167214819603816,1.1136402944681516,0.016666780285865088,FAST_SWIRL_LOCKED,False,True
-0.75,84763329646f6bfa,76bcc20d371ca80d,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,2,1,P00002,gaussian,CLOSED,0.0,1.4225276315663397e-17,nan,nan,nan,False,False,-0.20773781455141593,0.33260449396021685,0.27996358441741404,True,False,True,False,0.65694302890251,0.05,0.00019379718310939147,1242.0010531546036,-1.041567565692794e-18,-2.1106348104759824,2.1106348104759824,2.9769173122671213,2.1958045871294027,-0.08516977665342029,73.77247603627787,0.10068269137822958,2543.776188146122,3389.847579952512,-0.20773781455141593,1.3167214819603816,1.6029470464274604,0.06468321343600814,OTHER_BRANCH,False,True
-0.75,cade754d3820497d,5cd17cc3811860c3,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,2,2,P00003,gaussian,INDETERMINATE,nan,0.010346711377025189,nan,nan,nan,False,False,nan,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,nan,nan,OTHER_BRANCH,False,True
0.75,047143519c209454,fa51f0fa75af3c93,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,torus,1,1,P00004,gaussian,CLOSED,0.0003018601052243797,0.0003309777826879671,nan,nan,nan,False,False,-2.338128719998857,0.2389217881547001,0.22896915501474024,True,False,True,False,1.133221421789215,0.05000000000000001,6.1005785664017766e-06,1360.2309858450533,0.0003018601052243797,-0.04572787758763525,0.04572787758763525,137.4038253828459,1.0249162452093645,-0.9791883676217292,6.416727889078485,-0.0010493473542545083,244070.02299858796,185756.37666880654,-2.338128719998857,1.3167214819603816,0.03472858779485694,0.7436564080080769,SLOW_MODE,False,True
0.75,33780e8ed9519d31,3559555ec16352d6,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00005,gaussian,TIE,0.0011197545522896072,0.0011190257524213625,1.0006512748736291,0.0006510628861850418,0.0003252437852620039,False,True,-1.4831211599766554,0.07077671865141555,0.252784515803986,True,True,True,False,0.0011412533357406736,0.05,2.4456152935656472e-09,4030.2991015326365,0.0011197545522896072,-0.055406637588070205,0.055406637588070205,113.40131039701353,1.040733879849931,-0.9853272422618609,6.376749812332668,-0.0005302355705700749,483019.7125610563,448833.16226203484,-1.4831211599766554,1.3167214819603816,0.042079238735878176,0.7483186503457593,SLOW_MODE,False,True
0.75,ad3cc87967748360,4d9a441c9d6967bb,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,2,1,P00006,gaussian,TIE,1.4836374138843202e-16,2.9537176650194796e-16,1.0,0.0,0.0,True,True,2.571764008930788,0.36860814651554163,0.3847651726856659,True,True,True,True,0.0024096248326348794,0.05,8.361074087913383e-07,968.5637044777653,1.4836374138843202e-16,-2.129703306649762,2.129703306649762,2.950263206880056,2.2405543660519465,-0.1093728493693793,57.44739524852011,0.056590526492229995,4525.743949768171,2857.517860840199,2.571764008930788,1.3167214819603816,1.6174288456803974,0.08306452873127058,OTHER_BRANCH,False,True
0.75,82d930ce5da92ea5,87587f9e5340eed7,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,torus,2,2,P00007,gaussian,TIE,1.7654847863528723e-16,2.2994881377625096e-16,1.0,0.0,0.0,True,True,-1.0904009352480166,0.12747871481180584,0.4087989795190371,True,True,True,True,0.0004770718191004463,0.05,4.922743413328948e-07,305.1875330880668,1.7654847863528723e-16,-2.625539282569526,2.625539282569526,2.393102761361257,2.723801597181378,-0.11483657993240692,54.71414518682012,0.30597194533790073,837.0513597368052,730.3451281660828,-1.0904009352480166,1.3167214819603816,1.9939974539342442,0.08721402476204318,OTHER_BRANCH,False,True
-0.75,e5c04482116adf7e,8f20ee89d25c27e9,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,twist,1,1,P00008,gaussian,INDETERMINATE,0.0,8.529435175094459e-05,nan,nan,nan,False,False,nan,nan,0.988452268117891,False,False,False,False,nan,nan,nan,nan,0.0,-0.9656872478062701,0.9656872478062701,6.506439141091441,1.2676048948414615,-0.3019176470351914,20.810924332777475,-0.010929278883492023,nan,nan,nan,1.3167214819603816,0.7334028198343971,0.2292949960728868,OTHER_BRANCH,False,True
-0.75,3a56572620f255f1,a92445fc4a6afef9,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,twist,1,2,P00009,gaussian,SYMMETRIC_CONTROL,0.016503054523065126,0.014423114227275546,1.144208720871738,0.13471332463039284,0.06725067728966878,False,True,1.8945702631128882,0.014777272539749253,0.19437776273178056,True,True,True,True,0.0002715428495840122,0.05,1.1831704752880232e-07,110.70475857262339,0.016503054523065126,-1.5105283900913777,1.5105283900913777,4.1595943170584775,1.5240435520672457,-0.014901646908558996,421.64368446891194,-0.6747279759868595,473.04645811422176,480.0367945497387,1.8945702631128882,1.3167214819603816,1.1471889923466954,0.011317235355173894,FAST_SWIRL_LOCKED,False,True
-0.75,581ac914cf22dccd,1f8d0fe7d040ded5,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,twist,2,1,P00010,gaussian,CLOSED,5.003557629160989e-18,1.9847541999431268e-17,nan,nan,nan,False,False,-2.8431952139621743,0.13166830611433478,0.30406316505351044,True,False,True,True,0.19308370475753867,0.05,0.00012390521637260394,528.402075121159,5.003557629160989e-18,-2.1097693407119755,2.1097693407119755,2.978138503548082,2.1981048843159505,-0.09161566068973759,68.58200071773759,0.17785362728455603,1794.6087696063394,1558.3156727743421,-2.8431952139621743,1.3167214819603816,1.602289754983625,0.06957861776002693,OTHER_BRANCH,False,True
-0.75,7cab404bff5d4486,3961ad506074fa3d,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,twist,2,2,P00011,gaussian,INDETERMINATE,0.0,nan,nan,nan,nan,False,False,nan,nan,0.2755484148062841,False,False,False,False,nan,nan,nan,nan,-5.711645208087632e-17,-2.071576236422315,2.071576236422315,3.0330456570745707,2.1620737448327603,-0.09049750841044535,69.42937344399166,nan,nan,nan,nan,1.3167214819603816,1.573283541587002,0.0687294235343601,OTHER_BRANCH,False,True
0.75,1070548b4c7bcad9,0df6b80a83ad8036,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,twist,1,1,P00012,gaussian,CLOSED,0.00019897323383404148,0.00021140695287573492,nan,nan,nan,False,False,1.8619685059287596,0.444119053357403,0.22635038487216239,True,False,True,True,0.2587365934273484,0.05,2.0037860272988708e-05,94.5591213041252,0.00019897323383404148,-0.045733115812138875,0.045733115812138875,137.3880872886393,1.0239023928560111,-0.9781692770438722,6.423413058083378,-0.013740676558807837,23228.672756041782,12912.37660087961,1.8619685059287596,1.3167214819603816,0.03473256602759286,0.7428824473855619,SLOW_MODE,False,True
0.75,4346c6fd1a702a9a,0cb2c192f78d01a6,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,twist,1,2,P00013,gaussian,TIE,0.000812672808870631,0.0007930243673114317,1.0247762800316107,0.024474325383658197,0.012221481663518339,False,True,2.457284095818936,0.36334806060566416,0.24398832473848062,True,True,True,False,0.000611149727072919,0.05,1.3089346401895449e-09,3108.4129387186586,0.000812672808870631,-0.05099047250664232,0.05099047250664232,123.2227315869862,1.0349089142670498,-0.9847868012404131,6.3802493080384926,-0.0005489439531300298,581439.466472376,370174.5639700461,2.457284095818936,1.3167214819603816,0.038725328936477815,0.7479082058980518,SLOW_MODE,False,True
0.75,de22241c31b2c3fc,85e61e5484843e76,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,twist,2,1,P00014,gaussian,CLOSED,1.0972091884564488e-16,4.538178636348878e-17,nan,nan,nan,False,False,-1.7933373421200827,0.44333569010039087,0.30066031104465,True,False,True,True,0.004662642581109667,0.05,1.1566214222531892e-06,1363.2224559147924,1.0972091884564488e-16,-2.7130232450142096,2.7130232450142096,2.315934933003745,2.8041677477648532,-0.09114450275064367,68.9365251612524,0.04417382610982028,7225.493178645108,4022.174173974812,-1.7933373421200827,1.3167214819603816,2.0604382036624513,0.06922079118428637,OTHER_BRANCH,False,True
0.75,51092e521ced0934,a338f4a4dc211cc8,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,twist,2,2,P00015,gaussian,TIE,2.760383551058925e-16,3.6248239448655424e-16,1.0,0.0,0.0,True,True,-1.9760309108172012,0.44769988678746464,0.3806715587301598,True,True,True,True,0.001420270386224357,0.05,2.306151951917454e-07,1537.5073371772664,2.760383551058925e-16,-2.7142818778571667,2.7142818778571667,2.3148610166236483,2.822946228410389,-0.1086643505532221,57.82195609867636,0.10193074985725092,3131.3188579320217,4533.209956123641,-1.9760309108172012,1.3167214819603816,2.0613940875454144,0.0825264507657601,OTHER_BRANCH,False,True
